district,y_x,score,,
14,6254_13984,0.095334485,,
14,6254_13985,0.092733435,,
14,6254_13986,0.11178666,,
14,6254_13987,0.16227657,,
14,6254_13988,0.23911801,,
14,6254_13989,0.1636628,,
14,6254_13990,0.18935533,,
14,6254_13991,0.18851328,,
14,6254_13992,0.2354793,,
14,6255_13984,0.07695458,,
14,6255_13985,0.07140487,,
14,6255_13986,0.0887799,,
14,6255_13987,0.17294313,,
14,6255_13988,0.25189438,,
14,6255_13989,0.16562024,,
14,6255_13990,0.23451623,,
14,6255_13991,0.21086046,,
14,6256_13985,0.11300092,,
14,6256_13986,0.102583475,,
14,6256_13987,0.17692322,,
14,6256_13988,0.20686008,,
14,6256_13989,0.20538421,,
14,6257_13985,0.1086028,,
14,6257_13986,0.1841709,,
14,6257_13987,0.23210274,,
14,6257_13988,0.24686398,,
14,6258_13985,0.18912123,,
14,6258_13986,0.15666401,,
14,6258_13987,0.22086209,,
14,6259_13985,0.10387487,,
14,6259_13986,0.12739332,,
15,6238_13984,0.17922416,,
15,6238_13985,0.22855417,,
15,6238_13986,0.2050945,,
15,6238_13987,0.19089489,,
15,6238_13988,0.15764695,,
15,6238_13989,0.15156853,,
15,6238_13990,0.17532718,,
15,6239_13977,0.122300155,,
15,6239_13983,0.1985469,,
15,6239_13984,0.17170043,,
15,6239_13985,0.15338618,,
15,6239_13986,0.14774504,,
15,6239_13987,0.1464563,,
15,6239_13988,0.16379431,,
15,6239_13989,0.15118745,,
15,6240_13977,0.12024935,,
15,6240_13978,0.12653577,,
15,6240_13979,0.14444102,,
15,6240_13980,0.14619708,,
15,6240_13981,0.2355579,,
15,6240_13982,0.25378516,,
15,6240_13983,0.19230425,,
15,6240_13984,0.14855236,,
15,6240_13985,0.13291967,,
15,6241_13977,0.077473864,,
15,6241_13978,0.1634168,,
15,6241_13979,0.11537647,,
15,6241_13980,0.13910212,,
15,6241_13981,0.17311051,,
15,6241_13982,0.2380356,,
15,6241_13983,0.24784638,,
15,6241_13984,0.19983047,,
15,6242_13977,0.099259965,,
15,6242_13978,0.13378996,,
15,6242_13979,0.12549356,,
15,6242_13980,0.100152,,
15,6242_13981,0.08150829,,
15,6242_13982,0.18932164,,
15,6242_13983,0.20218103,,
15,6243_13977,0.09642218,,
15,6243_13978,0.14884263,,
15,6243_13979,0.070201516,,
15,6243_13980,0.08231647,,
15,6243_13981,0.17549169,,
15,6243_13982,0.09051019,,
15,6244_13976,0.084537216,,
15,6244_13977,0.14967905,,
15,6244_13978,0.18755546,,
15,6244_13979,0.072892964,,
15,6244_13980,0.12601374,,
15,6244_13981,0.19790901,,
15,6245_13974,0.0958934,,
15,6245_13975,0.1542844,,
15,6245_13976,0.08564118,,
15,6245_13977,0.09687179,,
15,6245_13978,0.21366233,,
15,6245_13979,0.11379734,,
15,6245_13980,0.16322084,,
15,6245_13981,0.13858612,,
15,6246_13973,0.10467788,,
15,6246_13974,0.14622337,,
15,6246_13975,0.13749221,,
15,6246_13976,0.11783499,,
15,6246_13977,0.13341011,,
15,6246_13978,0.14824535,,
15,6246_13979,0.15612541,,
15,6246_13980,0.15395162,,
15,6246_13981,0.2213611,,
15,6247_13974,0.08746118,,
15,6247_13975,0.106070586,,
15,6247_13976,0.09090916,,
15,6247_13977,0.19183432,,
15,6247_13978,0.13097928,,
15,6247_13979,0.102449685,,
15,6247_13980,0.10848727,,
15,6248_13974,0.09409125,,
15,6248_13975,0.116987124,,
15,6248_13976,0.10265915,,
15,6248_13977,0.2021914,,
15,6248_13978,0.09968642,,
15,6249_13974,0.10716514,,
15,6249_13975,0.11824094,,
15,6249_13976,0.176513,,
15,6249_13977,0.18577598,,
15,6250_13977,0.14540897,,
15,6250_13978,0.124622665,,
16,6240_13986,0.17574221,,
16,6240_13987,0.13704327,,
16,6240_13991,0.16501674,,
16,6240_13992,0.13992059,,
16,6241_13985,0.11394081,,
16,6241_13986,0.13470984,,
16,6241_13987,0.15271169,,
16,6241_13988,0.10229303,,
16,6241_13989,0.13593355,,
16,6241_13990,0.16994782,,
16,6241_13991,0.20409262,,
16,6241_13992,0.13986166,,
16,6242_13984,0.25895905,,
16,6242_13985,0.21694058,,
16,6242_13986,0.1371795,,
16,6242_13987,0.09902319,,
16,6242_13988,0.09277882,,
16,6242_13989,0.077867284,,
16,6242_13990,0.20565757,,
16,6242_13991,0.18357942,,
16,6243_13983,0.15664029,,
16,6243_13984,0.1886805,,
16,6243_13985,0.2173807,,
16,6243_13986,0.15220119,,
16,6243_13987,0.105732895,,
16,6243_13988,0.1272256,,
16,6243_13989,0.20855339,,
16,6243_13990,0.17436258,,
16,6244_13983,0.2003796,,
16,6244_13984,0.18336299,,
16,6244_13985,0.22444099,,
16,6244_13986,0.19469298,,
16,6244_13987,0.18548837,,
16,6244_13988,0.26602674,,
16,6244_13989,0.2305381,,
16,6245_13983,0.19996871,,
16,6245_13984,0.21656884,,
16,6245_13985,0.21996202,,
16,6245_13986,0.18390797,,
16,6245_13987,0.17659232,,
16,6245_13988,0.30836427,,
16,6246_13982,0.13371621,,
16,6246_13983,0.13524356,,
16,6246_13984,0.11122193,,
16,6246_13985,0.22473086,,
16,6246_13986,0.23582159,,
16,6246_13987,0.2649329,,
16,6246_13988,0.24946715,,
16,6247_13982,0.11312618,,
16,6247_13983,0.1608522,,
16,6247_13984,0.11770825,,
16,6247_13985,0.17140737,,
16,6247_13986,0.20615841,,
16,6247_13987,0.26065794,,
16,6247_13988,0.296988,,
16,6248_13981,0.12665859,,
16,6248_13982,0.098435916,,
16,6248_13983,0.0920529,,
16,6248_13984,0.11989781,,
16,6248_13985,0.19537959,,
16,6248_13986,0.25134355,,
16,6248_13987,0.23197813,,
16,6248_13988,0.32123905,,
16,6249_13979,0.1611158,,
16,6249_13980,0.16188334,,
16,6249_13981,0.11120832,,
16,6249_13982,0.12248398,,
16,6250_13979,0.11282196,,
16,6250_13980,0.12440253,,
16,6250_13981,0.11167127,,
16,6250_13982,0.1056125,,
16,6251_13980,0.09752748,,
16,6251_13981,0.09962176,,
17,6203_14007,0.09681808,,
17,6203_14008,0.10595743,,
17,6203_14009,0.137421,,
17,6203_14010,0.1560123,,
17,6203_14011,0.16551019,,
17,6204_14007,0.090103276,,
17,6204_14008,0.09834806,,
17,6204_14009,0.099351555,,
17,6204_14010,0.18183734,,
17,6204_14011,0.17664471,,
17,6205_14006,0.20536974,,
17,6205_14007,0.13752705,,
17,6205_14008,0.16705714,,
17,6205_14009,0.1419624,,
17,6205_14010,0.15335532,,
17,6206_14004,0.11552334,,
17,6206_14005,0.17241812,,
17,6206_14006,0.23803303,,
17,6206_14007,0.12793161,,
17,6206_14008,0.095234744,,
17,6206_14009,0.1386391,,
17,6206_14010,0.15017816,,
17,6206_14011,0.18974832,,
17,6207_14004,0.16187163,,
17,6207_14005,0.23402688,,
17,6207_14006,0.20261449,,
17,6207_14007,0.18804578,,
17,6207_14008,0.09154726,,
17,6207_14009,0.10357113,,
17,6207_14010,0.13163085,,
17,6207_14011,0.15314278,,
17,6208_14004,0.19814485,,
17,6208_14005,0.24395047,,
17,6208_14006,0.19826786,,
17,6208_14007,0.26486203,,
17,6208_14008,0.1996193,,
17,6208_14009,0.1552673,,
17,6208_14010,0.15714575,,
17,6209_14004,0.15683822,,
17,6209_14005,0.11225337,,
17,6209_14006,0.20140485,,
17,6209_14007,0.15045653,,
17,6210_14004,0.18857571,,
17,6210_14005,0.14609003,,
17,6210_14006,0.20805196,,
18,6188_13985,0.17770976,,
18,6188_13986,0.07243678,,
18,6188_13988,0.07645456,,
18,6188_13989,0.10512367,,
18,6189_13983,0.06352505,,
18,6189_13984,0.06371658,,
18,6189_13985,0.17634642,,
18,6189_13986,0.08966454,,
18,6189_13987,0.10250413,,
18,6189_13988,0.09401658,,
18,6189_13989,0.16338114,,
18,6189_13990,0.1176949,,
18,6189_13991,0.103496514,,
18,6190_13982,0.19290832,,
18,6190_13983,0.11138193,,
18,6190_13984,0.09854272,,
18,6190_13985,0.14946826,,
18,6190_13986,0.13532487,,
18,6190_13987,0.12401356,,
18,6190_13988,0.117081225,,
18,6190_13989,0.115580134,,
18,6190_13990,0.16875312,,
18,6190_13991,0.122694194,,
18,6191_13981,0.09459163,,
18,6191_13982,0.10265995,,
18,6191_13983,0.16122618,,
18,6191_13984,0.12497103,,
18,6191_13985,0.160162,,
18,6191_13986,0.116938576,,
18,6191_13987,0.1291279,,
18,6191_13988,0.12317619,,
18,6191_13989,0.14309439,,
18,6191_13990,0.16094136,,
18,6191_13991,0.13678402,,
18,6191_13992,0.14054225,,
18,6192_13980,0.096584655,,
18,6192_13981,0.18652223,,
18,6192_13982,0.12195721,,
18,6192_13983,0.09710876,,
18,6192_13984,0.13561158,,
18,6192_13985,0.13664049,,
18,6192_13986,0.18645188,,
18,6192_13987,0.15877746,,
18,6192_13988,0.15091328,,
18,6192_13989,0.12777126,,
18,6192_13990,0.13500366,,
18,6192_13991,0.1632945,,
18,6192_13992,0.17516837,,
18,6192_13993,0.10634011,,
18,6193_13980,0.19605383,,
18,6193_13981,0.094210535,,
18,6193_13982,0.07281187,,
18,6193_13983,0.10083908,,
18,6193_13984,0.08025969,,
18,6193_13985,0.15600125,,
18,6193_13986,0.07673135,,
18,6193_13987,0.14887492,,
18,6193_13988,0.13021661,,
18,6193_13989,0.15085386,,
18,6193_13990,0.15004373,,
18,6193_13991,0.12294631,,
18,6193_13992,0.15475531,,
18,6193_13993,0.17221288,,
18,6193_13994,0.18898173,,
18,6194_13980,0.1704876,,
18,6194_13981,0.1398407,,
18,6194_13982,0.12859873,,
18,6194_13983,0.14298426,,
18,6194_13984,0.15202485,,
18,6194_13985,0.18700148,,
18,6194_13986,0.08212616,,
18,6194_13987,0.17661475,,
18,6194_13988,0.11369862,,
18,6194_13989,0.10734071,,
18,6194_13990,0.10816327,,
18,6194_13991,0.16185097,,
18,6194_13992,0.13107485,,
18,6194_13993,0.21558186,,
18,6194_13994,0.23152687,,
18,6195_13980,0.1252541,,
18,6195_13981,0.15938964,,
18,6195_13982,0.19306673,,
18,6195_13983,0.14412509,,
18,6195_13984,0.14109625,,
18,6195_13985,0.14340319,,
18,6195_13986,0.16741297,,
18,6195_13987,0.1525941,,
18,6195_13988,0.09038322,,
18,6195_13989,0.10729565,,
18,6195_13990,0.121006206,,
18,6195_13991,0.11426017,,
18,6195_13992,0.15571083,,
18,6195_13993,0.20816009,,
18,6195_13994,0.2066239,,
18,6196_13980,0.13818854,,
18,6196_13981,0.12318227,,
18,6196_13982,0.14546354,,
18,6196_13983,0.14566441,,
18,6196_13984,0.17784931,,
18,6196_13985,0.12046751,,
18,6196_13986,0.16994727,,
18,6196_13987,0.18759906,,
18,6196_13988,0.15558806,,
18,6196_13989,0.10948611,,
18,6196_13990,0.1169646,,
18,6196_13991,0.14417076,,
18,6196_13992,0.17168386,,
18,6196_13993,0.18090595,,
18,6196_13994,0.2665811,,
18,6196_13995,0.17417805,,
18,6197_13983,0.104957975,,
18,6197_13984,0.10404376,,
18,6197_13985,0.13244714,,
18,6197_13986,0.11489804,,
18,6197_13987,0.14017195,,
18,6197_13988,0.16401449,,
18,6197_13989,0.085127406,,
18,6197_13990,0.12610511,,
18,6197_13991,0.15387693,,
18,6197_13992,0.17541233,,
18,6197_13993,0.25131544,,
18,6197_13994,0.22036627,,
18,6197_13995,0.19341756,,
18,6197_13996,0.19705929,,
18,6197_13997,0.17054947,,
18,6197_13998,0.11664947,,
18,6198_13984,0.09130527,,
18,6198_13985,0.110149726,,
18,6198_13986,0.13499711,,
18,6198_13987,0.1738505,,
18,6198_13988,0.19432564,,
18,6198_13989,0.14785525,,
18,6198_13990,0.16121267,,
18,6198_13991,0.1758493,,
18,6198_13992,0.12449386,,
18,6198_13993,0.1869769,,
18,6198_13994,0.2521272,,
18,6198_13995,0.18677674,,
18,6198_13996,0.22471824,,
18,6198_13997,0.21139139,,
18,6198_13998,0.20984009,,
18,6199_13984,0.11846322,,
18,6199_13985,0.10162989,,
18,6199_13986,0.08944251,,
18,6199_13987,0.13489607,,
18,6199_13988,0.15691404,,
18,6199_13989,0.18490201,,
18,6199_13990,0.19929777,,
18,6199_13991,0.17768125,,
18,6199_13992,0.1495059,,
18,6199_13993,0.21113263,,
18,6199_13994,0.18534756,,
18,6199_13995,0.18282408,,
18,6199_13996,0.16953263,,
18,6199_13997,0.23012641,,
18,6199_13998,0.15087251,,
18,6200_13984,0.13645916,,
18,6200_13985,0.11503588,,
18,6200_13986,0.11471563,,
18,6200_13987,0.15622263,,
18,6200_13988,0.17150693,,
18,6200_13989,0.16378418,,
18,6200_13990,0.15728638,,
18,6200_13991,0.22086944,,
18,6200_13992,0.14916492,,
18,6200_13993,0.22406028,,
18,6200_13994,0.24402423,,
18,6200_13995,0.18205403,,
18,6200_13996,0.19550788,,
18,6200_13997,0.16964766,,
18,6201_13984,0.14658175,,
18,6201_13985,0.107160985,,
18,6201_13986,0.15815862,,
18,6201_13987,0.17971931,,
18,6201_13988,0.19710891,,
18,6201_13989,0.14821438,,
18,6201_13990,0.14796108,,
18,6201_13991,0.20947914,,
18,6201_13992,0.32442045,,
18,6201_13993,0.255062,,
18,6201_13994,0.13717853,,
18,6201_13995,0.17964081,,
18,6201_13996,0.11171351,,
18,6202_13984,0.123804785,,
18,6202_13985,0.11687041,,
18,6202_13986,0.1274337,,
18,6202_13987,0.12684189,,
18,6202_13988,0.1718358,,
18,6202_13989,0.24596083,,
18,6202_13990,0.1779308,,
18,6202_13991,0.17354834,,
18,6202_13992,0.22910172,,
18,6202_13993,0.25521746,,
18,6202_13994,0.22514373,,
18,6202_13995,0.16781631,,
18,6203_13985,0.1393812,,
18,6203_13986,0.1588999,,
18,6203_13987,0.17493829,,
18,6203_13993,0.18786749,,
18,6203_13994,0.26968732,,
18,6204_13986,0.11943951,,
20,6044_14130,0.161098,,
20,6044_14131,0.14606008,,
20,6045_14130,0.16389622,,
20,6045_14131,0.16486281,,
20,6046_14130,0.16063274,,
20,6046_14131,0.215565,,
20,6047_14131,0.26136404,,
20,6048_14130,0.22744949,,
20,6048_14131,0.10357801,,
20,6049_14129,0.23354457,,
20,6049_14130,0.06746029,,
20,6049_14131,0.16588621,,
20,6049_14132,0.18253711,,
20,6050_14129,0.07574711,,
20,6050_14130,0.15916187,,
20,6050_14131,0.20309298,,
20,6050_14132,0.09824913,,
20,6051_14129,0.15835805,,
20,6051_14130,0.19519651,,
20,6051_14131,0.15730722,,
20,6051_14132,0.16931163,,
20,6052_14129,0.23199244,,
20,6052_14130,0.23709884,,
20,6052_14131,0.15714419,,
20,6052_14132,0.16509458,,
20,6052_14133,0.16677296,,
20,6053_14128,0.1831478,,
20,6053_14129,0.19477637,,
20,6053_14130,0.1354733,,
20,6053_14131,0.2470005,,
20,6053_14132,0.20004332,,
20,6053_14133,0.15276879,,
20,6054_14128,0.2574045,,
20,6054_14129,0.1656276,,
20,6054_14130,0.08970976,,
20,6054_14131,0.12698647,,
20,6054_14132,0.17084241,,
20,6054_14133,0.19059227,,
20,6055_14128,0.2643939,,
20,6055_14129,0.19606984,,
20,6055_14130,0.08267406,,
20,6055_14131,0.104271665,,
20,6055_14132,0.18570642,,
20,6055_14133,0.13735116,,
20,6055_14134,0.1773948,,
20,6056_14127,0.26958475,,
20,6056_14128,0.09983776,,
20,6056_14129,0.084446244,,
20,6056_14130,0.058120236,,
20,6056_14131,0.08107939,,
20,6056_14132,0.16071424,,
20,6056_14133,0.21280435,,
20,6056_14134,0.15252087,,
20,6056_14135,0.19614013,,
20,6056_14136,0.19288929,,
20,6057_14123,0.117867455,,
20,6057_14124,0.064981386,,
20,6057_14125,0.17783365,,
20,6057_14126,0.23669556,,
20,6057_14127,0.19869041,,
20,6057_14128,0.09640581,,
20,6057_14129,0.076492704,,
20,6057_14130,0.06261405,,
20,6057_14131,0.067779906,,
20,6057_14132,0.15829618,,
20,6057_14133,0.13944617,,
20,6057_14134,0.14273536,,
20,6057_14135,0.2439161,,
20,6057_14136,0.16574027,,
20,6057_14137,0.17627072,,
20,6058_14122,0.09511083,,
20,6058_14123,0.1671252,,
20,6058_14124,0.089390956,,
20,6058_14125,0.30954853,,
20,6058_14126,0.28539848,,
20,6058_14127,0.12711258,,
20,6058_14128,0.07951129,,
20,6058_14129,0.1173334,,
20,6058_14130,0.08827563,,
20,6058_14131,0.072638065,,
20,6058_14132,0.17761138,,
20,6058_14133,0.15554842,,
20,6058_14134,0.172407,,
20,6058_14135,0.1663166,,
20,6058_14136,0.06901048,,
20,6058_14137,0.25590292,,
20,6059_14122,0.20470348,,
20,6059_14123,0.13238269,,
20,6059_14124,0.21790805,,
20,6059_14125,0.2497994,,
20,6059_14126,0.23180541,,
20,6059_14127,0.067422464,,
20,6059_14128,0.068695605,,
20,6059_14129,0.22674687,,
20,6059_14130,0.18380517,,
20,6059_14131,0.07061027,,
20,6059_14132,0.20557399,,
20,6059_14133,0.108626634,,
20,6059_14134,0.13106011,,
20,6059_14135,0.18887645,,
20,6059_14136,0.22753054,,
20,6059_14137,0.23547584,,
20,6060_14122,0.11811709,,
20,6060_14123,0.23093772,,
20,6060_14124,0.14273907,,
20,6060_14125,0.2711052,,
20,6060_14126,0.2993358,,
20,6060_14127,0.1478967,,
20,6060_14128,0.19498548,,
20,6060_14129,0.2858518,,
20,6060_14130,0.17735878,,
20,6060_14131,0.10543185,,
20,6060_14132,0.20690483,,
20,6060_14133,0.09017312,,
20,6060_14134,0.1482803,,
20,6060_14135,0.18004173,,
20,6060_14136,0.1013069,,
20,6060_14137,0.12582321,,
20,6061_14121,0.035995953,,
20,6061_14122,0.09218225,,
20,6061_14123,0.18315817,,
20,6061_14124,0.2056309,,
20,6061_14125,0.25022018,,
20,6061_14126,0.31210035,,
20,6061_14127,0.23993139,,
20,6061_14128,0.20736334,,
20,6061_14129,0.21052684,,
20,6061_14132,0.20079972,,
20,6061_14133,0.16592544,,
20,6061_14134,0.24854045,,
20,6061_14135,0.15490812,,
20,6061_14136,0.12679851,,
20,6061_14137,0.111022756,,
20,6062_14121,0.083825335,,
20,6062_14122,0.12152442,,
20,6062_14123,0.23704949,,
20,6062_14124,0.41324413,,
20,6062_14125,0.20255782,,
20,6062_14128,0.23619662,,
20,6062_14135,0.2973018,,
20,6062_14136,0.19166344,,
20,6062_14137,0.18636563,,
20,6062_14138,0.20324087,,
20,6063_14120,0.09529744,,
20,6063_14121,0.098220974,,
20,6063_14122,0.18089704,,
20,6063_14123,0.30286187,,
20,6063_14124,0.35372323,,
20,6063_14125,0.21384585,,
20,6063_14136,0.09522419,,
20,6063_14137,0.17652938,,
20,6063_14138,0.20872477,,
20,6063_14139,0.13921544,,
20,6064_14112,0.08579423,,
20,6064_14113,0.09011156,,
20,6064_14114,0.097609386,,
20,6064_14119,0.14717664,,
20,6064_14120,0.30201894,,
20,6064_14121,0.20665103,,
20,6064_14122,0.23025648,,
20,6064_14123,0.22198401,,
20,6064_14124,0.20238341,,
20,6064_14136,0.22464688,,
20,6064_14137,0.19122566,,
20,6065_14111,0.09645337,,
20,6065_14112,0.087080866,,
20,6065_14113,0.10138844,,
20,6065_14114,0.08470988,,
20,6065_14115,0.07507807,,
20,6065_14116,0.09617877,,
20,6065_14117,0.1478874,,
20,6065_14118,0.119446255,,
20,6065_14119,0.18993932,,
20,6065_14120,0.29015136,,
20,6065_14121,0.43886387,,
20,6065_14122,0.18925308,,
20,6065_14123,0.21744548,,
20,6065_14124,0.19215259,,
20,6065_14125,0.23539977,,
20,6066_14111,0.087100744,,
20,6066_14112,0.07673201,,
20,6066_14113,0.14016397,,
20,6066_14114,0.1107263,,
20,6066_14115,0.12219414,,
20,6066_14116,0.086221665,,
20,6066_14117,0.1343537,,
20,6066_14118,0.11441177,,
20,6066_14119,0.112224124,,
20,6066_14120,0.19777802,,
20,6066_14121,0.28295004,,
20,6066_14122,0.5735472,,
20,6066_14123,0.26207018,,
20,6066_14124,0.29627052,,
20,6067_14111,0.14180869,,
20,6067_14112,0.12144537,,
20,6067_14113,0.100685626,,
20,6067_14114,0.112788476,,
20,6067_14115,0.114635125,,
20,6067_14116,0.17630753,,
20,6067_14117,0.148937,,
20,6067_14118,0.16388759,,
20,6067_14119,0.12043632,,
20,6067_14120,0.11099778,,
20,6067_14121,0.3105111,,
20,6067_14122,0.2934511,,
20,6067_14123,0.19638984,,
20,6068_14111,0.078057125,,
20,6068_14112,0.14836931,,
20,6068_14113,0.13020088,,
20,6068_14114,0.12296365,,
20,6068_14115,0.14424565,,
20,6068_14116,0.16035265,,
20,6068_14117,0.13068934,,
20,6068_14118,0.20244251,,
20,6068_14119,0.23389618,,
20,6068_14120,0.30984297,,
20,6068_14123,0.20694694,,
20,6069_14111,0.10199213,,
20,6069_14112,0.13128226,,
20,6069_14113,0.15479028,,
20,6069_14114,0.1442818,,
20,6069_14115,0.1572466,,
20,6069_14116,0.14367484,,
20,6069_14117,0.20241109,,
20,6069_14118,0.1531828,,
20,6069_14119,0.2700718,,
20,6070_14113,0.17141446,,
20,6070_14114,0.14135455,,
20,6070_14115,0.19858752,,
20,6071_14114,0.07533113,,
21,6043_14120,0.15086673,,
21,6043_14123,0.1812204,,
21,6043_14124,0.22178136,,
21,6044_14119,0.14725538,,
21,6044_14120,0.16774544,,
21,6044_14121,0.2150666,,
21,6044_14122,0.16741785,,
21,6044_14123,0.16739804,,
21,6044_14124,0.22442892,,
21,6045_14118,0.17850001,,
21,6045_14119,0.15983552,,
21,6045_14120,0.095197685,,
21,6045_14121,0.16395967,,
21,6045_14122,0.16808695,,
21,6045_14123,0.20926923,,
21,6045_14124,0.19342539,,
21,6045_14125,0.23904575,,
21,6045_14126,0.1469575,,
21,6045_14127,0.16732845,,
21,6046_14118,0.16560276,,
21,6046_14119,0.1240681,,
21,6046_14120,0.109463885,,
21,6046_14121,0.15142168,,
21,6046_14122,0.1604257,,
21,6046_14123,0.23228472,,
21,6046_14124,0.19912589,,
21,6046_14125,0.1880374,,
21,6046_14126,0.18687855,,
21,6047_14117,0.0863496,,
21,6047_14118,0.13028204,,
21,6047_14119,0.087964974,,
21,6047_14120,0.08116753,,
21,6047_14121,0.0976484,,
21,6047_14122,0.081528164,,
21,6047_14123,0.16082387,,
21,6047_14124,0.18724509,,
21,6047_14125,0.15894416,,
21,6047_14126,0.18763289,,
21,6048_14117,0.10538185,,
21,6048_14118,0.14090498,,
21,6048_14119,0.12364314,,
21,6048_14120,0.1323544,,
21,6048_14121,0.16882284,,
21,6048_14122,0.11604326,,
21,6048_14123,0.13714133,,
21,6048_14124,0.17493594,,
21,6048_14125,0.18953033,,
21,6048_14126,0.2920536,,
21,6048_14127,0.20477282,,
21,6049_14117,0.1966614,,
21,6049_14118,0.10455521,,
21,6049_14119,0.095984615,,
21,6049_14120,0.1318185,,
21,6049_14121,0.12361856,,
21,6049_14122,0.25990483,,
21,6049_14123,0.28949663,,
21,6049_14124,0.3309639,,
21,6049_14125,0.28980562,,
21,6049_14126,0.22025283,,
21,6049_14127,0.1615485,,
21,6050_14117,0.13372356,,
21,6050_14118,0.13653617,,
21,6050_14119,0.16976379,,
21,6050_14120,0.21520051,,
21,6050_14121,0.2333278,,
21,6050_14122,0.2242792,,
21,6050_14123,0.31285384,,
21,6050_14124,0.25407198,,
21,6050_14125,0.14765133,,
21,6050_14126,0.24332514,,
21,6050_14127,0.14954181,,
21,6051_14116,0.11510764,,
21,6051_14117,0.12844329,,
21,6051_14118,0.17826143,,
21,6051_14119,0.17070974,,
21,6051_14120,0.15626915,,
21,6051_14121,0.20424578,,
21,6051_14122,0.23044874,,
21,6051_14123,0.23799694,,
21,6051_14124,0.21772999,,
21,6051_14125,0.15606147,,
21,6051_14126,0.17482755,,
21,6051_14127,0.1415709,,
21,6052_14112,0.11770123,,
21,6052_14113,0.20498507,,
21,6052_14114,0.25940263,,
21,6052_14115,0.23469095,,
21,6052_14116,0.13309973,,
21,6052_14117,0.13900527,,
21,6052_14118,0.23463555,,
21,6052_14119,0.20989786,,
21,6052_14120,0.1421029,,
21,6052_14121,0.1407683,,
21,6052_14122,0.20737056,,
21,6052_14123,0.1883073,,
21,6052_14124,0.18472981,,
21,6052_14125,0.22235624,,
21,6052_14126,0.054670326,,
21,6052_14127,0.12255429,,
21,6053_14112,0.12612566,,
21,6053_14113,0.17416507,,
21,6053_14114,0.14108758,,
21,6053_14115,0.15878357,,
21,6053_14116,0.092681006,,
21,6053_14117,0.12040043,,
21,6053_14118,0.18267621,,
21,6053_14119,0.16451898,,
21,6053_14120,0.12836573,,
21,6053_14121,0.13118112,,
21,6053_14122,0.1686588,,
21,6053_14123,0.18174535,,
21,6053_14124,0.16135097,,
21,6053_14125,0.109498605,,
21,6053_14126,0.09962608,,
21,6053_14127,0.16384365,,
21,6054_14112,0.18082018,,
21,6054_14113,0.11223961,,
21,6054_14114,0.061815597,,
21,6054_14115,0.17151898,,
21,6054_14116,0.19460735,,
21,6054_14117,0.066189796,,
21,6054_14118,0.10052733,,
21,6054_14119,0.1133295,,
21,6054_14120,0.05264738,,
21,6054_14121,0.10214181,,
21,6054_14122,0.17927435,,
21,6054_14123,0.08338504,,
21,6054_14124,0.10682735,,
21,6054_14125,0.06988236,,
21,6054_14126,0.163078,,
21,6055_14111,0.064528935,,
21,6055_14112,0.18926981,,
21,6055_14113,0.06977104,,
21,6055_14114,0.09034849,,
21,6055_14115,0.20167026,,
21,6055_14116,0.10170754,,
21,6055_14117,0.17755593,,
21,6055_14118,0.11440154,,
21,6055_14119,0.11141099,,
21,6055_14120,0.08433786,,
21,6055_14121,0.06618565,,
21,6055_14122,0.0505826,,
21,6055_14123,0.07912072,,
21,6055_14124,0.08684427,,
21,6055_14125,0.083621494,,
21,6055_14126,0.1291172,,
21,6056_14110,0.056093402,,
21,6056_14111,0.13893868,,
21,6056_14112,0.17993204,,
21,6056_14113,0.12894551,,
21,6056_14114,0.12303043,,
21,6056_14115,0.19338112,,
21,6056_14116,0.11363403,,
21,6056_14117,0.13482197,,
21,6056_14118,0.06047526,,
21,6056_14119,0.050843734,,
21,6056_14120,0.07704014,,
21,6056_14121,0.086105786,,
21,6056_14122,0.053842112,,
21,6057_14108,0.08547034,,
21,6057_14109,0.05869045,,
21,6057_14110,0.06143839,,
21,6057_14111,0.12210668,,
21,6057_14112,0.17104205,,
21,6057_14113,0.053808108,,
21,6057_14114,0.1558412,,
21,6057_14115,0.10445502,,
21,6057_14116,0.11731345,,
21,6057_14117,0.047488302,,
21,6057_14118,0.12502159,,
21,6057_14119,0.08292773,,
21,6057_14120,0.06309447,,
21,6057_14121,0.067862764,,
21,6058_14107,0.07631023,,
21,6058_14108,0.052373864,,
21,6058_14109,0.06405333,,
21,6058_14110,0.16299984,,
21,6058_14111,0.19858797,,
21,6058_14112,0.15003584,,
21,6058_14113,0.13308312,,
21,6058_14114,0.1604689,,
21,6058_14115,0.13823044,,
21,6058_14116,0.122629985,,
21,6058_14117,0.103745505,,
21,6058_14118,0.09558906,,
21,6058_14119,0.0774343,,
21,6058_14120,0.053360768,,
21,6058_14121,0.07420804,,
21,6059_14107,0.14719906,,
21,6059_14108,0.16614367,,
21,6059_14109,0.23250514,,
21,6059_14110,0.1510965,,
21,6059_14111,0.10700467,,
21,6059_14112,0.13256255,,
21,6059_14113,0.18958393,,
21,6059_14114,0.09008574,,
21,6059_14115,0.12528118,,
21,6059_14116,0.1766778,,
21,6059_14117,0.24186394,,
21,6059_14118,0.20573686,,
21,6059_14119,0.0944457,,
21,6059_14120,0.20635235,,
21,6060_14106,0.10388899,,
21,6060_14107,0.10679846,,
21,6060_14108,0.10042699,,
21,6060_14109,0.09999126,,
21,6060_14110,0.05949451,,
21,6060_14111,0.071226135,,
21,6060_14112,0.13547836,,
