district,y_x,score,,
2,6292_13980,0.1577746,,
2,6292_13981,0.205689,,
2,6292_13982,0.24075791,,
2,6292_13983,0.22027065,,
2,6292_13984,0.22657536,,
2,6292_13985,0.21662076,,
2,6292_13986,0.33007273,,
2,6292_13987,0.2691245,,
2,6292_13988,0.25052047,,
2,6292_13989,0.18741739,,
2,6292_13990,0.21730043,,
2,6292_13991,0.19957136,,
2,6292_13992,0.17176667,,
2,6292_13993,0.1651322,,
2,6293_13974,0.16378562,,
2,6293_13975,0.120603085,,
2,6293_13976,0.1609717,,
2,6293_13977,0.21294044,,
2,6293_13978,0.1881659,,
2,6293_13979,0.18046607,,
2,6293_13980,0.22557968,,
2,6293_13981,0.20872936,,
2,6293_13982,0.24189797,,
2,6293_13983,0.267903,,
2,6293_13984,0.20076923,,
2,6293_13985,0.19672708,,
2,6293_13986,0.24461049,,
2,6293_13987,0.27670634,,
2,6293_13988,0.29515827,,
2,6293_13989,0.19958659,,
2,6293_13990,0.31421864,,
2,6293_13991,0.15967397,,
2,6293_13992,0.14169465,,
2,6293_13993,0.15443912,,
2,6293_13994,0.14945947,,
2,6294_13974,0.29741406,,
2,6294_13975,0.2388281,,
2,6294_13976,0.20264758,,
2,6294_13977,0.19390817,,
2,6294_13978,0.17146188,,
2,6294_13979,0.22189902,,
2,6294_13980,0.23544915,,
2,6294_13981,0.21455419,,
2,6294_13982,0.18882059,,
2,6294_13983,0.22923352,,
2,6294_13984,0.21297896,,
2,6294_13985,0.19004062,,
2,6294_13986,0.19517878,,
2,6294_13987,0.17991066,,
2,6294_13988,0.24104804,,
2,6294_13989,0.18979959,,
2,6294_13990,0.28400198,,
2,6294_13991,0.18129522,,
2,6294_13992,0.17883424,,
2,6294_13993,0.17709334,,
2,6294_13994,0.15931942,,
2,6295_13974,0.21373266,,
2,6295_13975,0.28528005,,
2,6295_13976,0.17208493,,
2,6295_13977,0.18672991,,
2,6295_13978,0.19588743,,
2,6295_13979,0.30225757,,
2,6295_13980,0.2102854,,
2,6295_13981,0.17783758,,
2,6295_13982,0.122911766,,
2,6295_13983,0.13122728,,
2,6295_13984,0.27109602,,
2,6295_13985,0.24444997,,
2,6295_13986,0.23652953,,
2,6295_13987,0.3048387,,
2,6295_13988,0.20396657,,
2,6295_13989,0.22933452,,
2,6295_13990,0.19654784,,
2,6295_13991,0.1749055,,
2,6295_13992,0.2227898,,
2,6295_13993,0.2816344,,
2,6295_13994,0.20125213,,
2,6295_13995,0.16160001,,
2,6296_13975,0.12153113,,
2,6296_13976,0.14532055,,
2,6296_13980,0.1626907,,
2,6296_13981,0.17184015,,
2,6296_13982,0.1109548,,
2,6296_13983,0.16637704,,
2,6296_13984,0.17839587,,
2,6296_13985,0.18091583,,
2,6296_13986,0.20640062,,
2,6296_13987,0.1795623,,
2,6296_13988,0.2875989,,
2,6296_13989,0.38772893,,
2,6296_13990,0.24871457,,
2,6296_13991,0.19328044,,
2,6296_13992,0.1949007,,
2,6296_13993,0.16811973,,
2,6296_13994,0.1579728,,
2,6296_13995,0.11715056,,
2,6296_13996,0.21226095,,
2,6297_13981,0.20333472,,
2,6297_13982,0.09266808,,
2,6297_13983,0.1441157,,
2,6297_13984,0.19429743,,
2,6297_13985,0.14907123,,
2,6297_13986,0.21279095,,
2,6297_13987,0.1782234,,
2,6297_13988,0.21861808,,
2,6297_13989,0.28481662,,
2,6297_13990,0.18314737,,
2,6297_13991,0.18903528,,
2,6297_13992,0.20195682,,
2,6297_13993,0.18881908,,
2,6297_13994,0.17894939,,
2,6297_13995,0.24253218,,
2,6297_13996,0.17546673,,
2,6298_13983,0.15631936,,
2,6298_13984,0.1158123,,
2,6298_13985,0.1434466,,
2,6298_13986,0.15979584,,
2,6298_13987,0.28504968,,
2,6298_13988,0.3851959,,
2,6298_13989,0.23482731,,
2,6298_13990,0.2142707,,
2,6298_13991,0.17260586,,
2,6298_13992,0.15992513,,
2,6298_13993,0.1685673,,
2,6298_13994,0.13207467,,
2,6298_13995,0.19995864,,
2,6298_13996,0.1739611,,
2,6299_13984,0.14741875,,
2,6299_13985,0.34874105,,
2,6299_13986,0.19964296,,
2,6299_13987,0.2867088,,
2,6299_13988,0.2671744,,
2,6299_13989,0.2245339,,
2,6299_13990,0.16394828,,
2,6299_13991,0.16018754,,
2,6299_13992,0.15034235,,
2,6299_13993,0.14291315,,
2,6299_13994,0.18537238,,
2,6299_13995,0.18188262,,
2,6300_13985,0.28234264,,
2,6300_13986,0.2661237,,
2,6300_13987,0.20963092,,
2,6300_13991,0.17808059,,
2,6300_13992,0.1959099,,
2,6300_13993,0.19790894,,
2,6300_13994,0.15778764,,
2,6300_13995,0.18344633,,
2,6301_13993,0.19263186,,
2,6301_13994,0.18822736,,
2,6301_13995,0.16370283,,
3,6286_13993,0.18102147,,
3,6286_13994,0.15955684,,
3,6286_13995,0.13576691,,
3,6287_13993,0.13784,,
3,6287_13994,0.15424164,,
3,6287_13995,0.14622544,,
3,6287_13996,0.12883434,,
3,6287_13997,0.13300364,,
3,6288_13993,0.13222055,,
3,6288_13994,0.13320825,,
3,6288_13995,0.17000893,,
3,6288_13996,0.18667208,,
3,6288_13997,0.1721745,,
3,6288_13998,0.12607203,,
3,6289_13993,0.14497961,,
3,6289_13994,0.17719366,,
3,6289_13995,0.18242434,,
3,6289_13996,0.18364845,,
3,6289_13997,0.16273543,,
3,6289_13998,0.13117045,,
3,6289_13999,0.0819688,,
3,6289_14000,0.10782436,,
3,6289_14001,0.22452831,,
3,6290_13993,0.13226013,,
3,6290_13994,0.14438158,,
3,6290_13995,0.125191,,
3,6290_13996,0.13831629,,
3,6290_13997,0.115811266,,
3,6290_13998,0.14315295,,
3,6290_13999,0.16743092,,
3,6290_14000,0.1533547,,
3,6290_14001,0.22632445,,
3,6290_14002,0.21519321,,
3,6291_13993,0.11106044,,
3,6291_13994,0.11023931,,
3,6291_13995,0.15574318,,
3,6291_13996,0.13376744,,
3,6291_13997,0.13188729,,
3,6291_13998,0.12554166,,
3,6291_13999,0.1293803,,
3,6291_14000,0.18817069,,
3,6291_14001,0.21065934,,
3,6291_14002,0.24673714,,
3,6291_14003,0.13956113,,
3,6291_14004,0.1898739,,
3,6291_14005,0.13230363,,
3,6291_14006,0.113540135,,
3,6291_14007,0.22086087,,
3,6292_13995,0.14878626,,
3,6292_13996,0.1698348,,
3,6292_13997,0.16530444,,
3,6292_13998,0.25969085,,
3,6292_13999,0.13942109,,
3,6292_14000,0.14518677,,
3,6292_14001,0.18930498,,
3,6292_14002,0.14750913,,
3,6292_14003,0.17810875,,
3,6292_14004,0.16923557,,
3,6292_14005,0.15361473,,
3,6292_14006,0.14487632,,
3,6293_13996,0.13917689,,
3,6293_13997,0.17396976,,
3,6293_13998,0.17843331,,
3,6293_13999,0.11995279,,
3,6293_14000,0.13160165,,
3,6293_14001,0.1812847,,
3,6293_14002,0.12025587,,
3,6293_14003,0.11929536,,
3,6293_14004,0.16285187,,
3,6293_14005,0.12766162,,
3,6293_14006,0.141438,,
3,6294_13996,0.17595942,,
3,6294_13997,0.15996996,,
3,6294_13998,0.18815958,,
3,6294_13999,0.17826408,,
3,6294_14000,0.1997585,,
3,6294_14001,0.17918271,,
3,6294_14002,0.14980623,,
3,6294_14003,0.1745712,,
3,6294_14004,0.14848228,,
3,6294_14005,0.14632414,,
3,6294_14006,0.1957053,,
3,6295_13996,0.15588313,,
3,6295_13997,0.165912,,
3,6295_13998,0.27034208,,
3,6295_13999,0.234951,,
3,6295_14000,0.2399188,,
3,6295_14001,0.2405665,,
3,6295_14002,0.18019736,,
3,6295_14003,0.20805104,,
3,6295_14004,0.17110491,,
3,6295_14005,0.12021598,,
3,6295_14006,0.12504587,,
3,6295_14007,0.20660236,,
3,6296_13997,0.20449501,,
3,6296_13998,0.23785348,,
3,6296_13999,0.18999673,,
3,6296_14000,0.21857482,,
3,6296_14001,0.23316419,,
3,6296_14002,0.21616542,,
3,6296_14003,0.21349415,,
3,6296_14004,0.19249739,,
3,6296_14005,0.17247334,,
3,6296_14006,0.15671298,,
3,6296_14007,0.1836564,,
3,6297_13998,0.20724145,,
3,6297_13999,0.1695985,,
3,6297_14000,0.18411425,,
3,6297_14001,0.20536691,,
3,6297_14002,0.18296497,,
3,6297_14003,0.13781406,,
3,6297_14004,0.13031645,,
3,6297_14005,0.13187295,,
3,6297_14006,0.13134857,,
3,6297_14007,0.17274049,,
3,6297_14008,0.16496126,,
3,6298_13997,0.14185394,,
3,6298_13998,0.18250173,,
3,6298_13999,0.14793116,,
3,6298_14000,0.25948098,,
3,6298_14001,0.19568002,,
3,6298_14002,0.17021152,,
3,6298_14003,0.09335068,,
3,6298_14004,0.09841781,,
3,6298_14005,0.17205581,,
3,6298_14006,0.14107479,,
3,6298_14007,0.123013884,,
3,6298_14008,0.12760596,,
3,6299_13997,0.14663903,,
3,6299_13998,0.16315782,,
3,6299_13999,0.17111464,,
3,6299_14000,0.18530144,,
3,6299_14001,0.14737818,,
3,6299_14002,0.19574517,,
3,6299_14003,0.20711815,,
3,6299_14004,0.17632636,,
3,6299_14005,0.1702503,,
3,6299_14006,0.14150235,,
3,6299_14007,0.17225991,,
3,6299_14008,0.1735739,,
3,6299_14009,0.14721885,,
3,6300_14000,0.19093153,,
3,6300_14001,0.17820872,,
3,6300_14008,0.17376725,,
3,6300_14009,0.13522123,,
3,6300_14010,0.2035789,,
4,6272_14006,0.14094216,,
4,6272_14007,0.13740455,,
4,6273_14006,0.15351067,,
4,6273_14007,0.1718327,,
4,6274_14006,0.163879,,
4,6274_14007,0.20281489,,
4,6275_14005,0.12046312,,
4,6275_14006,0.13605599,,
4,6275_14007,0.15881364,,
4,6276_14005,0.18916483,,
4,6277_14005,0.25442266,,
4,6278_14005,0.21766794,,
4,6279_14004,0.35940132,,
4,6279_14005,0.2524329,,
4,6279_14006,0.13913274,,
4,6280_14004,0.321438,,
4,6280_14005,0.1816065,,
4,6280_14006,0.12769842,,
4,6280_14007,0.11713815,,
4,6281_14004,0.35614166,,
4,6281_14005,0.17949994,,
4,6281_14006,0.18477358,,
4,6281_14007,0.12964989,,
4,6281_14008,0.16388777,,
4,6281_14009,0.17402332,,
4,6281_14010,0.17277604,,
4,6282_14003,0.26166672,,
4,6282_14004,0.35825002,,
4,6282_14005,0.2603497,,
4,6282_14006,0.37955236,,
4,6282_14007,0.21044217,,
4,6282_14008,0.15433063,,
4,6282_14009,0.23377544,,
4,6282_14010,0.20496383,,
4,6283_14002,0.19008449,,
4,6283_14003,0.22287191,,
4,6283_14004,0.25921568,,
4,6283_14005,0.2440547,,
4,6283_14006,0.17613567,,
4,6283_14007,0.1869277,,
4,6283_14008,0.20877552,,
4,6283_14009,0.18705538,,
4,6283_14010,0.16082507,,
4,6284_14000,0.15418923,,
4,6284_14001,0.13121931,,
4,6284_14002,0.12719995,,
4,6284_14003,0.22486934,,
4,6284_14004,0.22454733,,
4,6284_14005,0.26655668,,
4,6284_14006,0.2594422,,
4,6284_14007,0.24112475,,
4,6284_14008,0.26150706,,
4,6284_14009,0.16868189,,
4,6284_14010,0.14579278,,
4,6284_14011,0.16361861,,
4,6284_14012,0.20663422,,
4,6284_14013,0.20279454,,
4,6285_13998,0.109721065,,
4,6285_13999,0.11045055,,
4,6285_14000,0.13620926,,
4,6285_14001,0.17143765,,
4,6285_14002,0.20887601,,
4,6285_14003,0.2141282,,
4,6285_14004,0.20999387,,
4,6285_14005,0.19089523,,
4,6285_14006,0.24279034,,
4,6285_14007,0.32728872,,
4,6285_14008,0.281414,,
4,6285_14009,0.17863198,,
4,6285_14010,0.2339774,,
4,6285_14011,0.2001759,,
4,6285_14012,0.25284335,,
4,6285_14013,0.19287327,,
4,6285_14014,0.11443969,,
4,6286_13998,0.12649798,,
4,6286_13999,0.11535276,,
4,6286_14000,0.11822536,,
4,6286_14001,0.19397418,,
4,6286_14002,0.3485308,,
4,6286_14003,0.29083252,,
4,6286_14004,0.2887384,,
4,6286_14005,0.2596728,,
4,6286_14006,0.2560802,,
4,6286_14007,0.3064504,,
4,6286_14008,0.17474647,,
4,6286_14009,0.20551917,,
4,6286_14010,0.2713348,,
4,6286_14011,0.24601431,,
4,6286_14012,0.17188042,,
4,6286_14013,0.239016,,
4,6286_14014,0.13612849,,
4,6287_13999,0.111002,,
4,6287_14000,0.16846015,,
4,6287_14001,0.21519169,,
4,6287_14002,0.27039498,,
4,6287_14003,0.19752118,,
4,6287_14004,0.22996783,,
4,6287_14005,0.2512831,,
4,6287_14006,0.28028417,,
4,6287_14007,0.21086472,,
4,6287_14008,0.33231264,,
4,6287_14009,0.33116743,,
4,6287_14010,0.17447409,,
4,6287_14011,0.19003081,,
4,6287_14012,0.19906314,,
4,6287_14013,0.12281215,,
4,6288_14001,0.13007721,,
4,6288_14002,0.27945077,,
4,6288_14003,0.2298247,,
4,6288_14004,0.22053921,,
4,6288_14005,0.23266168,,
4,6288_14006,0.28645438,,
4,6288_14007,0.26519808,,
4,6288_14008,0.23300655,,
4,6288_14009,0.18702728,,
4,6288_14010,0.18740653,,
4,6288_14011,0.112543575,,
4,6288_14012,0.123226054,,
4,6289_14002,0.18815887,,
4,6289_14003,0.25874954,,
4,6289_14004,0.30696744,,
4,6289_14005,0.19727454,,
4,6289_14006,0.17835534,,
4,6289_14007,0.20800346,,
4,6289_14008,0.12656184,,
4,6289_14009,0.13974126,,
4,6289_14010,0.13440576,,
4,6289_14011,0.13302903,,
5,6268_14003,0.19234307,,
5,6268_14004,0.11574393,,
5,6268_14005,0.101176634,,
5,6269_13997,0.13779257,,
5,6269_13998,0.1709025,,
5,6269_13999,0.18797432,,
5,6269_14000,0.18067262,,
5,6269_14001,0.1778753,,
5,6269_14002,0.13631013,,
5,6269_14003,0.16725409,,
5,6269_14004,0.1134739,,
5,6269_14005,0.078962214,,
5,6269_14006,0.08274493,,
5,6269_14007,0.126258,,
5,6270_13997,0.14466836,,
5,6270_13998,0.14030847,,
5,6270_13999,0.13193499,,
5,6270_14000,0.13782932,,
5,6270_14001,0.12666932,,
5,6270_14002,0.14127862,,
5,6270_14003,0.18129501,,
5,6270_14004,0.14253227,,
5,6270_14005,0.09847422,,
5,6270_14006,0.1380754,,
5,6270_14007,0.10847286,,
5,6271_13996,0.10295234,,
5,6271_13997,0.16203848,,
5,6271_13998,0.13040292,,
5,6271_13999,0.1187903,,
5,6271_14000,0.16136725,,
5,6271_14001,0.14723328,,
5,6271_14002,0.13990693,,
5,6271_14003,0.13087223,,
5,6271_14004,0.14322548,,
5,6271_14005,0.1336228,,
5,6272_13995,0.10182406,,
5,6272_13996,0.14006424,,
5,6272_13997,0.16632542,,
5,6272_13998,0.18667223,,
5,6272_13999,0.13258588,,
5,6272_14000,0.15754914,,
5,6272_14001,0.123922855,,
5,6272_14002,0.20525594,,
