district,y_x,year2016,year2017,year2018,year2019,4years_mean,FA2014,lnFA2014
0,6267_13991,0.08472428,0.09889762,0.10596325,0.094583526,0.096042169,10468.95731,9.256169711
0,6267_13992,0.09761024,0.12536882,0.1312347,0.120840475,0.118763559,87911.40816,11.38408486
0,6267_13993,0.09920068,0.11834598,0.1234362,0.117572956,0.114638954,40472.35436,10.60837441
0,6267_13994,0.08685507,0.09334684,0.10358389,0.08238016,0.09154149,28412.35041,10.2545792
0,6268_13985,0,0,0.016918113,0.012476873,0.007348747,0,#NUM!
0,6268_13986,0,0.037854925,0.020705573,0.021343673,0.019976043,2675.052867,7.891724422
0,6268_13987,0.09231977,0.08728057,0.11526268,0.097250715,0.098028434,27445.94673,10.21997378
0,6268_13988,0.10704669,0.0802299,0.084978156,0.07741256,0.087416827,13427.9472,9.505093426
0,6268_13989,0.046085652,0.041557856,0.037585624,0.01506781,0.035074236,1891.627033,7.545192602
0,6268_13990,0.06189979,0.043596588,0.07924043,0.056879207,0.060404004,16958.42896,9.738520273
0,6268_13991,0.08383769,0.105165966,0.10785747,0.09659649,0.098364404,30926.53113,10.33936971
0,6268_13992,0.05305343,0.09243301,0.07689594,0.10517356,0.081888985,8168.483311,9.008038529
0,6268_13993,0.107295215,0.109879814,0.1216358,0.10154472,0.110088887,22589.53491,10.02524202
0,6268_13994,0.07965432,0.068832375,0.10943649,0.077632174,0.08388884,41816.22317,10.64103966
0,6268_13995,0.050851814,0,0.050566673,0.0239411,0.031339897,4661.910696,8.447180664
0,6269_13985,0,0,0.017324574,0,0.004331144,0,#NUM!
0,6269_13986,0,0,0,0.006627716,0.001656929,468.5432378,6.149628387
0,6269_13987,0.05040416,0.061251614,0.05341443,0.042948056,0.052004565,15051.70973,9.619246867
0,6269_13988,0.05625496,0.039508346,0.051106468,0.015946038,0.040703953,21426.70235,9.972393197
0,6269_13989,0.083788365,0.06904177,0.08040881,0.07403073,0.076817419,51246.62047,10.84440495
0,6269_13990,0.15135428,0.15793914,0.14942789,0.12731948,0.146510198,253164.1549,12.44179339
0,6269_13991,0.12107761,0.10673394,0.12334636,0.10122399,0.113095475,240988.2723,12.39250355
0,6269_13992,0.0886676,0.10977638,0.11227889,0.10770601,0.10460722,41651.58191,10.63709463
0,6269_13993,0.0895796,0.09703395,0.10165563,0.099650145,0.096979831,23556.38386,10.06715214
0,6269_13994,0.066750005,0.0679283,0.11780955,0.0834662,0.083988514,64064.33501,11.06764309
0,6269_13995,0.034791388,0.065083355,0.117135115,0.069719344,0.071682301,5607.901627,8.631931887
0,6270_13985,0,0,0.013742002,0,0.003435501,0,#NUM!
0,6270_13986,0,0,0,0.02506553,0.006266383,712.6699804,6.569018453
0,6270_13987,0,0.036908314,0.027373672,0.034545176,0.024706791,18265.58474,9.812773953
0,6270_13988,0,0,0,0.01497566,0.003743915,0,#NUM!
0,6270_13989,0.037053723,0.05388198,0.07478615,0.030510858,0.049058178,7532.348679,8.926962182
0,6270_13990,0.11840978,0.114513464,0.11841559,0.11272139,0.116015056,153697.382,11.9427409
0,6270_13991,0.122875735,0.12313648,0.1084158,0.0988196,0.113311904,192371.0277,12.16718122
0,6270_13992,0.07465714,0.08533573,0.09755396,0.08369595,0.085310695,28814.41921,10.26863121
0,6270_13993,0.124013,0.11101754,0.12968652,0.118567884,0.120821236,107442.58,11.58471184
0,6270_13994,0.09223907,0.09017283,0.11930253,0.092405125,0.098529889,57499.11315,10.9595248
0,6270_13995,0.086581916,0.062231,0.07810782,0.063959554,0.072720073,2398.786779,7.78271838
0,6271_13987,0,0,0,0,0,0,#NUM!
0,6271_13988,0,0.014938924,0.010308679,0.003433809,0.007170353,248.1270743,5.513941011
0,6271_13989,0.044694148,0.04264505,0.07409382,0.04935216,0.052696295,27107.79561,10.20757663
0,6271_13990,0.10661392,0.09467614,0.12472615,0.094914645,0.105232714,7459.690233,8.917269169
0,6271_13991,0.106078684,0.09518565,0.12483619,0.09296508,0.104766401,12012.76874,9.393725425
0,6271_13992,0.22342923,0.12681308,0.12716103,0.120192766,0.149399027,35101.72605,10.46600558
0,6271_13993,0.114306465,0.1174524,0.12317959,0.11731557,0.118063506,64898.29442,11.08057662
0,6271_13994,0.108081296,0.09352122,0.123602964,0.092370346,0.104393957,54510.51923,10.90614898
0,6271_13995,0,0,0.002541482,0.004276522,0.001704501,5843.472127,8.673080441
0,6272_13988,0,0.013300583,0.027005102,0.004542895,0.011212145,624.5945951,6.437102791
0,6272_13989,0.05979698,0.040174764,0.097522914,0.061535954,0.064757653,18136.0616,9.805657589
0,6272_13990,0.06412706,0.02312591,0.051881008,0.022174258,0.040327059,4557.391245,8.424505643
0,6272_13991,0.056409158,0.04666432,0.024062103,0.025695141,0.038207681,0,#NUM!
0,6272_13992,0.054947373,0.034726396,0.014301548,0.02699792,0.032743309,156.2197658,5.051263771
0,6272_13993,0.09010716,0.06758722,0.041884568,0.048549544,0.062032123,3328.306229,8.110218814
0,6273_13988,0,0,0.013291851,0.001447611,0.003684865,0,#NUM!
0,6273_13989,0.09921096,0.08871338,0.07472889,0.054277577,0.079232702,5675.361226,8.643889492
0,6273_13990,0,0,0,0.009080373,0.002270093,0,#NUM!
1,6269_13982,0,0,0,0,0,0,#NUM!
1,6269_13983,0,0,0,0,0,0,#NUM!
1,6270_13982,0,0.014551304,0.01370715,0.019241264,0.01187493,5934.912637,8.688607587
1,6270_13983,0,0,0,0,0,0,#NUM!
1,6271_13981,0,0,0.002042178,0,0.000510545,3835.310462,8.252005665
1,6271_13982,0,0,0,0,0,19.77631477,2.984484998
1,6271_13983,0,0,0,0.001211517,0.000302879,0,#NUM!
1,6271_13984,0.024359295,0.018297397,0.008822091,0.05203838,0.025879291,0,#NUM!
1,6272_13981,0,0.01228122,0.019213365,0.02259254,0.013521781,8333.305257,9.028015446
1,6272_13982,0,0.005010735,0.04013888,0.002220202,0.011842454,8978.599726,9.102599217
1,6272_13983,0,0,0,0.007493369,0.001873342,0,#NUM!
1,6272_13984,0,0,0.001701526,0.010805488,0.003126754,0,#NUM!
1,6272_13985,0,0,0,0,0,0,#NUM!
1,6272_13986,0,0,0,0,0,0,#NUM!
1,6273_13981,0.006374992,0.008895319,0.036828823,0.007303789,0.014850731,0,#NUM!
1,6273_13982,0,0,0,0,0,0,#NUM!
1,6273_13983,0,0.018381523,0.00256034,0.01777038,0.009678061,624.8119671,6.437450752
1,6273_13984,0,0,0,0,0,0,#NUM!
1,6273_13985,0,0.005849458,0,0.006929439,0.003194724,0,#NUM!
1,6273_13986,0.003056921,0.04463805,0.05105912,0.053802386,0.038139119,156.2050463,5.051169544
1,6273_13987,0,0,0,0,0,1786.02412,7.487747266
1,6274_13980,0,0,0,0,0,0,#NUM!
1,6274_13981,0.046720542,0.013792671,0.07065537,0.011406306,0.035643722,13542.44887,9.513584392
1,6274_13982,0,0,0,0.009172749,0.002293187,2655.899954,7.884538842
1,6274_13983,0.045702644,0.07293646,0.07370159,0.05421429,0.061638746,7964.525274,8.982752619
1,6274_13984,0,0,0,0,0,0,#NUM!
1,6274_13985,0.07558117,0.057977304,0.076321594,0.044364277,0.063561086,13511.37069,9.511286883
1,6274_13986,0.002985403,0.016160887,0.03562454,0,0.013692708,4998.192502,8.516831626
1,6274_13987,0,0,0,0,0,1280.237605,7.154800969
1,6274_13988,0,0,0.017644688,0,0.004411172,0,#NUM!
1,6275_13980,0.08425291,0.08389056,0.07097818,0.080022596,0.079786062,25748.1925,10.15611971
1,6275_13981,0,0.019403875,0.02945855,0.016745027,0.016401863,10019.91232,9.212329624
1,6275_13982,0,0,0.03983565,0.016139898,0.013993887,0,#NUM!
1,6275_13983,0.002781346,0.021144422,0.05459506,0.02556394,0.026021192,3279.533318,8.09545641
1,6275_13984,0.04297593,0.04690469,0.06718993,0.026382182,0.045863183,13567.10632,9.515403489
1,6275_13985,0.10371045,0.06808448,0.0950121,0.059126798,0.081483457,35987.54881,10.49092829
1,6275_13986,0,0,0,0,0,0,#NUM!
1,6275_13987,0,0,0,0,0,0,#NUM!
1,6275_13988,0,0.019175056,0.018140785,0.007724568,0.011260102,0,#NUM!
1,6275_13989,0.07271971,0.051793758,0.057848364,0.05275643,0.058779566,0,#NUM!
1,6276_13979,0.030039877,0.01094193,0.03193323,0.006858356,0.019943348,7462.658543,8.917667003
1,6276_13980,0,0.00593527,0,0.01127059,0.004301465,263.7856333,5.575136778
1,6276_13981,0.019589553,0.0366936,0.018737603,0,0.018755189,0,#NUM!
1,6276_13982,0,0,0,0,0,0,#NUM!
1,6276_13983,0,0,0,0,0,70.2135076,4.251540708
1,6276_13984,0.043333318,0.047619283,0.07788806,0.076899916,0.061435144,7790.201328,8.960621983
1,6276_13985,0.014979616,0.055545747,0.10210524,0.08900978,0.065410096,7184.392906,8.8796663
1,6276_13986,0,0,0,0,0,0,#NUM!
1,6276_13987,0,0.002927098,0.013056295,0.044752244,0.015183909,0,#NUM!
1,6276_13988,0,0,0.001622196,0,0.000405549,5949.937471,8.691135989
1,6276_13989,0,0.013012014,0.025163878,0.011714373,0.012472566,0,#NUM!
1,6276_13990,0,0.000240386,0,0.007923227,0.002040903,0,#NUM!
1,6277_13976,0,0,0,0,0,0,#NUM!
1,6277_13977,0,0,0,0,0,0,#NUM!
1,6277_13978,0.0698803,0.053871054,0.08074698,0.053678185,0.06454413,5680.684664,8.644827044
1,6277_13979,0,0,0.02348257,0,0.005870643,0,#NUM!
1,6277_13980,0,0.002500698,0.015210006,0,0.004427676,239.5506261,5.478764777
1,6277_13981,0,0,0,0.002340637,0.000585159,0,#NUM!
1,6277_13982,0,0.000451721,0,0,0.00011293,0,#NUM!
1,6277_13983,0.00104503,0.003800631,0,0,0.001211415,1711.655928,7.44521656
1,6277_13984,0,0,0,0.00597778,0.001494445,0,#NUM!
1,6277_13985,0,0.049391445,0.057236604,0.05102768,0.039413932,4345.149554,8.376815457
1,6277_13986,0,0.005996343,0.001409162,0,0.001851376,1388.510591,7.235986934
1,6277_13987,0,0,0,0,0,1954.532764,7.577906448
1,6277_13988,0.05845742,0.07075198,0.07584914,0.06557847,0.067659253,12912.6565,9.465963233
1,6277_13989,0,0,0.010132916,0.02767037,0.009450822,0,#NUM!
1,6277_13990,0,0.0042728,0.005605001,0.008552857,0.004607665,589.7081092,6.379627684
1,6278_13976,0,0,0,0,0,0,#NUM!
1,6278_13977,0,0,0,0,0,0,#NUM!
1,6278_13978,0.10375853,0.10110555,0.11088528,0.09407977,0.102457283,27276.39579,10.21377698
1,6278_13979,0.011900116,0.029576892,0.024406172,0.046021648,0.027976207,3388.081313,8.128019056
1,6278_13980,0,0.024972588,0.028156389,0.015876489,0.017251367,156.1293123,5.050684589
1,6278_13981,0,0,0.000766508,0,0.000191627,0,#NUM!
1,6278_13982,0,0,0,0,0,0,#NUM!
1,6278_13983,0.005683746,0.011876509,0.030028284,0.002305552,0.012473523,1744.292033,7.464104041
1,6278_13984,0,0,0,0,0,0,#NUM!
1,6278_13985,0,0.021308312,0.019394107,0.002121933,0.010706088,1276.255354,7.151685565
1,6278_13986,0,0,0,0.006702222,0.001675556,0,#NUM!
1,6278_13987,0,0,0,0.000508405,0.000127101,0,#NUM!
1,6278_13988,0.095622316,0.084368706,0.10787032,0.0707738,0.089658786,25623.57595,10.15126814
1,6278_13989,0,0,0,0,0,0,#NUM!
1,6278_13990,0,0.028663548,0.010849657,0,0.009878301,2775.926921,7.928739996
1,6279_13976,0,0,0.004086811,0,0.001021703,468.7241861,6.150014506
1,6279_13977,0,0.037059076,0.06070357,0.023555905,0.030329638,4029.697373,8.301446559
1,6279_13978,0.011619471,0.023751851,0.04644366,0,0.020453746,9202.472283,9.127227453
1,6279_13979,0,0,0.002929378,0,0.000732345,279.0962942,5.631556863
1,6279_13980,0,0,0,0,0,0,#NUM!
1,6279_13981,0,0.010586035,0.002697077,0.009889688,0.0057932,384.1782856,5.95110673
1,6279_13982,0,0.013093967,0.015961409,0,0.007263844,1109.754748,7.011894322
1,6279_13983,0.007054579,0.016990703,0.031182535,0.013478234,0.017176513,13755.52615,9.529195924
1,6279_13984,0,0.016519938,0.017150156,0.035516635,0.017296682,156.2087648,5.051193349
1,6279_13985,0.05542582,0.06840712,0.07578665,0.06414926,0.065942213,14854.83469,9.60608066
1,6279_13986,0,0,0,0,0,1093.416333,6.997062324
1,6279_13987,0,0,0,0,0,312.3868767,5.744242409
1,6279_13988,0.056474037,0.058109716,0.047752753,0.040553786,0.050722573,7718.217478,8.95133872
1,6279_13989,0.050984815,0.0569447,0.034185458,0.052214876,0.048582462,3426.419129,8.139271009
1,6279_13990,0.010960501,0,0.00349186,0.029116279,0.01089216,0,#NUM!
1,6280_13975,0.097046316,0.042581722,0.03375398,0.009844389,0.045806602,1157.124825,7.053693608
1,6280_13976,0.004549049,0.015259445,0.045721624,0.000920184,0.016612575,6453.184641,8.772329031
1,6280_13977,0.08374025,0.057348646,0.05453007,0.06631124,0.065482552,17897.68195,9.792426483
1,6280_13978,0,0,0,0,0,0,#NUM!
1,6280_13979,0,0,0.005209327,0.015732717,0.005235511,0,#NUM!
1,6280_13980,0.006190546,0.02634346,0.05217632,0.009001635,0.02342799,3345.897403,8.115490218
1,6280_13981,0,0,0,0.009605069,0.002401267,1249.625249,7.130598985
1,6280_13982,0.007617489,0.032098852,0.052529722,0.010767471,0.025753383,16013.92269,9.681213791
1,6280_13983,0.022007601,0.016969679,0.042185646,0.026146509,0.026827359,26673.96098,10.19144312
1,6280_13984,0.028558597,0.05555423,0.0779291,0.03337378,0.048853927,25535.86904,10.14783937
1,6280_13985,0,0.000537075,0,0,0.000134269,575.7473013,6.355668851
1,6280_13986,0,0,0,0,0,140.6796962,4.946485648
1,6280_13987,0,0.001221329,0.014508475,0.003202263,0.004733017,10273.72643,9.237345083
1,6280_13988,0.07985801,0.074729204,0.10462575,0.08270991,0.085480719,15160.33346,9.626437655
1,6280_13989,0.049553983,0.033715367,0.04038871,0.01817859,0.035459163,17746.46438,9.783941585
1,6281_13975,0,0,0,0,0,0,#NUM!
1,6281_13976,0,0,0.004429679,0,0.00110742,468.7232431,6.150012494
1,6281_13977,0.010435194,0.01992099,0.038274627,0.013611766,0.020560644,9679.059807,9.177720048
1,6281_13978,0,0.009815417,0.007421527,0,0.004309236,4640.497362,8.44257683
1,6281_13979,0,0,0,0,0,156.3356695,5.052005423
1,6281_13980,0,0.013025541,0,0,0.003256385,2782.733315,7.93118893
1,6281_13981,0,0.03559741,0.03587371,0.024090847,0.023890492,8651.625017,9.065502446
1,6281_13982,0.07173147,0.0721734,0.09570641,0.06879,0.07710032,23551.70489,10.06695349
1,6281_13983,0.092684455,0.062473394,0.08642407,0.07124112,0.07820576,37194.98629,10.52392925
1,6281_13984,0.092403755,0.089296825,0.09887683,0.079197586,0.089943749,45627.69203,10.72827009
1,6281_13985,0,0.038867638,0,0.030832857,0.017425124,3462.547475,8.149759862
1,6281_13986,0,0,0.002386253,0.025490364,0.006969154,0,#NUM!
1,6281_13987,0.0668135,0.07996166,0.09055866,0.059094183,0.074107001,35765.13612,10.48472885
1,6281_13988,0.09324923,0.12055143,0.13237926,0.10122339,0.111850828,36061.03268,10.49296813
1,6281_13989,0.06888704,0.0420223,0.09086518,0.063216016,0.066247634,19653.79813,9.886025888
1,6282_13976,0.004960954,0.05624965,0.014071509,0.049756438,0.031259638,1937.364721,7.569083937
1,6282_13977,0,0.009556532,0.038627673,0.004993767,0.013294493,8135.366683,9.003976093
1,6282_13978,0.09164425,0.06896846,0.089972205,0.063972875,0.078639448,18752.57472,9.83908634
1,6282_13979,0.03686424,0.014629832,0.021832844,0.004014369,0.019335321,10029.96499,9.21333239
1,6282_13980,0.051569127,0.034022518,0.04816787,0.019056812,0.038204082,5821.618818,8.669333649
1,6282_13981,0.10553774,0.08324001,0.07700719,0.054860126,0.080161267,24611.2753,10.11095996
1,6282_13982,0,0.010267733,0.018464927,0,0.007183165,1722.133944,7.451319466
1,6282_13983,0.031442393,0.040896807,0.10049757,0.063774414,0.059152796,19395.13907,9.87277775
1,6282_13984,0,0,0,0,0,940.9957272,6.846938599
1,6282_13985,0.088742875,0.06497479,0.092009336,0.08052851,0.081563878,11796.59099,9.37556587
1,6282_13986,0.060234644,0.06442431,0.06901322,0.035878852,0.057387757,8714.523179,9.072746244
1,6282_13987,0.08639487,0.10099766,0.14898169,0.10611647,0.110622673,68559.4301,11.13545624
1,6282_13988,0.21231183,0.2208671,0.24640295,0.2062732,0.22146377,291987.689,12.58446692
1,6282_13989,0.00953085,0,0,0,0.002382713,9350.710477,9.143207606
1,6282_13990,0.02349761,0.017725026,0,0,0.010305659,3193.869071,8.068988336
1,6283_13976,0,0.013391918,0.013510671,0.024561362,0.012865988,1533.342594,7.335205333
1,6283_13977,0.053338744,0.038975224,0.06495063,0.031670198,0.047233699,8506.069947,9.048535299
1,6283_13978,0.10289125,0.0984195,0.119983986,0.10312639,0.106105282,67629.76525,11.12180348
1,6283_13979,0.027776025,0.074094936,0.0736859,0.053627737,0.05729615,12056.72055,9.397377505
1,6283_13980,0.092129946,0.085266024,0.105961345,0.08269332,0.091512659,37208.15567,10.52428325
1,6283_13981,0.019902693,0.03155971,0.058671508,0.017936159,0.032017518,11902.95642,9.384542087
1,6283_13982,0,0,0.027940072,0.000966057,0.007226532,4409.445372,8.391504195
1,6283_13983,0,0.018238133,0.008830056,0,0.006767047,1893.814578,7.546348369
1,6283_13984,0,0.019872129,0.006386019,0.026337728,0.013148969,8638.170266,9.063946065
1,6283_13985,0.093646936,0.10408467,0.11568944,0.10472915,0.104537549,78281.84102,11.26807094
1,6283_13986,0.040688675,0.058011048,0.000651665,0.025526283,0.031219418,8404.342098,9.036503768
1,6283_13987,0.07284813,0.094689935,0.1130159,0.09686425,0.094354554,30823.84755,10.33604394
1,6283_13988,0.08856336,0.12433897,0.13905612,0.10018399,0.11303561,63953.88722,11.06591759
1,6283_13989,0.016858686,0.041412193,0,0.006220464,0.016122836,10776.08053,9.285084191
1,6283_13990,0,0,0.003849063,0,0.000962266,1122.32897,7.023161243
1,6284_13976,0.054386936,0.07241221,0.07541321,0.07339269,0.068901262,10242.51842,9.234302808
1,6284_13977,0.014364483,0.017302273,0.004346259,0.022805925,0.014704735,16772.03391,9.72746813
1,6284_13978,0.064444765,0.085806504,0.088133365,0.074664146,0.078262195,16592.80036,9.716724167
1,6284_13979,0.023553854,0.039506793,0.0500826,0.039215416,0.038089666,10013.36422,9.211675902
1,6284_13980,0,0.05075915,0.014105966,0.010026306,0.018722856,12591.64207,9.440788545
1,6284_13981,0.031942464,0.04623312,0.059612967,0.04559266,0.045845303,13911.99366,9.5405066
1,6284_13982,0.033016704,0.052762866,0.054215394,0.027148994,0.04178599,10882.64771,9.294924847
1,6284_13983,0.05166598,0.03800739,0.027234556,0.0318774,0.037196332,4162.005631,8.33375236
1,6284_13984,0.042028405,0.06844805,0.086846635,0.04720948,0.061133143,16028.43282,9.682119475
1,6284_13985,0.08445675,0.08189429,0.11574965,0.102195755,0.096074111,22723.57056,10.03115802
1,6284_13986,0.08632034,0.08366014,0.10400688,0.08609682,0.090021045,35323.23543,10.47229625
1,6284_13987,0.08099849,0.08142471,0.09089005,0.084437266,0.084437629,7311.487886,8.897202073
1,6284_13988,0.078680806,0.072100475,0.09527607,0.07898186,0.081259803,10987.89307,9.304549316
1,6284_13989,0,0.03749784,0.040195823,0.049031194,0.031681214,0,#NUM!
1,6284_13990,0.016485695,0.04286634,0.012972798,0.04923855,0.030390846,0,#NUM!
1,6284_13991,0.027865974,0.051257048,0.055779293,0.032081656,0.041745993,7063.233925,8.862658289
1,6285_13976,0.05948834,0.08535772,0.0817511,0.056976702,0.070893466,16491.12063,9.710577371
1,6285_13977,0.08554961,0.076523826,0.10172469,0.08131021,0.086277084,26460.40089,10.18340459
1,6285_13978,0.022864554,0.040285844,0.065306105,0.017420322,0.036469206,14879.64602,9.607749519
1,6285_13979,0,0.026940083,0.04269283,0.014716839,0.021087438,0,#NUM!
1,6285_13980,0.051479608,0.05511506,0.06833639,0.07066634,0.06139935,7855.844271,8.969013027
1,6285_13981,0,0.023965964,0.005938411,0.020004295,0.012477167,16488.22866,9.710401991
1,6285_13982,0,0.06535123,0.10849213,0.0297094,0.05088819,10347.48023,9.244498313
1,6285_13983,0,0.01166784,0.00895001,0.009304814,0.007480666,2641.760104,7.87920068
1,6285_13984,0.043290492,0.06624797,0.06992757,0.032915443,0.053095369,32040.63546,10.37476023
1,6285_13985,0.072431356,0.07349735,0.09487678,0.08483522,0.081410177,11717.34635,9.368825617
1,6285_13986,0.07484946,0.06707786,0.078107744,0.0748504,0.073721366,21646.0885,9.982580047
1,6285_13987,0.08481197,0.08679248,0.09950721,0.08269653,0.088452048,15102.12903,9.622591008
1,6285_13988,0.07070471,0.04201424,0.06540549,0.060234446,0.059589722,15883.05265,9.673007949
1,6285_13989,0.03251027,0.0619497,0.054639712,0.062474504,0.052893547,0,#NUM!
1,6285_13990,0,0,0,0,0,0,#NUM!
1,6285_13991,0.049518283,0.06461951,0.07152185,0.059469078,0.06128218,14387.64793,9.574125335
1,6285_13992,0.06328953,0.055698197,0.08091339,0.05876718,0.064667074,4829.889806,8.482578932
1,6285_13993,0.004751839,0.021759361,0.025289882,0.03002648,0.02045689,4472.749788,8.405758664
1,6286_13975,0,0,0,0,0,0,#NUM!
1,6286_13976,0.063808225,0.048390444,0.055717997,0.044428643,0.053086327,13460.60292,9.507522396
1,6286_13977,0.055101268,0.05333804,0.05302578,0.038000114,0.049866301,9026.227386,9.107889772
1,6286_13978,0.06302894,0.06819586,0.111256465,0.075417325,0.079474648,31316.3745,10.35189639
1,6286_13979,0.020399109,0.06446017,0.07440503,0.021639451,0.04522594,6277.171987,8.744674837
1,6286_13980,0,0.007621676,0.018692728,0,0.006578601,0,#NUM!
1,6286_13981,0,0.03824599,0.05522014,0.019994754,0.028365221,0,#NUM!
1,6286_13982,0,0,0,0,0,312.2217672,5.743713728
1,6286_13983,0,0,0,0.001238354,0.000309588,0,#NUM!
1,6286_13984,0.04021041,0.04761144,0.07747646,0.039617646,0.051228989,31746.73551,10.36554518
1,6286_13985,0.08435044,0.05994968,0.08068019,0.06513035,0.072527665,16237.18771,9.695059428
1,6286_13986,0.08086655,0.074488066,0.09112967,0.08630051,0.083196199,24988.57583,10.12617403
1,6286_13987,0.08009103,0.04939326,0.07252656,0.08342841,0.071359815,21006.43806,9.952584244
1,6286_13988,0.04835639,0.046156127,0.07366572,0.06036026,0.057134624,798.7366412,6.683031281
1,6286_13989,0,0.027076269,0.026861427,0.018354438,0.018073034,0,#NUM!
1,6286_13990,0,0,0,0,0,0,#NUM!
