district,y_x,year2016,year2017,year2018,year2019,4years_mean,FA2014,lnFA2014
20,6059_14137,0.12615958,0.092940696,0.10533105,0.091363326,0.103948663,18694.01954,9.835958941
20,6060_14122,0,0,0,0,0,0,#NUM!
20,6060_14123,0.048428338,0.052074537,0.04453631,0.038036045,0.045768808,1093.210582,6.996874134
20,6060_14124,0.036063753,0.05615804,0.06435824,0.019917373,0.044124352,8714.889517,9.072788281
20,6060_14125,0.13001387,0.10960016,0.12277948,0.12368819,0.121520425,204869.9279,12.23013056
20,6060_14126,0.092638716,0.08293717,0.09465057,0.08865036,0.089719204,108350.5519,11.5931271
20,6060_14127,0.026149206,0.029684452,0.014508426,0.024838794,0.02379522,3229.619045,8.080119467
20,6060_14128,0.017372284,0,0.00931317,0.014331128,0.010254146,1092.80635,6.9965043
20,6060_14129,0.13363658,0.10676167,0.12200741,0.12009822,0.12062597,62371.8001,11.04086853
20,6060_14130,0.09446992,0.079223946,0.0955991,0.095742695,0.091258915,26032.72285,10.1671096
20,6060_14131,0.063470826,0.047857262,0.039644126,0.064007774,0.053744997,4599.434689,8.433688681
20,6060_14132,0.0849967,0.06299555,0.08519103,0.07871723,0.077975128,0,#NUM!
20,6060_14133,0.071029685,0.06402725,0.056090865,0.05535966,0.061626865,0,#NUM!
20,6060_14134,0.07284862,0.082323074,0.07492164,0.07508434,0.076294419,1478.823982,7.299002444
20,6060_14135,0.06009715,0.019000359,0.025932387,0.040714424,0.03643608,312.1692629,5.74354555
20,6060_14136,0.066657186,0.06468387,0.047431935,0.05032515,0.057274535,0,#NUM!
20,6060_14137,0.08144701,0.08341321,0.06341031,0.073762715,0.075508311,254.4824911,5.539232036
20,6061_14121,0,0,0,0,0,0,#NUM!
20,6061_14122,0,0,0,0,0,0,#NUM!
20,6061_14123,0.06749898,0.0887733,0.06546992,0.066019654,0.071940464,24790.34686,10.11820962
20,6061_14124,0.09209122,0.08350524,0.100121886,0.11057265,0.096572749,43567.60671,10.68206919
20,6061_14125,0.10072586,0.09165816,0.0912585,0.112890266,0.099133197,58856.8284,10.98286314
20,6061_14126,0.23148346,0.18718538,0.16971955,0.22172514,0.202528383,259968.207,12.46831462
20,6061_14127,0.048160404,0.04616059,0.054149263,0.059361693,0.051957988,26742.0431,10.19399225
20,6061_14128,0.04835829,0.030497087,0.02446868,0.037161052,0.035121277,0,#NUM!
20,6061_14129,0.098505884,0.107059225,0.13804051,0.111650765,0.113814096,43118.02835,10.67169648
20,6061_14132,0.03647732,0.053967886,0.097148836,0.07749441,0.066272113,2161.965413,7.678773
20,6061_14133,0.10428792,0.078304574,0.101973996,0.103853464,0.097104989,2566.426921,7.850269907
20,6061_14134,0.07078855,0.09739742,0.09409806,0.10683616,0.092280048,4067.150996,8.310698032
20,6061_14135,0.06117196,0.06564645,0.08510438,0.08357732,0.073875028,0,#NUM!
20,6061_14136,0.061473742,0.051136687,0.056474045,0.0538036,0.055722019,0,#NUM!
20,6061_14137,0.05200674,0.051453143,0.00890043,0.043007024,0.038841834,0,#NUM!
20,6062_14121,0,0.006680913,0,0,0.001670228,0,#NUM!
20,6062_14122,0,0,0,0,0,0,#NUM!
20,6062_14123,0.08212231,0.049164154,0.088793,0.09330276,0.078345556,32012.35006,10.37387705
20,6062_14124,0.1380789,0.17291006,0.13185532,0.11103454,0.138469705,137169.9038,11.82897561
20,6062_14125,0.006727893,0.003096242,0,0.001472663,0.002824199,10799.06541,9.287214873
20,6062_14128,0.046772163,0.031341493,0.07526689,0.03847876,0.047964827,4606.997716,8.435331669
20,6062_14135,0.096286476,0.11682359,0.11574676,0.12941793,0.114568689,13297.7529,9.495350345
20,6062_14136,0.04651465,0,0.011446772,0.018866587,0.019207002,2065.551485,7.633152533
20,6062_14137,0.03432873,0.003396127,0.013096767,0.010423634,0.015311315,580.534664,6.363949513
20,6062_14138,0.088063836,0.08334836,0.10351479,0.09658635,0.092878334,4022.284791,8.299605376
20,6063_14120,0.011710251,0.003135804,0.012017392,0.003068615,0.007483015,0,#NUM!
20,6063_14121,0,0.016270809,0,0.002572883,0.004710923,0,#NUM!
20,6063_14122,0.00073446,0.014970362,0.010042904,0.024929417,0.012669286,0,#NUM!
20,6063_14123,0.108082965,0.08838392,0.107229,0.10329032,0.101746551,140788.2629,11.85501236
20,6063_14124,0.116614774,0.15089785,0.11591579,0.11088928,0.123579424,42090.30084,10.64757261
20,6063_14125,0.053417806,0.032607235,0.05113928,0.055850156,0.048253619,9240.277655,9.131327213
20,6063_14136,0.03379138,0.036436252,0.027610013,0.02340784,0.030311371,624.4107026,6.436808329
20,6063_14137,0.06436184,0.04514668,0.05962324,0.064658634,0.058447599,5774.911571,8.661278223
20,6063_14138,0.11261159,0.08539266,0.11025875,0.10827042,0.104133355,2814.558287,7.942560614
20,6063_14139,0.08261743,0.032071862,0.06041601,0.056290504,0.057848952,0,#NUM!
20,6064_14112,0.018301038,0,0.020147411,0,0.009612112,0,#NUM!
20,6064_14113,0,0,0,0,0,0,#NUM!
20,6064_14114,0,0,0,0,0,0,#NUM!
20,6064_14119,0.046457157,0.073727444,0.04065676,0.040887013,0.050432094,0,#NUM!
20,6064_14120,0.032692727,0.07275081,0.03675179,0.07768196,0.054969322,203.1256319,5.313824664
20,6064_14121,0.054540146,0.03175532,0.041085802,0.030937633,0.039579725,5359.388654,8.58660519
20,6064_14122,0.032662697,0.016755473,0,0.022440538,0.017964677,0,#NUM!
20,6064_14123,0.08894612,0.077161014,0.08621438,0.07996337,0.083071221,2350.078977,7.762204214
20,6064_14124,0,0,0,0,0,1344.631033,7.203874929
20,6064_14136,0.08530058,0.08229524,0.108957656,0.11273175,0.097321307,14992.62521,9.615313707
20,6064_14137,0.08999512,0.08118187,0.07515059,0.09077534,0.08427573,11163.58765,9.320412658
20,6065_14111,0,0,0,0,0,0,#NUM!
20,6065_14112,0,0,0,0,0,0,#NUM!
20,6065_14113,0,0,0,0,0,0,#NUM!
20,6065_14114,0,0,0.050508328,0,0.012627082,0,#NUM!
20,6065_14115,0,0,0,0,0,0,#NUM!
20,6065_14116,0,0,0,0,0,0,#NUM!
20,6065_14117,0,0.06599405,0,0,0.016498513,0,#NUM!
20,6065_14118,0,0,0,0.00717552,0.00179388,0,#NUM!
20,6065_14119,0.03463701,0.058927976,0.023415541,0.017606199,0.033646682,2882.797335,7.966516399
20,6065_14120,0.0822189,0.09074858,0.10702696,0.1120223,0.098004185,24788.14982,10.11812099
20,6065_14121,0.13768846,0.12040252,0.13262597,0.1348099,0.131381713,211523.7971,12.26209279
20,6065_14122,0.06929661,0.075441815,0.087186754,0.06983407,0.075439812,49360.46828,10.80690515
20,6065_14123,0.08912797,0.07468787,0.08467603,0.08588894,0.083595203,10272.30891,9.237207098
20,6065_14124,0.030641481,0.00245484,0.0180646,0.032498058,0.020914745,5939.518857,8.689383409
20,6065_14125,0.0461336,0.022715876,0.02447845,0.025784925,0.029778213,16422.93649,9.706434203
20,6066_14111,0,0,0,0,0,0,#NUM!
20,6066_14112,0.001524184,0,0,0,0.000381046,0,#NUM!
20,6066_14113,0,0.000426099,0,0,0.000106525,0,#NUM!
20,6066_14114,0,0,0,0,0,0,#NUM!
20,6066_14115,0,0,0,0,0,0,#NUM!
20,6066_14116,0,0,0,0,0,0,#NUM!
20,6066_14117,0,0.006602369,0,0,0.001650592,312.1905952,5.743613883
20,6066_14118,0,0,0,0.024492338,0.006123085,0,#NUM!
20,6066_14119,0.009960726,0.014701957,0.024834523,0.019453254,0.017237615,4513.007255,8.414719007
20,6066_14120,0.08811711,0.07675934,0.080576435,0.08924261,0.083673874,27882.12166,10.23574096
20,6066_14121,0.19473445,0.20387676,0.19709092,0.07552914,0.167807818,436793.6423,12.98721615
20,6066_14122,0.23889658,0.22406355,0.24709886,0.21774578,0.231951193,402423.7546,12.90526093
20,6066_14123,0.09940574,0.11421805,0.11503657,0.098605365,0.106816431,98598.94849,11.49881588
20,6066_14124,0.001367852,0.005464416,0.019087289,0.035060193,0.015244938,10443.92281,9.253775539
20,6067_14111,0,0.005076036,0,0.001930755,0.001751698,0,#NUM!
20,6067_14112,0.006669518,0.0299684,0.018439133,0.025389357,0.020116602,756.7887466,6.629084148
20,6067_14113,0.001963411,0.028791282,0,0,0.007688673,598.7312671,6.394812862
20,6067_14114,0.02179332,0,0.015681025,0,0.009368586,0,#NUM!
20,6067_14115,0.021711104,0,0,0,0.005427776,0,#NUM!
20,6067_14116,0.02330028,0.060828388,0.037630897,0.0576172,0.044844191,3590.619011,8.186079893
20,6067_14117,0.06937785,0.029070353,0.008519597,0.042941056,0.037477214,4594.321854,8.43257644
20,6067_14118,0.02000194,0.071960166,0.021509374,0.04562424,0.03977393,18275.87969,9.81333742
20,6067_14119,0.025584176,0.006562691,0.020499948,0.021169674,0.018454122,0,#NUM!
20,6067_14120,0.03490693,0.02998444,0.038313467,0.01986453,0.030767342,19064.23774,9.855569489
20,6067_14121,0.1702306,0.22520551,0.24432945,0.16033047,0.200024008,219408.6819,12.2986914
20,6067_14122,0.20693532,0.19587693,0.13595682,0.21599028,0.188689838,168661.9525,12.03565171
20,6067_14123,0.036008257,0.039165508,0.024097078,0.019114623,0.029596367,33558.54817,10.4210469
20,6068_14111,0,0,0,0,0,155.9897217,5.049790119
20,6068_14112,0.048318498,0.05679874,0.040202457,0.060943335,0.051565758,5371.034632,8.588775838
20,6068_14113,0.06247826,0.07308521,0.07373304,0.06089019,0.067546675,8753.215076,9.077176349
20,6068_14114,0,0,0,0,0,0,#NUM!
20,6068_14115,0,0,0,0,0,461.7196821,6.134957958
20,6068_14116,0.0665311,0.10413773,0.1021618,0.10445326,0.094320973,10734.02087,9.281173497
20,6068_14117,0.070455045,0.07355122,0.07742217,0.07352194,0.073737594,10742.48525,9.281961743
20,6068_14118,0.012957946,0,0.016199887,0.01983999,0.012249456,3707.188659,8.218029094
20,6068_14119,0.096155986,0.08697559,0.096121825,0.08597601,0.091307353,29300.28754,10.28535261
20,6068_14120,0.13324249,0.10225858,0.12308368,0.12715378,0.121434633,61812.92719,11.0318678
20,6068_14123,0.0618359,0.07380684,0.08442141,0.08992542,0.077497393,7121.604287,8.8708883
20,6069_14111,0.051136,0.013691422,0.048510853,0,0.028334569,0,#NUM!
20,6069_14112,0,0.018055093,0,0.014305593,0.008090172,0,#NUM!
20,6069_14113,0.028821217,0.0664963,0.0641929,0.07469791,0.058552082,25878.32823,10.16116115
20,6069_14114,0.029576184,0.058752522,0.026462886,0.04199748,0.039197268,8031.019411,8.991066749
20,6069_14115,0.010414116,0.028444093,0.023028212,0.043319013,0.026301359,3471.095991,8.152225671
20,6069_14116,0.03638985,0,0.03844935,0.02040359,0.023810698,586.2318081,6.373715288
20,6069_14117,0.10779104,0.10655865,0.12209864,0.10286674,0.109828768,21614.25832,9.981108483
20,6069_14118,0,0,0.000772506,0.011383014,0.00303888,0,#NUM!
20,6069_14119,0.11171918,0.09617768,0.10256787,0.09842124,0.102221493,26302.85275,10.17743268
20,6070_14113,0.055994883,0.08767782,0.06465301,0.09229794,0.075155913,5977.696638,8.695790595
20,6070_14114,0.023485508,0.063996986,0.049663562,0.07157931,0.052181342,8459.487288,9.043043847
20,6070_14115,0.06956079,0.07678226,0.090593815,0.073936194,0.077718265,312.3422851,5.744099654
20,6071_14114,0,0.02510811,0,0.028669223,0.013444333,0,#NUM!
21,6043_14120,0.030264987,0.03987353,0.031193879,0.011241429,0.028143456,18959.55066,9.850063076
21,6043_14123,0.05585985,0.07308924,0.07718367,0.058490265,0.066155756,5932.604816,8.688218656
21,6043_14124,0.06695861,0.071985126,0.0901488,0.07946787,0.077140102,10737.29458,9.281478435
21,6044_14119,0.01755168,0.054117925,0.022061229,0.006245095,0.024993982,0,#NUM!
21,6044_14120,0.053470645,0.047677096,0.044805072,0.043568775,0.047380397,9563.000398,9.165656806
21,6044_14121,0.05143581,0.024701783,0.026806517,0.029659411,0.03315088,4859.396957,8.488669626
21,6044_14122,0.043856356,0.05017352,0.076374054,0.044635024,0.053759739,4839.823074,8.484633444
21,6044_14123,0.01553813,0.05636233,0.077979274,0.051550806,0.050357635,1251.633934,7.132205124
21,6044_14124,0.04214797,0.07001073,0.09920483,0.06919414,0.070139418,24831.06283,10.11985068
21,6045_14118,0.057325106,0.045654267,0.05775492,0.049290434,0.052506182,1248.787193,7.129928114
21,6045_14119,0.067857124,0.06922332,0.06972398,0.07127546,0.069519971,4238.98972,8.352080246
21,6045_14120,0.02531749,0,0.002518818,0.020129412,0.01199143,0,#NUM!
21,6045_14121,0.05000939,0.057389036,0.077825606,0.048204236,0.058357067,2966.160587,7.995023664
21,6045_14122,0.013514208,0.000290081,0.045915604,0.00510028,0.016205043,5052.04214,8.527547825
21,6045_14123,0.032411437,0.07011055,0.10100286,0.060784474,0.06607733,13140.16931,9.483429177
21,6045_14124,0.011068504,0.03894973,0.10128803,0.050952062,0.050564582,6357.965312,8.757463686
21,6045_14125,0.07215829,0.087910265,0.10659095,0.08044036,0.086774966,13561.43193,9.514985155
21,6045_14126,0.004962418,0.023057804,0.008887086,0.013894737,0.012700511,1703.584728,7.440489973
21,6045_14127,0.029457474,0.07812116,0.08805991,0.04994901,0.061396889,9929.66639,9.20328216
21,6046_14118,0.053869214,0.016358355,0.03769056,0.035276975,0.035798776,10080.50503,9.218358643
21,6046_14119,0.021625645,0.033134315,0.020924158,0.029978378,0.026415624,116.9435147,4.761691038
21,6046_14120,0.014018588,0,0.002364401,0.011823211,0.00705155,0,#NUM!
21,6046_14121,0,0.003438812,0.035027545,0.030687222,0.017288395,627.7791357,6.44218841
21,6046_14122,0.03902404,0.037741825,0.07657316,0.010419514,0.040939635,46277.2447,10.74240564
21,6046_14123,0.08879445,0.088893734,0.106786825,0.101866804,0.096585453,109191.2837,11.60085652
21,6046_14124,0.08127316,0.06975222,0.09887589,0.08743321,0.08433362,31382.79446,10.35401507
21,6046_14125,0.06721048,0.0265473,0.0560332,0.04676845,0.049139858,486.8413774,6.187938356
21,6046_14126,0.050076477,0.049546707,0.037592463,0.037506465,0.043680528,4558.883191,8.424832958
21,6047_14117,0,0,0,0,0,0,#NUM!
21,6047_14118,0.05638692,0.00326509,0.030778678,0.033019435,0.030862531,780.4209217,6.659833417
21,6047_14119,0,0,0,0,0,314.6491978,5.75145836
21,6047_14120,0,0,0,0,0,438.5241842,6.083414962
21,6047_14121,0.036756784,0.002571773,0.036706723,0.02405018,0.025021365,0,#NUM!
21,6047_14122,0.018818732,0,0.007449511,0.02043569,0.011675983,749.4149081,6.61929278
21,6047_14123,0.056100503,0.00123271,0.04261645,0.014755791,0.028676363,7874.205151,8.971347525
21,6047_14124,0.015259353,0,0.006564483,0,0.005455959,6233.1278,8.73763354
21,6047_14125,0.06460209,0.07251304,0.050352477,0.07547976,0.065736842,3416.101059,8.136255138
21,6047_14126,0,0.008348703,0,0,0.002087176,6678.223022,8.806607216
21,6048_14117,0,0.025205301,0,0,0.006301325,0,#NUM!
21,6048_14118,0.026684318,0.004910078,0.06713398,0.060737606,0.039866496,4371.581564,8.382880137
21,6048_14119,0.027565118,0,0.002464376,0,0.007507374,624.6919765,6.437258691
21,6048_14120,0.024999954,0.026232982,0.05087189,0.010582369,0.028171799,640.338361,6.461996726
21,6048_14121,0.058374062,0.06358842,0.048615023,0.055393115,0.056492655,1860.32489,7.528506423
21,6048_14122,0.060957063,0.04011348,0.05621575,0.036712203,0.048499624,3273.456626,8.093601778
21,6048_14123,0.06455976,0.06113772,0.09187412,0.038386565,0.063989541,9836.363435,9.193841352
21,6048_14124,0.028077241,0.055188574,0.1163618,0.07089887,0.067631621,22411.52253,10.0173305
21,6048_14125,0.061966036,0.07948719,0.08758111,0.07234163,0.075343992,14912.95346,9.609985474
21,6048_14126,0.063595116,0.092458844,0.10536594,0.09498842,0.08910208,38759.74577,10.56513751
21,6048_14127,0.06682824,0.07364397,0.10124895,0.079693615,0.080353694,26557.47103,10.18706638
21,6049_14117,0.043230746,0.03617445,0.054595303,0.035059582,0.04226502,4837.003103,8.484050614
21,6049_14118,0.025462404,0,0.009185538,0.030783743,0.016357921,153.3927628,5.033001709
21,6049_14119,0,0,0,0.004032355,0.001008089,0,#NUM!
21,6049_14120,0,0,0.002564307,0,0.000641077,1199.013708,7.089254588
21,6049_14121,0.054692738,0.06457661,0.080482855,0.055138245,0.063722612,18327.70906,9.81616935
21,6049_14122,0.08002204,0.07304543,0.06352307,0.07673639,0.073331733,32780.89432,10.39760113
21,6049_14123,0.1535223,0.10315838,0.11358252,0.10791633,0.119544883,155431.8155,11.95396243
21,6049_14124,0.12300738,0.15286015,0.16225612,0.1409834,0.144776763,187516.0731,12.14161984
21,6049_14125,0.07220817,0.11562386,0.11193542,0.100573696,0.100085287,72818.366,11.19572348
21,6049_14126,0.09514947,0.089215904,0.118400976,0.09923155,0.100499475,32902.84602,10.40131444
21,6049_14127,0.030341446,0.04732125,0.05277313,0.05290664,0.045835617,10341.36422,9.243907076
21,6050_14117,0,0.00111426,0,0,0.000278565,3125.231654,8.047263689
21,6050_14118,0.050461285,0.044659693,0.05352292,0.009929396,0.039643324,780.4793816,6.659908323
21,6050_14119,0.06636067,0.059655007,0.04476352,0.030508405,0.050321901,21891.64154,9.993860178
21,6050_14120,0.058353968,0.08084788,0.07989535,0.0668921,0.071497325,13679.53718,9.523656359
21,6050_14121,0.07292401,0.06938877,0.07286605,0.07338323,0.072140515,4761.85853,8.468393318
21,6050_14122,0.10349004,0.07304002,0.122228995,0.10840153,0.101790146,88580.1646,11.39166324
21,6050_14123,0.17594707,0.14522983,0.1288578,0.16371264,0.153436835,269097.3272,12.5028284
21,6050_14124,0.11952697,0.09686485,0.12627453,0.098576434,0.110310696,230136.45,12.34642767
21,6050_14125,0.07097754,0.067415215,0.102792084,0.069215715,0.077600139,10121.5061,9.222417756
21,6050_14126,0.1112411,0.08177915,0.12840538,0.1106008,0.108006608,65746.99286,11.09356921
21,6050_14127,0.04287815,0.048584748,0.06441599,0.0411292,0.049252022,12490.2054,9.432700048
21,6051_14116,0,0,0,0,0,0,#NUM!
21,6051_14117,0,0,0,0,0,0,#NUM!
21,6051_14118,0.09149817,0.0290607,0.037116375,0.026753709,0.046107239,9467.049014,9.155572523
21,6051_14119,0.056426447,0.07453348,0.06837499,0.0746652,0.068500029,9766.268379,9.186689725
21,6051_14120,0.085879,0.084864564,0.10531544,0.09550821,0.092891804,24665.18897,10.11314818
21,6051_14121,0.06704002,0.10582689,0.16906855,0.08068666,0.10565553,8493.061119,9.04700477
21,6051_14122,0.065325156,0.06663069,0.115232244,0.089866705,0.084263699,11501.12422,9.350200068
21,6051_14123,0.08087416,0.0642638,0.12247755,0.088830814,0.089111581,58019.94153,10.96854205
21,6051_14124,0.07280971,0.07929849,0.09753076,0.07265531,0.080573568,16226.24877,9.694385504
21,6051_14125,0.07206891,0.072675206,0.09898096,0.07110247,0.078706887,32025.77671,10.37429638
21,6051_14126,0.07707164,0.08197001,0.11099727,0.06293589,0.083243703,11390.92764,9.340572496
21,6051_14127,0.06081669,0.056949086,0.08291057,0.07800852,0.069671217,7822.206322,8.964721932
21,6052_14112,0,0,0.037999477,0.00367105,0.010417632,3965.946021,8.285499699
21,6052_14113,0.06319537,0.07215552,0.079857305,0.07226777,0.071868991,9184.719136,9.125296419
21,6052_14114,0.07697295,0.07760263,0.104735956,0.093645096,0.088239158,10248.23576,9.234860849
21,6052_14115,0.06483127,0.07985394,0.075731896,0.055631228,0.069012084,744.814693,6.613135453
21,6052_14116,0,0.000193819,0,0,4.85E-05,0,#NUM!
21,6052_14117,0.004241452,0.003682304,0.035399288,0.004313827,0.011909218,2653.381337,7.883590082
21,6052_14118,0.11647734,0.08854753,0.08482707,0.09283273,0.095671168,35721.90813,10.48351945
21,6052_14119,0.035564043,0.010433186,0.037556026,0.03605068,0.029900984,0,#NUM!
21,6052_14120,0.097505525,0.06365825,0.075026944,0.07378473,0.077493862,9492.889027,9.158298274
21,6052_14121,0.025430977,0.027617823,0.04504762,0,0.024524105,0,#NUM!
21,6052_14122,0.055469524,0.08119963,0.05756849,0.070490055,0.066181925,10708.15148,9.278760551
21,6052_14123,0.07820353,0.11037105,0.16678283,0.08507031,0.11010693,7102.05092,8.868138883
21,6052_14124,0.10414043,0.077305496,0.11090691,0.08862953,0.095245592,19073.83684,9.856072876
21,6052_14125,0.06503768,0.088128,0.10037698,0.061222058,0.07869118,15472.25942,9.646803985
21,6052_14126,0.039694227,0.040050533,0.027148336,0.03554011,0.035608302,680.0781888,6.522207775
21,6052_14127,0.06130255,0.05502318,0.0388394,0.066241145,0.055351569,2866.794118,7.960949652
21,6053_14112,0,0,0.017850278,0.0033333,0.005295895,4327.393431,8.372720661
21,6053_14113,0.05885444,0.070046104,0.095437735,0.071067736,0.073851504,14296.36644,9.567760689
21,6053_14114,0,0.03197468,0,0.00287766,0.008713085,0,#NUM!
21,6053_14115,0.060328566,0.07299718,0.058530442,0.048187245,0.060010858,4036.903151,8.30323313
21,6053_14116,0.015187798,0,0.01670868,0,0.00797412,0,#NUM!
21,6053_14117,0,0,0.005748667,0,0.001437167,228.8328033,5.43299162
21,6053_14118,0.055571456,0.014021684,0.046846636,0.04430494,0.040186179,5356.551863,8.586075738
21,6053_14119,0.06250555,0.074141294,0.068210386,0.0623423,0.066799883,3978.066391,8.288551149
21,6053_14120,0,0.014102073,0.022326162,0.04034014,0.019192094,1248.999253,7.130097912
21,6053_14121,0.03436542,0.006697021,0.014240598,0.049126305,0.026107336,1249.104646,7.13018229
21,6053_14122,0.10507946,0.075650975,0.08723652,0.07214302,0.085027494,6200.989482,8.732464152
21,6053_14123,0.02160246,0.0456843,0.05952073,0.050730646,0.044384534,6868.367332,8.834681705
21,6053_14124,0.022689361,0.003321558,0.034853574,0.019242667,0.02002679,7800.09602,8.961891323
21,6053_14125,0.043809243,0.007861402,0.018437307,0.03774411,0.026963016,312.3110332,5.743999593
21,6053_14126,0.04730821,0.01978055,0.015538555,0.035002284,0.0294074,0,#NUM!
21,6053_14127,0.046766482,0.02543237,0.054030232,0.025080476,0.03782739,1092.914221,6.996603005
21,6054_14112,0.058191188,0.07029196,0.06997691,0.05763728,0.064024335,1452.694016,7.281175054
21,6054_14113,0,0,0,0,0,0,#NUM!
21,6054_14114,0,0,0,0,0,0,#NUM!
21,6054_14115,0.028391302,0.049319513,0.027952753,0.04096443,0.036657,768.448666,6.644373763
21,6054_14116,0.070194155,0.08897662,0.09490053,0.0762742,0.082586376,12981.85994,9.471308273
21,6054_14117,0,0,0,0,0,0,#NUM!
21,6054_14118,0.010571888,0,0,0.001873694,0.003111396,624.5613874,6.437049623
21,6054_14119,0.00575462,0,0,0.02971873,0.008868338,0,#NUM!
21,6054_14120,0.001116,0,0,0,0.000279,0,#NUM!
21,6054_14121,0.044468585,0,0,0.02514195,0.017402634,468.4137178,6.149351918
21,6054_14122,0.06150617,0.008191016,0.029832855,0,0.02488251,2652.99538,7.883444613
21,6054_14123,0.062385425,0,0,0,0.015596356,156.1636834,5.05090471
21,6054_14124,0.0431844,0,0.027479075,0.026732147,0.024348906,0,#NUM!
21,6054_14125,0.012807891,0,0,0,0.003201973,0,#NUM!
21,6054_14126,0.06519764,0.034288198,0.092769615,0.038549595,0.057701262,1449.642032,7.27907193
21,6055_14111,0,0,0,0,0,0,#NUM!
21,6055_14112,0.036132354,0.042713348,0.063922346,0.047898658,0.047666677,5681.716031,8.645008584
21,6055_14113,0,0,0,0,0,0,#NUM!
21,6055_14114,0,0,0.011556044,0,0.002889011,0,#NUM!
21,6055_14115,0.07016986,0.08012845,0.08386497,0.069726914,0.075972549,11054.47423,9.310590533
21,6055_14116,0,0,0,0,0,0,#NUM!
21,6055_14117,0.054765016,0.042659447,0.07735339,0.06919614,0.060993498,2652.095247,7.883105266
21,6055_14118,0.008297838,0,0,0.035742797,0.011010159,0,#NUM!
21,6055_14119,0,0,0,0.01104529,0.002761323,0,#NUM!
21,6055_14120,0,0,0,0.000497006,0.000124251,0,#NUM!
21,6055_14121,0,0,0,0,0,0,#NUM!
21,6055_14122,0,0,0,0,0,0,#NUM!
21,6055_14123,0,0,0,0,0,0,#NUM!
21,6055_14124,0,0,0,0.007374745,0.001843686,0,#NUM!
21,6055_14125,0.001860522,0,0.02777676,0.030005652,0.014910733,0,#NUM!
21,6055_14126,0.002196938,0.006967969,0,0.006707694,0.00396815,0,#NUM!
21,6056_14110,0,0.009485304,0,0,0.002371326,0,#NUM!
21,6056_14111,0.002847262,0,0.03171677,0.033302914,0.016966736,0,#NUM!
21,6056_14112,0.071407124,0.06282803,0.08415808,0.07868752,0.074270189,17359.34004,9.761885971
21,6056_14113,0,0,0.027663387,0.019559983,0.011805843,0,#NUM!
21,6056_14114,0,0,0.004178871,0,0.001044718,468.4279409,6.149382282
21,6056_14115,0.07405549,0.09189145,0.100418404,0.08826457,0.088657479,25815.49814,10.15873029
21,6056_14116,0,0,0.03285498,0,0.008213745,0,#NUM!
21,6056_14117,0,0,0,0.01134726,0.002836815,0,#NUM!
21,6056_14118,0,0,0,0.005159423,0.001289856,0,#NUM!
21,6056_14119,0,0,0,0,0,0,#NUM!
21,6056_14120,0,0,0,0,0,0,#NUM!
21,6056_14121,0,0,0,0,0,0,#NUM!
21,6056_14122,0,0,0,0,0,0,#NUM!
21,6057_14108,0.019035567,0,0,0.033292793,0.01308209,0,#NUM!
21,6057_14109,0,0,0,0,0,0,#NUM!
21,6057_14110,0,0,0,0,0,0,#NUM!
21,6057_14111,0,0,0,0,0,573.5550768,6.351853968
21,6057_14112,0.054929066,0.09737106,0.07664603,0.043742366,0.068172131,9460.847574,9.154917254
21,6057_14113,0,0,0,0,0,0,#NUM!
21,6057_14114,0.03744442,0.066986,0.041863576,0.048998952,0.048823237,6929.73886,8.843577409
21,6057_14115,0,0,0,0,0,2332.804543,7.754826489
21,6057_14116,0,0,0,0,0,0,#NUM!
21,6057_14117,0,0,0,0,0,0,#NUM!
21,6057_14118,0,0.022867974,0,0.044895306,0.01694082,312.2799362,5.743900017
21,6057_14119,0,0,0,0.00183342,0.000458355,0,#NUM!
21,6057_14120,0,0,0,0,0,0,#NUM!
21,6057_14121,0,0,0,0,0,0,#NUM!
21,6058_14107,0,0,0,0,0,0,#NUM!
21,6058_14108,0,0,0,0,0,0,#NUM!
21,6058_14109,0,0,0,0,0,0,#NUM!
21,6058_14110,0.030566756,0,0.047475476,0.032481734,0.027630992,5567.168999,8.624641945
21,6058_14111,0.0774996,0.09835571,0.09783143,0.07986967,0.088389103,4924.367925,8.501951205
21,6058_14112,0.053514007,0.055710953,0.054817867,0.059854705,0.055974383,467.9492076,6.148359759
21,6058_14113,0.013951128,0.007308189,0,0.004353344,0.006403165,764.8690329,6.63970462
21,6058_14114,0.07198532,0.058780238,0.09360558,0.07827936,0.075662625,10501.32425,9.259256647
21,6058_14115,0.024257276,0.002869189,0.028110776,0.04375306,0.024747575,0,#NUM!
21,6058_14116,0,0.011391457,0,0.021360304,0.00818794,0,#NUM!
21,6058_14117,0,0,0,0,0,0,#NUM!
21,6058_14118,0.061985333,0.046181947,0.088300526,0.05568368,0.063037872,8495.940247,9.04734371
21,6058_14119,0,0.031032322,0,0.000477731,0.007877513,0,#NUM!
21,6058_14120,0,0.015260544,0,0,0.003815136,0,#NUM!
21,6058_14121,0,0,0,0.003408492,0.000852123,0,#NUM!
21,6059_14107,0,0,0,0,0,0,#NUM!
21,6059_14108,0.010970552,0.018954128,0.001216374,0.036134787,0.01681896,8020.538662,8.989760863
21,6059_14109,0.08227972,0.115562536,0.07426244,0.08321395,0.088829662,20381.2009,9.92236823
21,6059_14110,0.01872262,0.019534323,0.029137207,0.019466445,0.021715149,5713.668867,8.65061663
