district,y_x,score,
1,6275_13986,0.036631566,
1,6275_13987,0.019299263,
1,6275_13988,0.100078744,
1,6275_13989,0.097411693,
1,6276_13979,0.116302241,
1,6276_13980,0.108286974,
1,6276_13981,0.090234059,
1,6276_13982,0.075205312,
1,6276_13983,0.082196922,
1,6276_13984,0.14131184,
1,6276_13985,0.156199323,
1,6276_13986,0.055645132,
1,6276_13987,0.058168362,
1,6276_13988,0.04653812,
1,6276_13989,0.072051835,
1,6276_13990,0.022517591,
1,6277_13976,0.052870836,
1,6277_13977,0.042309844,
1,6277_13978,0.13028452,
1,6277_13979,0.097003046,
1,6277_13980,0.115449108,
1,6277_13981,0.0697057,
1,6277_13982,0.105915382,
1,6277_13983,0.118843723,
1,6277_13984,0.077584561,
1,6277_13985,0.127502188,
1,6277_13986,0.067955082,
1,6277_13987,0.062846204,
1,6277_13988,0.144414198,
1,6277_13989,0.075002857,
1,6277_13990,0.045050134,
1,6278_13976,0.025279178,
1,6278_13977,0.032671678,
1,6278_13978,0.181815058,
1,6278_13979,0.116221725,
1,6278_13980,0.115416164,
1,6278_13981,0.055324833,
1,6278_13982,0.045130765,
1,6278_13983,0.098808271,
1,6278_13984,0.080624206,
1,6278_13985,0.09034196,
1,6278_13986,0.05380405,
1,6278_13987,0.065716303,
1,6278_13988,0.164542313,
1,6278_13989,0.051797487,
1,6278_13990,0.081133859,
1,6279_13976,0.065610053,
1,6279_13977,0.093370565,
1,6279_13978,0.12663435,
1,6279_13979,0.059371914,
1,6279_13980,0.031934628,
1,6279_13981,0.064601051,
1,6279_13982,0.097745572,
1,6279_13983,0.089361121,
1,6279_13984,0.134830058,
1,6279_13985,0.13271055,
1,6279_13986,0.067716348,
1,6279_13987,0.045091954,
1,6279_13988,0.140572758,
1,6279_13989,0.120775445,
1,6279_13990,0.055910793,
1,6280_13975,0.144933534,
1,6280_13976,0.077893631,
1,6280_13977,0.155764518,
1,6280_13978,0.083152021,
1,6280_13979,0.120760201,
1,6280_13980,0.137548561,
1,6280_13981,0.041448302,
1,6280_13982,0.119832931,
1,6280_13983,0.115860968,
1,6280_13984,0.115117213,
1,6280_13985,0.079028535,
1,6280_13986,0.006058561,
1,6280_13987,0.082238651,
1,6280_13988,0.172391943,
1,6280_13989,0.11520585,
1,6281_13975,0.050754286,
1,6281_13976,0.074216721,
1,6281_13977,0.104000206,
1,6281_13978,0.06988034,
1,6281_13979,0.046380409,
1,6281_13980,0.104143205,
1,6281_13981,0.100537526,
1,6281_13982,0.184296233,
1,6281_13983,0.142034338,
1,6281_13984,0.223069083,
1,6281_13985,0.109180948,
1,6281_13986,0.065101327,
1,6281_13987,0.183797685,
1,6281_13988,0.311606453,
1,6281_13989,0.14341251,
1,6282_13976,0.12741837,
1,6282_13977,0.116210215,
1,6282_13978,0.175593408,
1,6282_13979,0.093493781,
1,6282_13980,0.114552145,
1,6282_13981,0.158265753,
1,6282_13982,0.116718609,
1,6282_13983,0.137107335,
1,6282_13984,0.077569974,
1,6282_13985,0.163152315,
1,6282_13986,0.140251502,
1,6282_13987,0.328390983,
1,6282_13988,0.948673658,
1,6282_13989,0.09889483,
1,6282_13990,0.125760174,
1,6283_13976,0.074288213,
1,6283_13977,0.155919965,
1,6283_13978,0.245713433,
1,6283_13979,0.119365742,
1,6283_13980,0.19071071,
1,6283_13981,0.12366481,
1,6283_13982,0.07925174,
1,6283_13983,0.093900527,
1,6283_13984,0.099175302,
1,6283_13985,0.232001688,
1,6283_13986,0.151944848,
1,6283_13987,0.220361438,
1,6283_13988,0.346768935,
1,6283_13989,0.098417949,
1,6283_13990,0.100476024,
1,6284_13976,0.132975349,
1,6284_13977,0.10741885,
1,6284_13978,0.134125158,
1,6284_13979,0.156633775,
1,6284_13980,0.117419322,
1,6284_13981,0.139944114,
1,6284_13982,0.125241518,
1,6284_13983,0.121594598,
1,6284_13984,0.134848379,
1,6284_13985,0.211904248,
1,6284_13986,0.18427754,
1,6284_13987,0.193960855,
1,6284_13988,0.186694171,
1,6284_13989,0.146967248,
1,6284_13990,0.111634885,
1,6284_13991,0.121313153,
1,6285_13976,0.162152733,
1,6285_13977,0.19155463,
1,6285_13978,0.145607823,
1,6285_13979,0.142800285,
1,6285_13980,0.119410248,
1,6285_13981,0.108937938,
1,6285_13982,0.147965069,
1,6285_13983,0.110310062,
1,6285_13984,0.143416628,
1,6285_13985,0.20786616,
1,6285_13986,0.16853029,
1,6285_13987,0.1740803,
1,6285_13988,0.147439993,
1,6285_13989,0.160151503,
1,6285_13990,0.095631,
1,6285_13991,0.182569453,
1,6285_13992,0.134235844,
1,6285_13993,0.124094375,
1,6286_13975,0.054528326,
1,6286_13976,0.171093968,
1,6286_13977,0.127318308,
1,6286_13978,0.191505255,
1,6286_13979,0.147909453,
1,6286_13980,0.081215798,
1,6286_13981,0.105235457,
1,6286_13982,0.119489646,
1,6286_13983,0.078960531,
1,6286_13984,0.16308183,
1,6286_13985,0.154593845,
1,6286_13986,0.169418999,
1,6286_13987,0.18022595,
1,6286_13988,0.16508824,
1,6286_13989,0.122999943,
1,6286_13990,0.036494305,
1,6287_13974,0.088313656,
1,6287_13975,0.083484757,
1,6287_13976,0.15227499,
1,6287_13977,0.136923553,
1,6287_13978,0.146984868,
1,6287_13979,0.14962468,
1,6287_13980,0.129330991,
1,6287_13981,0.135814303,
1,6287_13982,0.15659937,
1,6287_13983,0.112992129,
1,6287_13984,0.160445858,
1,6287_13985,0.14770908,
1,6287_13986,0.279422755,
1,6287_13987,0.16300695,
1,6287_13988,0.124246359,
1,6287_13989,0.14330648,
1,6288_13974,0.151467303,
1,6288_13975,0.152621273,
1,6288_13976,0.156117045,
1,6288_13977,0.144493093,
1,6288_13978,0.131696965,
1,6288_13979,0.12514099,
1,6288_13980,0.148817715,
1,6288_13981,0.149875849,
1,6288_13982,0.173915458,
1,6288_13983,0.161824118,
1,6288_13984,0.152497343,
1,6288_13985,0.224163603,
1,6288_13986,0.200809598,
1,6289_13975,0.128577449,
1,6289_13976,0.120357129,
1,6289_13977,0.13998342,
1,6289_13978,0.095127787,
1,6289_13979,0.020621214,
1,6289_13980,0.082430941,
1,6289_13981,0.145412448,
1,6289_13982,0.1827422,
1,6289_13983,0.202201533,
1,6289_13984,0.195051795,
1,6289_13985,0.234643528,
1,6290_13977,0.118477794,
1,6290_13984,0.221657543,
1,6290_13985,0.1925198,
2,6287_13990,0.056237332,
2,6287_13991,0.153077335,
2,6287_13992,0.093591708,
2,6288_13987,0.186772805,
2,6288_13988,0.143165803,
2,6288_13989,0.150317243,
2,6288_13990,0.092873747,
2,6288_13991,0.15180623,
2,6288_13992,0.135121178,
2,6289_13987,0.164593593,
2,6289_13988,0.177173405,
2,6289_13989,0.190038628,
2,6289_13990,0.125699328,
2,6289_13991,0.15945341,
2,6290_13974,0.147563398,
2,6290_13975,0.096788749,
2,6290_13979,0.074101361,
2,6290_13982,0.215563064,
2,6290_13983,0.162681595,
2,6290_13986,0.163493128,
2,6290_13987,0.094061755,
2,6290_13988,0.151369529,
2,6290_13989,0.128529186,
2,6290_13990,0.211809383,
2,6290_13991,0.157900013,
2,6291_13974,0.112064425,
2,6291_13975,0.161178303,
2,6291_13976,0.107085335,
2,6291_13977,0.16223832,
2,6291_13978,0.1049153,
2,6291_13979,0.109848798,
2,6291_13980,0.173830855,
2,6291_13981,0.1802411,
2,6291_13982,0.212087613,
2,6291_13983,0.201492655,
2,6291_13984,0.209155735,
2,6291_13985,0.227785965,
2,6291_13986,0.162984458,
2,6291_13987,0.20375304,
2,6291_13988,0.146272304,
2,6291_13989,0.047863534,
2,6291_13990,0.20022576,
2,6291_13991,0.154810718,
2,6291_13992,0.080987106,
2,6292_13974,0.099211013,
2,6292_13975,0.101589665,
2,6292_13976,0.186275013,
2,6292_13977,0.100137783,
2,6292_13978,0.088541724,
2,6292_13979,0.15042609,
2,6292_13980,0.170090273,
2,6292_13981,0.185699925,
2,6292_13982,0.242067848,
2,6292_13983,0.23717155,
2,6292_13984,0.258991063,
2,6292_13985,0.197592329,
2,6292_13986,0.213223423,
2,6292_13987,0.149514158,
2,6292_13988,0.129199908,
2,6292_13989,0.159810194,
2,6292_13990,0.162883343,
2,6292_13991,0.156437366,
2,6292_13992,0.125101999,
2,6292_13993,0.147869813,
2,6293_13974,0.138399099,
2,6293_13975,0.122496995,
2,6293_13976,0.109890827,
2,6293_13977,0.21003415,
2,6293_13978,0.160374925,
2,6293_13979,0.140193643,
2,6293_13980,0.23001978,
2,6293_13981,0.18537892,
2,6293_13982,0.198797838,
2,6293_13983,0.33192163,
2,6293_13984,0.244213293,
2,6293_13985,0.215893578,
2,6293_13986,0.272863455,
2,6293_13987,0.27976778,
2,6293_13988,0.142450963,
2,6293_13989,0.192769547,
2,6293_13990,0.224287638,
2,6293_13991,0.12327089,
2,6293_13992,0.092175509,
2,6293_13993,0.16788542,
2,6293_13994,0.166833078,
2,6294_13974,0.145060243,
2,6294_13975,0.142976915,
2,6294_13976,0.170624013,
2,6294_13977,0.143522718,
2,6294_13978,0.133514983,
2,6294_13979,0.125316393,
2,6294_13980,0.164259997,
2,6294_13981,0.213833574,
2,6294_13982,0.218078394,
2,6294_13983,0.24224219,
2,6294_13984,0.270353375,
2,6294_13985,0.24338979,
2,6294_13986,0.23080387,
2,6294_13987,0.23205869,
2,6294_13988,0.251449638,
2,6294_13989,0.142391363,
2,6294_13990,0.167988428,
2,6294_13991,0.116855045,
2,6294_13992,0.106043399,
2,6294_13993,0.127655901,
2,6294_13994,0.15809354,
2,6295_13974,0.235596143,
2,6295_13975,0.18957545,
2,6295_13976,0.130834743,
2,6295_13977,0.129990063,
2,6295_13978,0.152400975,
2,6295_13979,0.190014088,
2,6295_13980,0.085821931,
2,6295_13981,0.168697685,
2,6295_13982,0.115619648,
2,6295_13983,0.189156791,
2,6295_13984,0.37165985,
2,6295_13985,0.32086347,
2,6295_13986,0.155213638,
2,6295_13987,0.25162064,
2,6295_13988,0.16465449,
2,6295_13989,0.151552584,
2,6295_13990,0.166916583,
2,6295_13991,0.133415663,
2,6295_13992,0.175642475,
2,6295_13993,0.146579293,
2,6295_13994,0.156972583,
2,6295_13995,0.122857998,
2,6296_13975,0.154009901,
2,6296_13976,0.097779383,
2,6296_13980,0.129331999,
2,6296_13981,0.174203039,
2,6296_13982,0.14568549,
2,6296_13983,0.2202504,
2,6296_13984,0.201047788,
2,6296_13985,0.210361225,
2,6296_13986,0.178078034,
2,6296_13987,0.214986866,
2,6296_13988,0.202840495,
2,6296_13989,0.21249093,
2,6296_13990,0.177665193,
2,6296_13991,0.171971335,
2,6296_13992,0.118468884,
2,6296_13993,0.160738205,
2,6296_13994,0.190463433,
2,6296_13995,0.133002068,
2,6296_13996,0.152734195,
2,6297_13981,0.212448783,
2,6297_13982,0.138724368,
2,6297_13983,0.182450935,
2,6297_13984,0.222654553,
2,6297_13985,0.226256745,
2,6297_13986,0.201270393,
2,6297_13987,0.160580273,
2,6297_13988,0.191455023,
2,6297_13989,0.237449783,
2,6297_13990,0.13163627,
2,6297_13991,0.101473042,
2,6297_13992,0.154747442,
2,6297_13993,0.114563405,
2,6297_13994,0.157162138,
2,6297_13995,0.186417225,
2,6297_13996,0.119237481,
2,6298_13983,0.177904275,
2,6298_13984,0.191670445,
2,6298_13985,0.157121603,
2,6298_13986,0.158024395,
2,6298_13987,0.149156473,
2,6298_13988,0.341453955,
2,6298_13989,0.229763933,
2,6298_13990,0.175348893,
2,6298_13991,0.165512738,
2,6298_13992,0.18471814,
2,6298_13993,0.160652015,
2,6298_13994,0.185442485,
2,6298_13995,0.141998765,
2,6298_13996,0.165652263,
2,6299_13984,0.189952178,
2,6299_13985,0.243197378,
2,6299_13986,0.11470945,
2,6299_13987,0.132127995,
2,6299_13988,0.171314853,
2,6299_13989,0.167190448,
2,6299_13990,0.147687494,
2,6299_13991,0.173985393,
2,6299_13992,0.169166098,
2,6299_13993,0.166384118,
2,6299_13994,0.151749525,
2,6299_13995,0.17819785,
2,6300_13985,0.1380753,
2,6300_13986,0.132897115,
2,6300_13987,0.11956076,
2,6300_13991,0.149496866,
2,6300_13992,0.13597399,
2,6300_13993,0.123302464,
2,6300_13994,0.163011263,
2,6300_13995,0.163283673,
2,6301_13993,0.130446305,
2,6301_13994,0.113860478,
2,6301_13995,0.153628703,
3,6286_13993,0.111535219,
3,6286_13994,0.107987138,
3,6286_13995,0.098410025,
3,6287_13993,0.159271035,
3,6287_13994,0.115567875,
3,6287_13995,0.121496213,
3,6287_13996,0.115265987,
3,6287_13997,0.123568281,
3,6288_13993,0.108578607,
3,6288_13994,0.098631483,
3,6288_13995,0.132141676,
3,6288_13996,0.133229715,
3,6288_13997,0.114177906,
3,6288_13998,0.069282556,
3,6289_13993,0.1335071,
3,6289_13994,0.16709289,
3,6289_13995,0.114048331,
3,6289_13996,0.156185688,
3,6289_13997,0.12962235,
3,6289_13998,0.054166303,
3,6289_13999,0.042815587,
3,6289_14000,0.088234374,
3,6289_14001,0.188080815,
3,6290_13993,0.100514629,
3,6290_13994,0.156277865,
3,6290_13995,0.135694969,
3,6290_13996,0.088216991,
3,6290_13997,0.07818089,
3,6290_13998,0.122698821,
3,6290_13999,0.118172835,
3,6290_14000,0.160986368,
3,6290_14001,0.191165023,
3,6290_14002,0.161272925,
3,6291_13993,0.105758809,
3,6291_13994,0.097699535,
3,6291_13995,0.166916855,
3,6291_13996,0.118500915,
3,6291_13997,0.136676904,
3,6291_13998,0.150065983,
3,6291_13999,0.177271823,
3,6291_14000,0.126541713,
3,6291_14001,0.152241905,
3,6291_14002,0.18861932,
3,6291_14003,0.134036303,
3,6291_14004,0.1404949,
3,6291_14005,0.14220956,
3,6291_14006,0.14785215,
3,6291_14007,0.201000043,
3,6292_13995,0.155438483,
3,6292_13996,0.14796229,
3,6292_13997,0.198322983,
3,6292_13998,0.120027539,
3,6292_13999,0.178336475,
3,6292_14000,0.16714991,
3,6292_14001,0.17414303,
3,6292_14002,0.15058667,
3,6292_14003,0.148370513,
3,6292_14004,0.15571865,
3,6292_14005,0.157143225,
3,6292_14006,0.128244625,
3,6293_13996,0.128608103,
3,6293_13997,0.15371734,
3,6293_13998,0.144376535,
3,6293_13999,0.15427003,
3,6293_14000,0.159149839,
3,6293_14001,0.190287088,
3,6293_14002,0.16561892,
3,6293_14003,0.138425978,
3,6293_14004,0.15492869,
3,6293_14005,0.133006428,
3,6293_14006,0.136547865,
3,6294_13996,0.114394413,
3,6294_13997,0.16663278,
3,6294_13998,0.20773765,
3,6294_13999,0.149203748,
3,6294_14000,0.179553165,
3,6294_14001,0.149606748,
3,6294_14002,0.118944805,
3,6294_14003,0.152820848,
3,6294_14004,0.12874447,
3,6294_14005,0.148696703,
3,6294_14006,0.178158478,
3,6295_13996,0.19489661,
3,6295_13997,0.146972235,
3,6295_13998,0.183394638,
3,6295_13999,0.25279266,
3,6295_14000,0.213717058,
3,6295_14001,0.142068729,
3,6295_14002,0.122204308,
3,6295_14003,0.118269927,
3,6295_14004,0.129669585,
3,6295_14005,0.109862354,
3,6295_14006,0.137831083,
3,6295_14007,0.195251783,
3,6296_13997,0.156680598,
3,6296_13998,0.158751495,
3,6296_13999,0.133618654,
3,6296_14000,0.140804785,
3,6296_14001,0.176377295,
3,6296_14002,0.15740221,
3,6296_14003,0.170189575,
3,6296_14004,0.157960288,
3,6296_14005,0.146609671,
3,6296_14006,0.092663277,
3,6296_14007,0.131890716,
3,6297_13998,0.136483775,
3,6297_13999,0.101355429,
3,6297_14000,0.1356418,
3,6297_14001,0.154994175,
3,6297_14002,0.121176129,
3,6297_14003,0.175004389,
3,6297_14004,0.135574908,
3,6297_14005,0.134339783,
3,6297_14006,0.149286335,
3,6297_14007,0.141919901,
3,6297_14008,0.060095393,
3,6298_13997,0.122188264,
3,6298_13998,0.150412123,
3,6298_13999,0.157122625,
3,6298_14000,0.207278725,
3,6298_14001,0.18551161,
3,6298_14002,0.16489597,
3,6298_14003,0.150647171,
3,6298_14004,0.103766404,
3,6298_14005,0.159721975,
3,6298_14006,0.159631038,
3,6298_14007,0.127722941,
3,6298_14008,0.081584861,
3,6299_13997,0.119931787,
3,6299_13998,0.14064009,
3,6299_13999,0.155642642,
3,6299_14000,0.179977268,
3,6299_14001,0.172888294,
3,6299_14002,0.138625695,
3,6299_14003,0.133658153,
3,6299_14004,0.137625925,
3,6299_14005,0.104873724,
3,6299_14006,0.098792706,
3,6299_14007,0.116883493,
3,6299_14008,0.117552128,
3,6299_14009,0.143748484,
3,6300_14000,0.146364828,
3,6300_14001,0.111308878,
3,6300_14008,0.114793485,
3,6300_14009,0.127654513,
3,6300_14010,0.128601993,
4,6272_14006,0.149635323,
4,6272_14007,0.138689058,
4,6273_14006,0.20186812,
4,6273_14007,0.16211385,
4,6274_14006,0.148795891,
4,6274_14007,0.164566035,
4,6275_14005,0.094151961,
4,6275_14006,0.139338814,
4,6275_14007,0.138705258,
4,6276_14005,0.117230814,
4,6277_14005,0.157381355,
4,6278_14005,0.197947333,
4,6279_14004,0.299235433,
4,6279_14005,0.229483723,
4,6279_14006,0.150998948,
4,6280_14004,0.238377348,
4,6280_14005,0.142194303,
4,6280_14006,0.142085043,
4,6280_14007,0.157193415,
4,6281_14004,0.443475213,
4,6281_14005,0.157674473,
4,6281_14006,0.125108804,
4,6281_14007,0.070162738,
4,6281_14008,0.158075704,
4,6281_14009,0.176222685,
4,6281_14010,0.133476734,
4,6282_14003,0.19179242,
4,6282_14004,0.50675473,
4,6282_14005,0.175673828,
4,6282_14006,0.202693055,
4,6282_14007,0.163845095,
4,6282_14008,0.180762078,
4,6282_14009,0.163706473,
4,6282_14010,0.189975725,
4,6283_14002,0.153797726,
4,6283_14003,0.212052293,
4,6283_14004,0.185432395,
4,6283_14005,0.14666995,
4,6283_14006,0.143039074,
4,6283_14007,0.099390045,
4,6283_14008,0.164280438,
4,6283_14009,0.18008844,
4,6283_14010,0.105137928,
4,6284_14000,0.152326678,
4,6284_14001,0.170664285,
4,6284_14002,0.16642859,
4,6284_14003,0.21103394,
4,6284_14004,0.176888445,
4,6284_14005,0.151176395,
4,6284_14006,0.129949199,
4,6284_14007,0.16963587,
4,6284_14008,0.228468045,
4,6284_14009,0.153205555,
4,6284_14010,0.129148931,
4,6284_14011,0.114647239,
4,6284_14012,0.138970524,
4,6284_14013,0.142361525,
4,6285_13998,0.090540964,
4,6285_13999,0.042746772,
4,6285_14000,0.092997683,
4,6285_14001,0.138242375,
4,6285_14002,0.18834308,
4,6285_14003,0.226810908,
4,6285_14004,0.20771734,
4,6285_14005,0.150648025,
4,6285_14006,0.175359888,
4,6285_14007,0.170017308,
4,6285_14008,0.136272933,
4,6285_14009,0.186648888,
4,6285_14010,0.14881293,
4,6285_14011,0.134861488,
4,6285_14012,0.164146018,
4,6285_14013,0.111303965,
4,6285_14014,0.080054961,
4,6286_13998,0.114340634,
4,6286_13999,0.024937879,
4,6286_14000,0.101920431,
4,6286_14001,0.167968398,
4,6286_14002,0.292137958,
4,6286_14003,0.26839008,
4,6286_14004,0.192704165,
4,6286_14005,0.157195613,
4,6286_14006,0.213005165,
4,6286_14007,0.165704813,
4,6286_14008,0.139029283,
4,6286_14009,0.136164315,
4,6286_14010,0.189669693,
4,6286_14011,0.140281678,
4,6286_14012,0.165430755,
4,6286_14013,0.18597698,
4,6286_14014,0.108780174,
4,6287_13999,0.102526872,
4,6287_14000,0.13609981,
4,6287_14001,0.141887175,
4,6287_14002,0.252882013,
4,6287_14003,0.237257853,
4,6287_14004,0.194932423,
4,6287_14005,0.17146223,
4,6287_14006,0.154172428,
4,6287_14007,0.13587291,
4,6287_14008,0.175067595,
4,6287_14009,0.202351615,
4,6287_14010,0.121674831,
4,6287_14011,0.128716525,
4,6287_14012,0.155356153,
4,6287_14013,0.102850238,
4,6288_14001,0.169708938,
4,6288_14002,0.235779863,
4,6288_14003,0.208492848,
4,6288_14004,0.143490995,
4,6288_14005,0.12065695,
4,6288_14006,0.1221896,
4,6288_14007,0.136870166,
4,6288_14008,0.061438014,
4,6288_14009,0.123723875,
4,6288_14010,0.189734375,
4,6288_14011,0.132741988,
4,6288_14012,0.116663307,
4,6289_14002,0.173211553,
4,6289_14003,0.186829323,
4,6289_14004,0.157699368,
4,6289_14005,0.148049549,
4,6289_14006,0.137844428,
4,6289_14007,0.127376128,
4,6289_14008,0.135781695,
4,6289_14009,0.138617475,
4,6289_14010,0.138322655,
4,6289_14011,0.075824104,
5,6268_14003,0.146938218,
5,6268_14004,0.09875943,
5,6268_14005,0.07572233,
5,6269_13997,0.109206861,
5,6269_13998,0.123093366,
5,6269_13999,0.152812433,
5,6269_14000,0.164320893,
5,6269_14001,0.138179718,
5,6269_14002,0.05031101,
5,6269_14003,0.153495243,
5,6269_14004,0.023687924,
5,6269_14005,0.036070066,
5,6269_14006,0.108499905,
5,6269_14007,0.08416685,
5,6270_13997,0.093121951,
5,6270_13998,0.128412547,
5,6270_13999,0.088850003,
5,6270_14000,0.081073813,
5,6270_14001,0.040801059,
5,6270_14002,0.114324429,
5,6270_14003,0.118477978,
5,6270_14004,0.110757054,
5,6270_14005,0.06109129,
5,6270_14006,0.093467966,
5,6270_14007,0.080189519,
5,6271_13996,0.050475957,
5,6271_13997,0.077963536,
5,6271_13998,0.133109359,
5,6271_13999,0.036694256,
5,6271_14000,0.050839905,
5,6271_14001,0.053999875,
5,6271_14002,0.156915528,
5,6271_14003,0.066141209,
5,6271_14004,0.129512705,
5,6271_14005,0.191716353,
5,6272_13995,0.10751348,
5,6272_13996,0.131409477,
5,6272_13997,0.041995273,
5,6272_13998,0.098112025,
5,6272_13999,0.09693511,
5,6272_14000,0.068536625,
5,6272_14001,0.063424758,
5,6272_14002,0.170677053,
5,6272_14003,0.140494858,
5,6272_14004,0.148573258,
5,6273_13992,0.075167599,
5,6273_13993,0.119745598,
5,6273_13994,0.130921489,
5,6273_13995,0.150473666,
5,6273_13996,0.118844874,
5,6273_13997,0.047344633,
5,6273_13998,0.139158583,
5,6273_13999,0.042733833,
5,6273_14000,0.101299943,
5,6273_14001,0.193188063,
5,6273_14002,0.157527443,
5,6273_14003,0.147598618,
5,6273_14004,0.116380362,
5,6274_13991,0.115877517,
5,6274_13992,0.135433203,
5,6274_13993,0.081472011,
5,6274_13994,0.103042942,
5,6274_13995,0.146158198,
5,6274_13996,0.170211458,
5,6274_13997,0.086472402,
5,6274_13998,0.15559205,
5,6274_13999,0.128969475,
5,6274_14000,0.167311325,
5,6274_14001,0.156205215,
5,6274_14002,0.079063146,
5,6274_14003,0.090936967,
5,6274_14004,0.087209663,
5,6275_13991,0.097444183,
5,6275_13992,0.131177255,
5,6275_13993,0.154253248,
5,6275_13994,0.126144372,
5,6275_13995,0.133092913,
5,6275_13996,0.169948383,
5,6275_13997,0.144414948,
5,6275_13998,0.115274261,
5,6275_13999,0.199898408,
5,6275_14000,0.156567823,
5,6275_14001,0.168476088,
5,6275_14002,0.129400558,
5,6275_14003,0.132853365,
5,6275_14004,0.114381921,
5,6276_13991,0.106912052,
5,6276_13992,0.022385975,
5,6276_13993,0.066475441,
5,6276_13994,0.15929612,
5,6276_13995,0.173184293,
5,6276_13996,0.154086033,
5,6276_13997,0.207785763,
5,6276_13998,0.121667939,
5,6276_13999,0.15758525,
5,6276_14000,0.158742495,
5,6276_14001,0.172881255,
5,6276_14002,0.182433803,
5,6276_14003,0.133052624,
5,6277_13992,0.014343078,
5,6277_13993,0.119881407,
