,y_x,year,score
89,6227_13974,2016,-1.3746485
90,6227_13975,2016,-3.3330038
91,6227_13976,2016,-0.48830003
92,6227_13977,2016,-4.3568745
93,6227_13978,2016,-4.937725
94,6227_13979,2016,-6.8867426
95,6227_13980,2016,-2.7786617
96,6227_13981,2016,-1.4482194
97,6227_13982,2016,-0.30881035
98,6227_13983,2016,-3.987626
99,6227_13984,2016,-0.88921744
100,6227_13985,2016,-0.82109207
101,6227_13986,2016,-2.0515974
102,6227_13987,2016,-9.830221
103,6227_13992,2016,-0.97729313
104,6227_13993,2016,-0.76350015
105,6227_13995,2016,-2.672198
106,6227_13996,2016,-0.346513
107,6228_13971,2016,-2.483731
108,6228_13972,2016,-3.7881393
109,6228_13973,2016,-4.133074
110,6228_13974,2016,-4.107019
111,6228_13975,2016,-4.653417
112,6228_13976,2016,-3.0032947
113,6228_13977,2016,-3.579869
114,6228_13978,2016,-2.3336637
115,6228_13979,2016,-2.5376554
116,6228_13980,2016,-0.5390035
117,6228_13981,2016,-3.6289873
118,6228_13982,2016,-0.8295827
119,6228_13983,2016,-4.0443463
120,6228_13984,2016,-1.324253
121,6228_13985,2016,-0.8021981
122,6228_13986,2016,-0.26606092
123,6228_13987,2016,-3.681149
124,6228_13988,2016,-5.29351
125,6228_13989,2016,-5.407462
126,6228_13990,2016,-1.7514386
127,6228_13991,2016,-0.2631219
128,6224_13981,2016,-1.5233072
129,6224_13982,2016,-1.5401242
130,6224_13983,2016,-3.5740633
131,6232_13994,2016,-4.114821
132,6233_13984,2016,-1.0636234
133,6233_13985,2016,-0.81636876
134,6233_13986,2016,-0.42332393
135,6233_13987,2016,-0.044410698
136,6233_13988,2016,-0.07866793
137,6233_13989,2016,-1.111573
138,6233_13990,2016,-0.4766437
139,6233_13991,2016,-3.5853627
140,6233_13992,2016,-3.965316
141,6233_13993,2016,-4.8839574
142,6233_13994,2016,-0.58598655
143,6234_13985,2016,-0.05729551
144,6234_13986,2016,-0.34675613
145,6234_13987,2016,-0.5796631
146,6234_13988,2016,-0.1606751
147,6234_13989,2016,-0.1221361
148,6234_13990,2016,-0.19913141
149,6234_13991,2016,-1.0498885
150,6234_13992,2016,-7.1575694
151,6234_13993,2016,-4.943071
152,6234_13994,2016,-1.0348891
153,6235_13986,2016,-0.030237978
154,6235_13987,2016,-0.15050742
155,6235_13988,2016,-0.7167653
156,6235_13989,2016,-0.25363913
157,6235_13990,2016,-0.054700248
158,6235_13991,2016,-0.1710505
159,6235_13992,2016,-2.2694223
160,6235_13993,2016,-0.44994166
161,6235_13994,2016,-2.4322755
162,6236_13987,2016,-0.16245407
163,6236_13988,2016,-0.18301927
164,6236_13989,2016,-0.09272578
165,6236_13990,2016,-0.3693363
166,6236_13991,2016,-0.111612946
167,6236_13992,2016,-0.66982806
168,6236_13993,2016,-0.5682282
169,6236_13994,2016,-0.17536451
170,6236_13995,2016,-1.454969
171,6237_13992,2016,-0.25607803
172,6237_13993,2016,-0.21617977
173,6237_13994,2016,-0.2719459
174,6240_13996,2016,-0.6506864
175,6241_13996,2016,-2.969581
176,6242_13996,2016,-0.46924803
177,6243_13996,2016,-0.6030336
178,6231_13984,2016,-1.9584801
179,6231_13985,2016,-0.17917404
180,6231_13986,2016,-0.08762925
181,6231_13987,2016,-0.1464745
182,6231_13988,2016,-0.8422517
183,6231_13989,2016,-0.20862667
184,6231_13990,2016,-0.2850186
185,6231_13991,2016,-1.2974825
186,6231_13992,2016,-2.8968902
187,6231_13993,2016,-1.3128332
188,6231_13994,2016,-0.3577428
189,6232_13974,2016,-8.541684
190,6232_13975,2016,-8.642029
191,6232_13983,2016,-0.68493676
192,6232_13984,2016,-0.4000737
193,6232_13985,2016,-0.08014392
194,6232_13986,2016,-0.38418803
195,6232_13987,2016,-0.30035552
196,6232_13988,2016,-0.40548438
197,6232_13989,2016,-0.2085599
198,6232_13990,2016,-0.9714897
199,6232_13991,2016,-1.4038302
200,6232_13992,2016,-7.215788
201,6232_13993,2016,-4.197887
202,6295_14000,2016,-1.9518219
203,6295_14001,2016,-2.0511367
204,6295_14002,2016,-3.2214043
205,6295_14003,2016,-2.8973258
206,6295_14004,2016,-1.7467475
207,6295_14005,2016,-7.4056444
208,6295_14006,2016,-4.349963
209,6295_14007,2016,-1.4819723
210,6296_13997,2016,-1.240737
211,6296_13998,2016,-1.2370108
212,6296_13999,2016,-2.8713386
213,6296_14000,2016,-3.103745
214,6296_14001,2016,-1.9078826
215,6296_14002,2016,-2.9828928
216,6296_14003,2016,-1.5885872
217,6296_14004,2016,-3.0852082
218,6296_14005,2016,-5.0658793
219,6296_14006,2016,-3.2770104
220,6296_14007,2016,-0.8167317
221,6297_13998,2016,-7.465311
222,6297_13999,2016,-3.1669552
223,6297_14000,2016,-1.4698974
224,6297_14001,2016,-1.8834214
225,6297_14002,2016,-5.7186112
226,6297_14003,2016,-2.2616038
227,6297_14004,2016,-4.0200343
228,6297_14005,2016,-6.4945936
229,6297_14006,2016,-3.5707462
230,6297_14007,2016,-4.112095
231,6297_14008,2016,-4.2249494
232,6298_13997,2016,-3.324736
233,6298_13998,2016,-4.391235
234,6298_13999,2016,-1.3260218
235,6298_14000,2016,-0.8076845
236,6298_14001,2016,-0.49556908
237,6298_14002,2016,-0.5101821
238,6298_14003,2016,-3.1695056
239,6298_14004,2016,-4.69895
240,6298_14005,2016,-2.1106646
241,6298_14006,2016,-1.7700408
242,6298_14007,2016,-1.6329147
243,6298_14008,2016,-7.0633783
244,6299_13997,2016,-3.5644994
245,6299_13998,2016,-3.2454817
246,6299_13999,2016,-2.830135
247,6299_14000,2016,-5.5479
248,6299_14001,2016,-3.9258018
249,6299_14002,2016,-1.6901138
250,6299_14003,2016,-4.042444
251,6299_14004,2016,-2.729226
252,6299_14005,2016,-2.2019014
253,6299_14006,2016,-4.2618313
254,6299_14007,2016,-3.2090552
255,6299_14008,2016,-4.474151
256,6299_14009,2016,-8.486925
257,6300_14000,2016,-5.445841
258,6300_14001,2016,-3.8624775
259,6300_14008,2016,-4.7686615
260,6300_14009,2016,-4.3537617
261,6300_14010,2016,-4.544925
262,6289_14001,2016,-1.8535129
263,6290_13993,2016,-3.1602447
264,6290_13994,2016,-0.9337639
265,6290_13995,2016,-2.3791773
266,6290_13996,2016,-2.9893322
267,6290_13997,2016,-3.5533237
268,6290_13998,2016,-1.1510483
269,6290_13999,2016,-3.3482337
270,6290_14000,2016,-3.8678284
271,6290_14001,2016,-1.1449387
272,6290_14002,2016,-0.91018504
273,6291_13993,2016,-1.1718422
274,6291_13994,2016,-1.7251774
275,6291_13995,2016,-0.6413334
276,6291_13996,2016,-2.6192667
277,6291_13997,2016,-1.3723135
278,6291_13998,2016,-2.3468492
279,6291_13999,2016,-0.2119082
280,6291_14000,2016,-4.082652
281,6291_14001,2016,-0.21222235
282,6291_14002,2016,-0.4708517
283,6291_14003,2016,-2.0183237
284,6291_14004,2016,-0.67730063
285,6291_14005,2016,-2.2648726
286,6291_14006,2016,-1.1152575
287,6291_14007,2016,-0.19398455
288,6292_13995,2016,-4.9337764
289,6292_13996,2016,-1.3571082
290,6292_13997,2016,-0.44987
291,6292_13998,2016,-1.3985293
292,6292_13999,2016,-0.7238546
293,6292_14000,2016,-4.0541945
294,6292_14001,2016,-0.94141763
295,6292_14002,2016,-0.9426808
296,6292_14003,2016,-2.6474507
297,6292_14004,2016,-2.1612403
298,6292_14005,2016,-3.4099834
299,6292_14006,2016,-2.8921463
300,6293_13996,2016,-2.1826084
301,6293_13997,2016,-2.0951078
302,6293_13998,2016,-1.3093972
303,6293_13999,2016,-2.2362995
304,6293_14000,2016,-3.1679924
305,6293_14001,2016,-1.5270312
306,6293_14002,2016,-2.689483
307,6293_14003,2016,-1.030751
308,6293_14004,2016,-4.0091295
309,6293_14005,2016,-5.6463823
310,6293_14006,2016,-2.5789912
311,6294_13996,2016,-4.0640097
312,6294_13997,2016,-4.3452153
313,6294_13998,2016,-0.36068514
314,6294_13999,2016,-1.7670178
315,6294_14000,2016,-1.3246657
316,6294_14001,2016,-1.4390186
317,6294_14002,2016,-0.995074
318,6294_14003,2016,-1.0593414
319,6294_14004,2016,-1.8015815
320,6294_14005,2016,-1.9264883
321,6294_14006,2016,-1.419009
322,6295_13996,2016,-1.8525381
323,6295_13997,2016,-0.42185408
324,6295_13998,2016,-0.25742748
325,6295_13999,2016,-0.42715818
326,6286_13993,2016,-4.3446236
327,6286_13994,2016,-3.320554
328,6286_13995,2016,-1.3344793
329,6287_13993,2016,-3.0841532
330,6287_13994,2016,-4.7915606
331,6287_13995,2016,-4.326735
332,6287_13996,2016,-1.4239765
333,6287_13997,2016,-2.973052
334,6288_13993,2016,-3.344826
335,6288_13994,2016,-6.0691257
336,6288_13995,2016,-3.3038921
337,6288_13996,2016,-1.3599153
338,6288_13997,2016,-3.113603
339,6288_13998,2016,-2.5501184
340,6289_13993,2016,-1.3724635
341,6289_13994,2016,-0.9248454
342,6289_13995,2016,-3.516916
343,6289_13996,2016,-0.8515843
344,6289_13997,2016,-2.650876
345,6289_13998,2016,-4.449878
346,6289_13999,2016,-3.3500113
347,6289_14000,2016,-4.7028255
348,6110_14078,2016,-1.5277508
349,6110_14079,2016,-2.4718223
350,6110_14080,2016,-1.7143701
351,6110_14081,2016,-1.5941931
352,6110_14082,2016,-0.29813883
353,6110_14083,2016,-0.2672067
354,6110_14084,2016,-0.3005233
355,6110_14085,2016,-0.41829574
356,6110_14086,2016,-0.47438398
357,6110_14087,2016,-4.1390834
358,6110_14088,2016,-0.3856168
359,6110_14089,2016,-2.2752593
360,6110_14090,2016,-0.954789
361,6110_14091,2016,-0.5322468
362,6111_14072,2016,-0.53677714
363,6111_14073,2016,-1.1118503
364,6111_14074,2016,-0.52965534
365,6111_14075,2016,-0.46811423
366,6111_14076,2016,-2.226693
367,6111_14077,2016,-0.6240288
368,6111_14078,2016,-11.020807
369,6111_14080,2016,-7.959777
370,6111_14081,2016,-2.237795
371,6111_14090,2016,-1.0096796
372,6111_14091,2016,-2.1231422
373,6112_14072,2016,-0.9689904
374,6112_14073,2016,-0.20511536
375,6112_14074,2016,-0.0056916326
376,6112_14075,2016,-0.13335288
377,6112_14076,2016,-0.7101043
378,6112_14077,2016,-1.522971
379,6113_14072,2016,-0.5451666
380,6113_14073,2016,-0.16121525
381,6113_14074,2016,-0.31701303
382,6113_14075,2016,-0.38371488
383,6113_14076,2016,-0.7582747
384,6113_14077,2016,-0.45734426
385,6114_14074,2016,-1.8267635
386,6114_14075,2016,-3.598077
387,6114_14076,2016,-4.520026
388,6114_14077,2016,-0.36448383
389,6106_14090,2016,-0.5520503
390,6106_14091,2016,-0.34457755
391,6106_14092,2016,-0.12778191
392,6107_14075,2016,-0.69149274
393,6107_14076,2016,-2.2352097
394,6107_14077,2016,-2.3783207
395,6107_14078,2016,-5.320005
396,6107_14079,2016,-1.2565176
397,6107_14080,2016,-7.178389
398,6107_14081,2016,-0.18974897
399,6107_14082,2016,-4.8382015
400,6107_14083,2016,-5.094628
401,6107_14084,2016,-0.9514757
402,6107_14085,2016,-0.99827117
403,6107_14086,2016,-0.4266504
404,6107_14087,2016,-0.6115475
405,6107_14088,2016,-0.21032776
406,6107_14089,2016,-0.33205107
407,6107_14090,2016,0.0129885785
408,6107_14091,2016,-0.1784688
409,6107_14092,2016,-0.22372486
410,6108_14074,2016,-2.7676334
411,6108_14075,2016,-0.08413859
412,6108_14076,2016,-0.9731219
413,6108_14077,2016,-1.7049936
414,6108_14078,2016,-2.5642104
415,6108_14079,2016,-0.8676631
416,6108_14080,2016,-0.23144186
417,6108_14081,2016,-1.9282656
418,6108_14082,2016,-0.5555224
419,6108_14083,2016,-5.8654704
420,6108_14084,2016,-0.47285074
421,6108_14085,2016,-2.0177321
422,6108_14086,2016,-2.0416298
423,6108_14087,2016,-1.0929749
424,6108_14088,2016,-1.4263351
425,6108_14089,2016,-0.46214804
426,6108_14090,2016,-0.09952667
427,6108_14091,2016,-0.06403576
428,6108_14092,2016,-0.43258825
429,6109_14073,2016,-0.75583977
430,6109_14074,2016,-0.5954241
431,6109_14075,2016,-0.2613761
432,6109_14076,2016,-0.40920913
433,6109_14077,2016,-3.7895694
434,6109_14078,2016,-4.205625
435,6109_14079,2016,-0.6430263
436,6109_14080,2016,-0.19869207
437,6109_14081,2016,-0.74164444
438,6109_14082,2016,-0.65578014
439,6109_14083,2016,-0.64495283
440,6109_14084,2016,-0.4439685
441,6109_14085,2016,-1.0607282
442,6109_14086,2016,-1.1830674
443,6109_14087,2016,-0.29907936
444,6109_14088,2016,-0.1636056
445,6109_14089,2016,-0.028719902
446,6109_14090,2016,-0.8808638
447,6109_14091,2016,-0.17813505
448,6110_14073,2016,-0.77694464
449,6110_14074,2016,-0.20435579
450,6110_14075,2016,-0.34788254
451,6110_14076,2016,-3.7353082
452,6110_14077,2016,-1.2465445
453,6103_14086,2016,-0.2931845
454,6103_14087,2016,-0.14915001
455,6103_14088,2016,-0.8193283
456,6103_14089,2016,-0.550324
457,6103_14090,2016,-0.38524553
458,6103_14091,2016,-0.1580259
459,6103_14092,2016,-0.25286663
460,6103_14093,2016,-0.19220184
461,6104_14073,2016,-0.07056132
462,6104_14074,2016,-0.21629696
463,6104_14075,2016,-0.5732095
464,6104_14076,2016,-0.94434017
465,6104_14077,2016,-0.610443
466,6104_14078,2016,-0.34531507
467,6104_14079,2016,-2.3909018
468,6104_14080,2016,-0.79430896
469,6104_14081,2016,-1.1266998
470,6104_14082,2016,-1.826485
471,6104_14083,2016,-1.3792962
472,6104_14084,2016,-1.688851
473,6104_14085,2016,-0.61753154
474,6104_14086,2016,-0.5160957
475,6104_14087,2016,-0.6178195
476,6104_14088,2016,-0.120551646
477,6104_14089,2016,-0.44030288
478,6104_14090,2016,-0.7563216
479,6104_14091,2016,-0.321313
480,6104_14092,2016,-0.03992014
481,6104_14093,2016,-0.48982918
482,6105_14074,2016,-0.5053698
483,6105_14075,2016,-1.4282713
484,6105_14076,2016,-0.21679948
485,6105_14077,2016,-0.8005877
486,6105_14078,2016,-0.45728043
487,6105_14079,2016,-2.4546492
488,6105_14080,2016,-0.7429312
489,6105_14081,2016,-5.961264
490,6105_14082,2016,-6.006353
491,6105_14083,2016,-6.6845794
492,6105_14084,2016,-0.7280243
493,6105_14085,2016,-0.5607609
494,6105_14086,2016,-0.4174549
495,6105_14087,2016,-0.06262995
496,6105_14088,2016,-0.053243797
497,6105_14089,2016,-0.41899848
498,6105_14090,2016,-0.5944981
499,6105_14091,2016,-0.31504464
500,6105_14092,2016,-0.84578717
501,6105_14093,2016,-0.23816134
502,6106_14075,2016,-0.74496466
503,6106_14076,2016,-1.4515631
504,6106_14077,2016,-1.4848374
505,6106_14078,2016,-0.49072343
506,6106_14079,2016,-1.429917
507,6106_14080,2016,-2.635192
508,6106_14081,2016,-2.2702749
509,6106_14082,2016,-2.0028093
510,6106_14083,2016,-0.9396477
511,6106_14084,2016,-1.1565481
512,6106_14085,2016,-0.58836466
513,6106_14086,2016,-1.8847362
514,6106_14087,2016,-1.2521502
515,6106_14088,2016,-0.8023862
516,6106_14089,2016,-0.56057805
517,6100_14082,2016,-0.27377757
518,6100_14083,2016,-0.38571563
519,6100_14084,2016,-0.79362625
520,6100_14085,2016,-4.264533
521,6100_14086,2016,-1.4917927
522,6100_14087,2016,-0.62649965
523,6100_14088,2016,-1.0372363
524,6100_14089,2016,-0.60181135
525,6100_14090,2016,-0.22698481
526,6101_14074,2016,-0.34672055
527,6101_14075,2016,-0.83075565
528,6101_14076,2016,-0.8881782
529,6101_14077,2016,-0.15503499
530,6101_14078,2016,-0.18863015
531,6101_14079,2016,-0.6741551
532,6101_14080,2016,0.0660619
533,6101_14081,2016,-4.0719743
534,6101_14082,2016,-0.565824
535,6101_14083,2016,-0.22436039
536,6101_14084,2016,-0.9410387
537,6101_14085,2016,-7.514955
538,6101_14086,2016,-5.0320306
539,6101_14087,2016,-6.0027046
540,6101_14088,2016,-5.636989
541,6101_14089,2016,-0.6102701
542,6101_14090,2016,-0.31652695
543,6101_14091,2016,-0.38252118
544,6101_14092,2016,-0.26613384
545,6101_14093,2016,-0.718319
546,6101_14094,2016,-0.18353997
547,6102_14074,2016,-0.65634316
548,6102_14075,2016,-0.8014516
549,6102_14076,2016,-1.1648818
550,6102_14077,2016,-0.42684945
551,6102_14078,2016,-1.7519857
552,6102_14079,2016,-2.567026
553,6102_14080,2016,-5.210851
554,6102_14081,2016,-0.71500814
555,6102_14082,2016,-0.43555912
556,6102_14083,2016,-0.78896177
557,6102_14084,2016,-0.9414314
558,6102_14085,2016,-1.2808115
559,6102_14086,2016,-0.3504037
560,6102_14087,2016,-1.0855227
561,6102_14088,2016,-0.9795657
562,6102_14089,2016,-0.7144324
563,6102_14090,2016,-0.21033433
564,6102_14091,2016,-0.1492941
565,6102_14092,2016,-0.13223897
566,6102_14093,2016,-0.13713996
567,6102_14094,2016,-0.5176686
568,6103_14073,2016,-0.062359206
569,6103_14074,2016,-0.11801091
570,6103_14075,2016,-1.0996085
571,6103_14076,2016,-0.8317245
572,6103_14077,2016,-0.9028023
573,6103_14078,2016,-1.2891703
574,6103_14079,2016,-1.3963705
575,6103_14080,2016,-0.7322062
576,6103_14081,2016,-0.52763563
577,6103_14082,2016,-0.7621238
578,6103_14083,2016,-0.5751131
579,6103_14084,2016,-1.2593621
580,6103_14085,2016,-0.5995372
581,6095_14080,2016,-0.6692463
582,6095_14081,2016,-0.16661799
583,6095_14082,2016,-0.33005038
584,6095_14083,2016,-0.8281059
585,6095_14084,2016,-0.121763706
586,6096_14075,2016,-0.18079604
587,6096_14076,2016,-0.23789962
588,6096_14077,2016,-0.13899934
589,6096_14078,2016,-0.3030355
590,6096_14079,2016,-0.28223562
591,6096_14080,2016,-0.42468837
592,6096_14081,2016,-6.2164593
593,6096_14082,2016,-2.3837557
594,6096_14083,2016,-0.19437128
595,6096_14084,2016,-0.32260463
596,6096_14085,2016,-0.72869074
597,6097_14075,2016,-0.22446214
598,6097_14076,2016,-0.43394867
599,6097_14077,2016,-0.06733164
600,6097_14078,2016,-0.07021532
601,6097_14079,2016,-0.17246845
602,6097_14080,2016,-1.5935533
603,6097_14081,2016,-1.4920032
604,6097_14082,2016,-1.2899123
605,6097_14083,2016,-0.456842
606,6097_14084,2016,-0.15886597
607,6097_14085,2016,-0.253481
608,6097_14086,2016,-0.84550315
609,6098_14075,2016,-0.2919534
610,6098_14076,2016,-0.36629444
611,6098_14077,2016,-0.13254948
612,6098_14078,2016,-1.0839869
613,6098_14079,2016,-0.7222346
614,6098_14080,2016,-1.5390437
615,6098_14081,2016,-4.847383
616,6098_14082,2016,-2.258387
617,6098_14083,2016,-1.1104819
618,6098_14084,2016,-0.41148302
619,6098_14085,2016,-0.517304
620,6098_14086,2016,-0.1161066
621,6098_14087,2016,-1.3902811
622,6099_14075,2016,-1.1344886
623,6099_14076,2016,-0.2647341
624,6099_14077,2016,-0.030614514
625,6099_14078,2016,-0.18785734
626,6099_14079,2016,-0.97646946
627,6099_14080,2016,-0.16966672
628,6099_14081,2016,-0.6096731
629,6099_14082,2016,-2.7701726
630,6099_14083,2016,-1.9880213
631,6099_14084,2016,-0.5459405
632,6099_14085,2016,-4.905085
633,6099_14086,2016,-0.56514865
634,6099_14087,2016,-0.0970857
635,6099_14088,2016,-0.32330436
636,6099_14089,2016,-0.09540531
637,6100_14074,2016,-0.18325882
638,6100_14075,2016,-0.27490538
639,6100_14076,2016,-0.67748034
640,6100_14077,2016,-0.068176076
641,6100_14078,2016,-0.12771311
642,6100_14079,2016,-2.7799718
643,6100_14080,2016,-2.0921657
644,6100_14081,2016,-0.19728297
645,6091_14082,2016,-0.19924852
646,6091_14083,2016,-0.7089775
647,6092_14078,2016,-0.3574683
648,6092_14079,2016,-0.14473486
649,6092_14081,2016,-0.16460529
650,6092_14082,2016,-0.2378939
651,6092_14083,2016,-0.7009003
652,6092_14084,2016,-0.26146188
653,6093_14077,2016,-0.30969372
654,6093_14078,2016,-0.44061735
655,6093_14079,2016,-0.3895528
656,6093_14080,2016,-0.1987171
657,6093_14081,2016,-0.66477054
658,6093_14082,2016,-0.84448576
659,6093_14083,2016,-1.9296757
660,6093_14084,2016,-2.9804673
661,6094_14076,2016,-0.8715685
662,6094_14077,2016,-0.038822092
663,6094_14078,2016,-0.23924105
664,6094_14079,2016,-0.6106993
665,6094_14080,2016,-0.30200318
666,6094_14081,2016,-1.680278
667,6094_14082,2016,-0.38255715
668,6094_14083,2016,-0.48288253
669,6094_14084,2016,-3.6764307
670,6095_14075,2016,-0.96057177
671,6095_14076,2016,0.05487476
672,6095_14077,2016,-0.15195942
673,6095_14078,2016,-0.20061168
674,6095_14079,2016,-0.483263
675,6085_14092,2016,-0.05185911
676,6085_14093,2016,-0.8857776
677,6085_14094,2016,-0.9821318
678,6085_14095,2016,-0.2911768
679,6085_14096,2016,-0.60249764
680,6085_14097,2016,-0.30646583
681,6086_14088,2016,-0.3339258
682,6086_14090,2016,-2.096752
683,6086_14091,2016,-0.587586
684,6086_14092,2016,-1.4586391
685,6086_14093,2016,-0.8475695
686,6086_14094,2016,-0.5137135
687,6086_14095,2016,-1.1450937
688,6086_14096,2016,-0.49318916
689,6086_14097,2016,-0.5114801
690,6087_14091,2016,-0.23083405
691,6087_14092,2016,-1.5062613
692,6087_14093,2016,-0.28646722
693,6087_14094,2016,-0.35208094
694,6087_14095,2016,-0.1112026
695,6087_14096,2016,-0.182965
696,6087_14097,2016,-0.31339303
697,6088_14094,2016,-0.15087758
698,6088_14095,2016,-0.519242
699,6088_14096,2016,-0.2733939
700,6088_14097,2016,-0.20294867
701,6089_14095,2016,-2.25012
702,6089_14096,2016,-0.837247
703,6089_14097,2016,-0.4873193
704,6089_14098,2016,-0.32290354
705,6090_14095,2016,-0.660697
706,6090_14096,2016,-0.20486552
707,6090_14097,2016,-0.329462
708,6079_14096,2016,-0.14120325
709,6079_14097,2016,-1.0181835
710,6079_14098,2016,0.08016154
711,6080_14089,2016,-0.28962255
712,6080_14090,2016,-0.22833446
713,6080_14091,2016,-0.2515906
714,6080_14092,2016,-1.431186
715,6080_14093,2016,-0.6445163
716,6080_14094,2016,-0.13003258
717,6080_14095,2016,-0.17061965
718,6080_14096,2016,-0.21408819
719,6080_14097,2016,-0.9697122
720,6080_14098,2016,-0.3045175
721,6081_14088,2016,-0.22284953
722,6081_14089,2016,-0.013175879
723,6081_14090,2016,-0.2904135
724,6081_14091,2016,-0.7789263
725,6081_14092,2016,-5.234591
726,6081_14093,2016,-0.29127666
727,6081_14094,2016,-0.47991064
728,6081_14095,2016,-0.12019865
729,6081_14096,2016,-1.609683
730,6081_14097,2016,-0.047425665
731,6081_14098,2016,-1.239216
732,6082_14087,2016,-0.3681529
733,6082_14088,2016,-0.15285644
734,6082_14089,2016,-0.45021787
735,6082_14090,2016,-0.4122784
736,6082_14091,2016,-1.3150251
737,6082_14092,2016,-0.35784402
738,6082_14093,2016,-0.29433268
739,6082_14094,2016,-0.28714508
740,6082_14095,2016,-0.16145761
741,6082_14096,2016,-0.24492982
742,6082_14097,2016,-0.69728196
743,6082_14098,2016,-0.71525466
744,6083_14087,2016,-0.35866594
745,6083_14088,2016,-0.12294638
746,6083_14089,2016,-0.43342102
747,6083_14090,2016,-0.08568574
748,6083_14091,2016,-0.51028204
749,6083_14092,2016,-0.44064477
750,6083_14093,2016,-0.8757831
751,6083_14094,2016,-1.4489652
752,6083_14095,2016,-0.21597634
753,6083_14096,2016,-0.33328137
754,6083_14097,2016,-0.5525149
755,6083_14098,2016,-0.7387758
756,6084_14087,2016,-0.06966925
757,6084_14088,2016,-1.3868235
758,6084_14089,2016,-0.36858404
759,6084_14090,2016,-0.32514378
760,6084_14091,2016,-0.59141684
761,6084_14092,2016,-0.8266245
762,6084_14093,2016,-0.1371074
763,6084_14094,2016,-0.53699917
764,6084_14095,2016,-0.21241517
765,6084_14096,2016,-0.2827408
766,6084_14097,2016,-0.22873057
767,6085_14087,2016,-0.06736868
768,6085_14088,2016,0.020861182
769,6085_14089,2016,-0.24329032
770,6085_14090,2016,-0.16995268
771,6085_14091,2016,-0.17475553
772,6074_14094,2016,-0.7489013
773,6074_14095,2016,-0.18803175
774,6074_14096,2016,-0.75979716
775,6074_14097,2016,-0.4861426
776,6074_14098,2016,-0.8026764
777,6074_14099,2016,-0.4230702
778,6074_14100,2016,-0.14519903
779,6075_14087,2016,-0.37852752
780,6075_14088,2016,-0.69571334
781,6075_14089,2016,-1.8272027
782,6075_14090,2016,-0.24330921
