,y_x,year,score
14951,6177_14056,2016,-1.1643633
14952,6177_14057,2016,-1.9246943
14953,6177_14058,2016,-0.46568212
14954,6177_14059,2016,-0.32754752
14955,6178_14051,2016,-2.117433
14956,6178_14052,2016,-0.98392206
14957,6178_14054,2016,-0.93153286
14958,6178_14055,2016,-0.72127706
14959,6178_14056,2016,-0.19402772
14960,6178_14057,2016,-0.8899522
14961,6178_14058,2016,-0.44981366
14962,6179_14055,2016,-0.8302446
14963,6179_14056,2016,-0.39009973
14964,6179_14057,2016,-0.69691133
14965,6173_14057,2016,-1.1758738
14966,6173_14058,2016,-0.6382124
14967,6173_14059,2016,-1.5133339
14968,6173_14060,2016,-1.2241982
14969,6173_14061,2016,-0.56449884
14970,6173_14062,2016,-0.9040573
14971,6173_14063,2016,-0.91979545
14972,6173_14064,2016,-0.8552917
14973,6173_14065,2016,-0.7733757
14974,6173_14066,2016,-0.21861583
14975,6174_14039,2016,-0.40718147
14976,6174_14040,2016,-1.2050099
14977,6174_14041,2016,-0.5473643
14978,6174_14042,2016,-0.35967246
14979,6174_14043,2016,-1.0079793
14980,6174_14044,2016,-1.0820556
14981,6174_14045,2016,-0.09929557
14982,6174_14046,2016,-0.8675033
14983,6174_14047,2016,-0.21483806
14984,6174_14048,2016,-0.22606246
14985,6174_14049,2016,-0.74534446
14986,6174_14050,2016,-0.26079258
14987,6174_14051,2016,-0.47066578
14988,6174_14052,2016,-0.260439
14989,6174_14053,2016,-0.8504123
14990,6174_14054,2016,-0.3590318
14991,6174_14055,2016,-0.70591927
14992,6174_14056,2016,-0.12657166
14993,6174_14057,2016,-0.211142
14994,6174_14058,2016,-1.5133669
14995,6174_14059,2016,-0.64984375
14996,6174_14060,2016,-0.16579908
14997,6174_14061,2016,-0.36081302
14998,6174_14062,2016,-0.5878356
14999,6174_14063,2016,-1.287143
15000,6175_14039,2016,-0.25361627
15001,6175_14040,2016,-0.83609444
15002,6175_14041,2016,-0.28159484
15003,6175_14042,2016,-0.39129004
15004,6175_14043,2016,-0.6432076
15005,6175_14044,2016,-0.18127024
15006,6175_14045,2016,-0.9170275
15007,6175_14046,2016,-0.8555711
15008,6175_14047,2016,-0.3031362
15009,6175_14048,2016,-0.6158375
15010,6175_14049,2016,-0.22882305
15011,6175_14050,2016,-0.8783454
15012,6175_14051,2016,-0.501322
15013,6175_14052,2016,-1.1796994
15014,6175_14053,2016,-0.5360096
15015,6175_14054,2016,-1.202059
15016,6175_14055,2016,-0.3895562
15017,6175_14056,2016,-1.468872
15018,6175_14057,2016,-0.36337706
15019,6175_14058,2016,0.12747759
15020,6175_14059,2016,-0.24954073
15021,6175_14060,2016,-0.93960965
15022,6175_14061,2016,-0.685117
15023,6176_14039,2016,-0.7013893
15024,6176_14040,2016,-0.74349886
15025,6176_14041,2016,-1.7271
15026,6176_14042,2016,-2.596576
15027,6176_14043,2016,-0.10162304
15028,6176_14044,2016,-1.3406186
15029,6171_14053,2016,-0.1678384
15030,6171_14054,2016,-0.34725398
15031,6171_14055,2016,-1.6283116
15032,6171_14056,2016,-0.28130516
15033,6171_14057,2016,-1.0862912
15034,6171_14058,2016,-1.3047129
15035,6171_14059,2016,-0.33221838
15036,6171_14060,2016,-0.801171
15037,6171_14061,2016,-0.92492497
15038,6171_14062,2016,-0.20398416
15039,6171_14063,2016,-0.2381696
15040,6171_14064,2016,-0.5478496
15041,6171_14065,2016,-1.3276161
15042,6171_14066,2016,-2.7785172
15043,6171_14067,2016,-1.1107421
15044,6172_14038,2016,-0.5082027
15045,6172_14039,2016,-0.5511405
15046,6172_14040,2016,-0.16721673
15047,6172_14041,2016,-0.16282089
15048,6172_14042,2016,-0.7112728
15049,6172_14043,2016,-2.0973551
15050,6172_14044,2016,-2.3819492
15051,6172_14045,2016,-0.5144627
15052,6172_14046,2016,-0.5403284
15053,6172_14047,2016,-0.09868921
15054,6172_14048,2016,-1.5454811
15055,6172_14049,2016,-1.2236122
15056,6172_14050,2016,-0.15232745
15057,6172_14051,2016,-4.867617
15058,6172_14052,2016,-0.069992706
15059,6172_14053,2016,-0.5659896
15060,6172_14054,2016,-0.39783922
15061,6172_14055,2016,-0.2476588
15062,6172_14056,2016,-1.2066778
15063,6172_14057,2016,-1.1359209
15064,6172_14058,2016,-0.6728383
15065,6172_14059,2016,-1.7566931
15066,6172_14060,2016,-0.5259497
15067,6172_14061,2016,-0.50401616
15068,6172_14062,2016,-1.1026393
15069,6172_14063,2016,-0.8840098
15070,6172_14064,2016,-0.5463042
15071,6172_14065,2016,-3.7030318
15072,6172_14066,2016,-0.25317112
15073,6172_14067,2016,-0.5288726
15074,6173_14038,2016,-1.4752367
15075,6173_14039,2016,-1.1572552
15076,6173_14040,2016,-0.11525294
15077,6173_14041,2016,-0.581186
15078,6173_14042,2016,-0.34466454
15079,6173_14043,2016,-0.43685472
15080,6173_14044,2016,-1.7502428
15081,6173_14045,2016,-0.8431304
15082,6173_14046,2016,-0.27048177
15083,6173_14047,2016,-0.6421242
15084,6173_14048,2016,-0.17886612
15085,6173_14049,2016,-1.0258385
15086,6173_14050,2016,-0.7859105
15087,6173_14051,2016,-0.70752114
15088,6173_14052,2016,-2.228353
15089,6173_14053,2016,-0.3813997
15090,6173_14054,2016,-0.11754623
15091,6173_14055,2016,-0.52173615
15092,6173_14056,2016,-0.22564094
15093,6168_14062,2016,-0.7401979
15094,6168_14063,2016,-1.651297
15095,6168_14064,2016,-0.29490498
15096,6168_14065,2016,-1.3526949
15097,6168_14066,2016,-3.3261592
15098,6168_14067,2016,-0.5507481
15099,6168_14068,2016,-0.18069127
15100,6169_14044,2016,-0.2833715
15101,6169_14045,2016,-0.72053754
15102,6169_14055,2016,-1.4189317
15103,6169_14056,2016,-0.17151858
15104,6169_14057,2016,-1.192314
15105,6169_14058,2016,-0.79172504
15106,6169_14059,2016,-1.7429332
15107,6169_14060,2016,-0.6634702
15108,6169_14061,2016,-0.6051078
15109,6169_14062,2016,-0.3410452
15110,6169_14063,2016,-0.7725703
15111,6169_14064,2016,-0.69120485
15112,6169_14065,2016,-0.7916272
15113,6169_14066,2016,-0.40627673
15114,6169_14067,2016,-0.44003746
15115,6169_14068,2016,-0.22818348
15116,6170_14041,2016,-1.1155145
15117,6170_14042,2016,-0.13097845
15118,6170_14043,2016,-0.18243842
15119,6170_14044,2016,-0.39098737
15120,6170_14045,2016,-1.8748409
15121,6170_14046,2016,-0.52830464
15122,6170_14047,2016,-2.2275755
15123,6170_14048,2016,-0.8032084
15124,6170_14049,2016,-0.3095466
15125,6170_14050,2016,-0.91703594
15126,6170_14051,2016,-0.4455398
15127,6170_14052,2016,-0.3326783
15128,6170_14053,2016,-0.5335137
15129,6170_14054,2016,-0.16002615
15130,6170_14055,2016,-1.6138425
15131,6170_14056,2016,-0.4563378
15132,6170_14057,2016,-0.35335317
15133,6170_14058,2016,-0.8934389
15134,6170_14059,2016,-1.255408
15135,6170_14060,2016,-0.32372603
15136,6170_14061,2016,-0.35889283
15137,6170_14062,2016,-0.8049647
15138,6170_14063,2016,-0.29163545
15139,6170_14064,2016,-1.3451666
15140,6170_14065,2016,-1.7856042
15141,6170_14066,2016,-0.6484344
15142,6170_14067,2016,-0.6385053
15143,6170_14068,2016,-0.88936627
15144,6171_14040,2016,-0.51022387
15145,6171_14041,2016,-3.3181279
15146,6171_14042,2016,-0.63502216
15147,6171_14043,2016,-0.26969594
15148,6171_14044,2016,-0.51803756
15149,6171_14045,2016,-0.65113324
15150,6171_14046,2016,-2.9364228
15151,6171_14047,2016,-1.7388184
15152,6171_14048,2016,-0.40029177
15153,6171_14049,2016,-0.99734354
15154,6171_14050,2016,0.024910498
15155,6171_14051,2016,-0.45109445
15156,6171_14052,2016,-0.16376166
15157,6161_14061,2016,-1.7565019
15158,6161_14062,2016,-0.2824123
15159,6161_14063,2016,-1.1981398
15160,6162_14054,2016,-0.9112066
15161,6162_14055,2016,-2.9493415
15162,6162_14056,2016,-1.3920416
15163,6162_14057,2016,-1.3746965
15164,6162_14058,2016,-1.6843414
15165,6162_14059,2016,-0.8973695
15166,6162_14060,2016,-0.99676293
15167,6162_14061,2016,-1.4811558
15168,6162_14062,2016,-2.4311302
15169,6162_14063,2016,-0.48260796
15170,6162_14064,2016,-2.2548096
15171,6163_14055,2016,-0.21485808
15172,6163_14056,2016,-0.13056086
15173,6163_14057,2016,-1.3847973
15174,6163_14058,2016,-0.68088156
15175,6163_14059,2016,-0.32858306
15176,6163_14060,2016,-0.34677333
15177,6163_14061,2016,-0.13206913
15178,6163_14062,2016,-0.31938848
15179,6163_14063,2016,-0.3524499
15180,6163_14064,2016,-1.1286502
15181,6164_14056,2016,-1.6802297
15182,6164_14057,2016,-0.38487682
15183,6164_14058,2016,-1.332038
15184,6164_14059,2016,-0.5970346
15185,6164_14060,2016,-0.7846307
15186,6164_14061,2016,-0.14639978
15187,6164_14062,2016,-0.5106589
15188,6164_14063,2016,-0.15244302
15189,6164_14064,2016,-1.0275546
15190,6164_14065,2016,-0.42649907
15191,6165_14058,2016,-0.7004802
15192,6165_14059,2016,-0.51969075
15193,6165_14060,2016,-0.9273304
15194,6165_14061,2016,-0.6622598
15195,6165_14062,2016,-0.96067226
15196,6165_14063,2016,-1.3593379
15197,6165_14064,2016,-0.5675805
15198,6165_14065,2016,-1.5158031
15199,6166_14058,2016,-0.38525558
15200,6166_14059,2016,-2.258222
15201,6166_14060,2016,-0.38857284
15202,6166_14061,2016,-1.1367567
15203,6166_14062,2016,-2.516627
15204,6166_14063,2016,-0.24890862
15205,6166_14064,2016,-0.40723243
15206,6167_14057,2016,-0.4049784
15207,6167_14058,2016,-1.1217731
15208,6167_14059,2016,-1.0826408
15209,6167_14060,2016,-0.92765576
15210,6167_14061,2016,-0.7709571
15211,6167_14062,2016,-0.5805981
15212,6167_14063,2016,-0.5184024
15213,6167_14064,2016,-0.54390115
15214,6167_14065,2016,-0.8449269
15215,6168_14056,2016,-0.49245703
15216,6168_14057,2016,-1.0354935
15217,6168_14058,2016,-0.25618508
15218,6168_14059,2016,-1.1474202
15219,6168_14060,2016,-0.98958224
15220,6168_14061,2016,-0.41454878
15221,6154_14059,2016,-0.4058217
15222,6154_14060,2016,-0.51646394
15223,6155_14054,2016,-1.3122342
15224,6155_14055,2016,-0.43395945
15225,6155_14056,2016,-1.3120433
15226,6155_14057,2016,-0.80147094
15227,6155_14058,2016,-0.99823695
15228,6155_14059,2016,-1.0664262
15229,6155_14060,2016,-0.38343337
15230,6155_14061,2016,-1.0938276
15231,6156_14053,2016,-0.5234791
15232,6156_14054,2016,-1.1861708
15233,6156_14055,2016,-1.1254151
15234,6156_14056,2016,-1.279018
15235,6156_14057,2016,-0.7275188
15236,6156_14058,2016,-1.07471
15237,6156_14059,2016,-1.5395027
15238,6156_14060,2016,-1.5239141
15239,6156_14061,2016,-0.5190763
15240,6157_14053,2016,-1.3309454
15241,6157_14054,2016,-0.81935805
15242,6157_14055,2016,-1.0041934
15243,6157_14056,2016,-1.5590585
15244,6157_14057,2016,-0.44922784
15245,6157_14058,2016,-1.7834742
15246,6157_14059,2016,-0.36359465
15247,6157_14060,2016,-0.84314746
15248,6157_14061,2016,-5.861601
15249,6158_14053,2016,-1.8886417
15250,6158_14054,2016,-0.6229463
15251,6158_14055,2016,-0.37750468
15252,6158_14056,2016,-0.9472027
15253,6158_14057,2016,-0.42247173
15254,6158_14058,2016,-0.7991032
15255,6158_14059,2016,-0.0001651831
15256,6158_14060,2016,-2.1594326
15257,6158_14061,2016,-3.7105367
15258,6159_14053,2016,-0.553317
15259,6159_14054,2016,-0.92171365
15260,6159_14055,2016,-1.2721567
15261,6159_14056,2016,-0.56153
15262,6159_14057,2016,-0.71703726
15263,6159_14058,2016,-0.3268892
15264,6159_14059,2016,-0.6171937
15265,6159_14060,2016,-0.46091145
15266,6159_14061,2016,-3.3387053
15267,6160_14053,2016,-0.30278337
15268,6160_14054,2016,-8.577137
15269,6160_14055,2016,-2.9293978
15270,6160_14056,2016,-1.00167
15271,6160_14057,2016,-0.5980732
15272,6160_14058,2016,-0.66105914
15273,6160_14059,2016,-1.3137683
15274,6160_14060,2016,-1.2881559
15275,6160_14061,2016,-0.93660134
15276,6160_14062,2016,-2.3605373
15277,6161_14053,2016,-1.0894263
15278,6161_14054,2016,-0.16384156
15279,6161_14055,2016,-0.86427253
15280,6161_14056,2016,-1.4198021
15281,6161_14057,2016,-0.96577483
15282,6161_14058,2016,-1.2553812
15283,6161_14059,2016,-1.7738303
15284,6161_14060,2016,-0.118746966
15285,6148_14055,2016,-0.4727308
15286,6148_14056,2016,-0.17901617
15287,6148_14057,2016,-1.1418025
15288,6148_14058,2016,-2.4312239
15289,6148_14059,2016,-0.5597914
15290,6148_14060,2016,-2.0139537
15291,6149_14051,2016,-1.5016242
15292,6149_14052,2016,-0.5120847
15293,6149_14053,2016,-0.36472416
15294,6149_14054,2016,-1.25017
15295,6149_14055,2016,-0.67111856
15296,6149_14056,2016,-0.22991641
15297,6149_14057,2016,-0.93163866
15298,6149_14058,2016,-1.0687084
15299,6149_14059,2016,-1.7562453
15300,6149_14060,2016,-0.36010286
15301,6150_14050,2016,-0.3358498
15302,6150_14051,2016,-0.10570982
15303,6150_14052,2016,-0.7262796
15304,6150_14053,2016,-1.1634048
15305,6150_14054,2016,-0.65707844
15306,6150_14055,2016,-1.8008223
15307,6150_14056,2016,-0.0730166
15308,6150_14057,2016,-1.120643
15309,6150_14058,2016,-2.191301
15310,6150_14059,2016,-1.4456502
15311,6150_14060,2016,-1.0712581
15312,6151_14050,2016,-0.16035649
15313,6151_14051,2016,-0.45736882
15314,6151_14052,2016,-0.035827853
15315,6151_14053,2016,-0.7393901
15316,6151_14054,2016,-0.24337478
15317,6151_14055,2016,-0.59749764
15318,6151_14056,2016,-1.7545365
15319,6151_14057,2016,-1.5334238
15320,6151_14058,2016,-2.0150602
15321,6151_14059,2016,-2.95397
15322,6152_14050,2016,-0.09616352
15323,6152_14051,2016,-0.14121662
15324,6152_14052,2016,-0.46072087
15325,6152_14053,2016,-1.215825
15326,6152_14054,2016,-6.1491942
15327,6152_14055,2016,-0.98983485
15328,6152_14056,2016,-1.4822478
15329,6152_14057,2016,-1.7571357
15330,6152_14058,2016,-2.324933
15331,6152_14059,2016,-3.2464445
15332,6153_14050,2016,-0.3180851
15333,6153_14051,2016,-0.09923406
15334,6153_14052,2016,-0.28454044
15335,6153_14053,2016,-0.49854478
15336,6153_14054,2016,-2.4724822
15337,6153_14055,2016,-0.90301186
15338,6153_14056,2016,-0.8162336
15339,6153_14057,2016,-0.9459136
15340,6153_14058,2016,-1.7971268
15341,6153_14059,2016,-0.26175386
15342,6153_14060,2016,-0.6868708
15343,6154_14053,2016,-2.3235946
15344,6154_14054,2016,-3.255813
15345,6154_14055,2016,-1.323493
15346,6154_14056,2016,-1.1273887
15347,6154_14057,2016,-0.6736232
15348,6154_14058,2016,-1.0034446
15349,6142_14054,2016,-0.54782116
15350,6142_14055,2016,-0.56887555
15351,6142_14056,2016,-0.6687563
15352,6142_14057,2016,-0.15922849
15353,6142_14058,2016,-1.5193754
15354,6142_14059,2016,-1.1693548
15355,6142_14060,2016,-0.6840301
15356,6142_14061,2016,-0.24654391
15357,6142_14062,2016,-0.337035
15358,6143_14051,2016,-0.25495785
15359,6143_14052,2016,-0.46030077
15360,6143_14053,2016,-0.17658807
15361,6143_14054,2016,-1.1290637
15362,6143_14055,2016,-1.0510312
15363,6143_14056,2016,-0.7767779
15364,6143_14057,2016,-1.4712183
15365,6143_14058,2016,-1.4656043
15366,6143_14059,2016,-0.1427683
15367,6143_14060,2016,-1.6339551
15368,6143_14061,2016,-1.1409314
15369,6143_14062,2016,-2.0752358
15370,6144_14051,2016,-1.6344999
15371,6144_14052,2016,-0.60389566
15372,6144_14053,2016,-0.21137623
15373,6144_14054,2016,-0.2238018
15374,6144_14055,2016,-1.0052414
15375,6144_14056,2016,-0.36531982
15376,6144_14057,2016,-0.25119874
15377,6144_14058,2016,-0.28218848
15378,6144_14059,2016,-0.26555187
15379,6144_14060,2016,-0.20912467
15380,6144_14061,2016,-2.4869905
15381,6145_14052,2016,-0.5000477
15382,6145_14053,2016,-1.4629941
15383,6145_14054,2016,-0.5049499
15384,6145_14055,2016,-0.61712223
15385,6145_14056,2016,-0.9967787
15386,6145_14057,2016,-0.8813676
15387,6145_14058,2016,-1.1335129
15388,6145_14059,2016,-1.5570092
15389,6145_14060,2016,-0.55165017
15390,6145_14061,2016,-3.329938
15391,6146_14052,2016,-0.45795038
15392,6146_14053,2016,-1.914883
15393,6146_14054,2016,-0.075168245
15394,6146_14055,2016,-0.91260093
15395,6146_14056,2016,-0.7966903
15396,6146_14057,2016,-0.8062101
15397,6146_14058,2016,-0.3479434
15398,6146_14059,2016,-0.60032725
15399,6146_14060,2016,-0.23629329
15400,6147_14052,2016,-0.8686957
15401,6147_14053,2016,-1.2771064
15402,6147_14054,2016,-1.1795173
15403,6147_14055,2016,-0.20879145
15404,6147_14056,2016,-0.15865389
15405,6147_14057,2016,-1.0251364
15406,6147_14058,2016,-0.2700982
15407,6147_14059,2016,-0.2902879
15408,6147_14060,2016,-0.10846394
15409,6148_14051,2016,-0.42718133
15410,6148_14052,2016,-0.4098176
15411,6148_14053,2016,-0.56617683
15412,6148_14054,2016,-2.2276816
15413,6136_14060,2016,-0.3931397
15414,6136_14061,2016,-0.33646917
15415,6137_14051,2016,-0.16165508
15416,6137_14052,2016,-0.23440902
15417,6137_14053,2016,-0.67144513
15418,6137_14054,2016,-0.08271666
15419,6137_14055,2016,-0.14418927
15420,6137_14056,2016,-1.6392033
15421,6137_14057,2016,-1.1837882
15422,6137_14058,2016,-0.9151679
15423,6137_14059,2016,-0.33976933
15424,6137_14060,2016,-0.22862118
15425,6137_14061,2016,-0.3688256
15426,6138_14051,2016,-0.83063126
15427,6138_14052,2016,-1.096072
15428,6138_14053,2016,-0.4549593
15429,6138_14054,2016,-0.34797677
15430,6138_14055,2016,-0.4729981
15431,6138_14056,2016,-1.0032141
15432,6138_14057,2016,-1.1082498
15433,6138_14058,2016,-1.0221803
15434,6138_14059,2016,-0.6045285
15435,6138_14060,2016,-0.3410294
15436,6138_14061,2016,0.037428092
15437,6139_14050,2016,-0.6517029
15438,6139_14051,2016,-1.7132888
15439,6139_14052,2016,-0.3049234
15440,6139_14053,2016,-1.3600878
15441,6139_14054,2016,-1.4292274
15442,6139_14055,2016,-0.8638593
15443,6139_14056,2016,-0.81706756
15444,6139_14057,2016,-1.8859586
15445,6139_14058,2016,-0.16573411
15446,6139_14059,2016,-0.36030516
15447,6139_14060,2016,-0.43318424
15448,6139_14061,2016,-1.3742241
15449,6140_14050,2016,-0.18106107
15450,6140_14051,2016,-0.39662313
15451,6140_14052,2016,-6.0224032
15452,6140_14053,2016,-0.48202613
15453,6140_14054,2016,-1.2494596
15454,6140_14055,2016,-0.4124199
15455,6140_14056,2016,-0.6877033
15456,6140_14057,2016,-0.61414534
15457,6140_14058,2016,-1.3184301
15458,6140_14059,2016,-0.9963851
15459,6140_14060,2016,-1.5744779
15460,6140_14061,2016,-5.2317314
15461,6141_14050,2016,-0.8629641
15462,6141_14051,2016,-0.8144612
15463,6141_14052,2016,-0.67253697
15464,6141_14053,2016,-0.026931033
15465,6141_14054,2016,-1.1699225
15466,6141_14055,2016,-0.5727958
15467,6141_14056,2016,-1.4847809
15468,6141_14057,2016,-1.3062586
15469,6141_14058,2016,-0.36330578
15470,6141_14059,2016,-0.9661935
15471,6141_14060,2016,-0.83013254
15472,6141_14061,2016,-0.91620594
15473,6142_14050,2016,-0.45016134
15474,6142_14051,2016,-0.4716285
15475,6142_14052,2016,-0.4800973
15476,6142_14053,2016,-0.23201872
15477,6132_14050,2016,-2.0541103
15478,6132_14051,2016,-0.32193804
15479,6132_14052,2016,-0.31945503
15480,6133_14049,2016,-3.2471907
15481,6133_14050,2016,-1.8651516
15482,6133_14051,2016,-0.5714741
15483,6133_14052,2016,-0.26897606
15484,6133_14053,2016,-0.116680995
15485,6133_14054,2016,-0.553471
15486,6133_14055,2016,-0.2484848
15487,6133_14056,2016,-0.93035376
15488,6133_14057,2016,-2.1643395
15489,6134_14049,2016,-0.9432368
15490,6134_14050,2016,-0.1849199
15491,6134_14051,2016,-0.15096007
15492,6134_14052,2016,-0.4277235
15493,6134_14053,2016,-0.08994249
15494,6134_14054,2016,-0.2476797
15495,6134_14055,2016,-0.8698274
15496,6134_14056,2016,-0.6037948
15497,6134_14057,2016,-0.19270812
15498,6134_14058,2016,-4.2549205
15499,6134_14059,2016,-0.44206008
15500,6135_14049,2016,-0.9050841
15501,6135_14050,2016,-0.39905718
15502,6135_14051,2016,-0.2921123
15503,6135_14052,2016,-1.9000269
15504,6135_14053,2016,-0.28178227
15505,6135_14054,2016,-0.82445806
15506,6135_14055,2016,-1.0174117
15507,6135_14056,2016,-2.9160874
15508,6135_14057,2016,-1.3163562
15509,6135_14058,2016,-0.3097622
15510,6135_14059,2016,-0.81422275
15511,6135_14060,2016,-0.107007295
15512,6136_14050,2016,-0.4667253
15513,6136_14051,2016,-0.42226583
15514,6136_14052,2016,-0.7643919
15515,6136_14053,2016,-0.4212102
15516,6136_14054,2016,-2.096506
15517,6136_14055,2016,-0.2005073
15518,6136_14056,2016,-0.48705247
15519,6136_14057,2016,-1.4147525
15520,6136_14058,2016,-0.52290726
15521,6136_14059,2016,-0.6163076
15522,6188_14042,2016,-0.05005901
15523,6188_14043,2016,-0.22272626
15524,6188_14044,2016,-0.24119878
15525,6188_14045,2016,-0.2843213
15526,6188_14046,2016,-0.36302605
15527,6188_14047,2016,-0.7915943
15528,6189_14043,2016,-1.3620672
15529,6189_14044,2016,-0.5042652
15530,6189_14045,2016,-0.45719734
15531,6189_14046,2016,-0.2804884
15532,6189_14047,2016,-0.5954481
15533,6190_14044,2016,-0.6118783
15534,6190_14045,2016,-1.9576358
15535,6190_14046,2016,-0.5542407
15536,6190_14047,2016,-0.25587323
15537,6191_14044,2016,-0.2063862
15538,6191_14045,2016,-1.0363089
15539,6191_14046,2016,-0.52752066
15540,6180_14053,2016,-0.5269418
15541,6180_14054,2016,-0.32868633
15542,6181_14036,2016,-0.11042555
15543,6181_14037,2016,-0.8331211
15544,6181_14038,2016,-0.25899112
15545,6181_14039,2016,-0.8534638
15546,6181_14040,2016,-0.29293227
15547,6181_14041,2016,-0.5649131
15548,6181_14042,2016,-0.79923564
15549,6181_14043,2016,-2.2626214
15550,6181_14044,2016,-1.709535
15551,6181_14045,2016,-1.6056825
15552,6181_14046,2016,-1.3734852
15553,6181_14047,2016,-0.24256015
15554,6181_14048,2016,-1.053765
15555,6181_14049,2016,-0.3299031
15556,6181_14050,2016,-0.4932394
15557,6181_14051,2016,-0.5075129
15558,6181_14052,2016,-0.32796088
15559,6181_14053,2016,-0.18565197
15560,6182_14037,2016,-1.0798705
15561,6182_14038,2016,-0.8705201
15562,6182_14039,2016,-0.06690985
15563,6182_14040,2016,-0.6851495
15564,6182_14041,2016,-0.27643713
15565,6182_14042,2016,-0.43994376
15566,6182_14043,2016,-0.6319555
15567,6182_14044,2016,-1.5641792
15568,6182_14045,2016,-0.76456386
15569,6182_14046,2016,-0.55841917
15570,6182_14047,2016,-1.157928
15571,6182_14048,2016,-0.6514896
15572,6182_14049,2016,-0.95504934
15573,6183_14039,2016,-1.6943022
15574,6183_14040,2016,-3.1786613
15575,6183_14041,2016,-1.4328066
15576,6183_14042,2016,-0.16062112
15577,6183_14043,2016,-0.4993178
15578,6183_14044,2016,-0.25936007
15579,6183_14045,2016,-0.8009415
15580,6183_14046,2016,-0.407425
15581,6183_14047,2016,-0.1574308
15582,6183_14048,2016,-0.73020947
15583,6184_14040,2016,-4.8905873
15584,6184_14041,2016,-1.9023033
15585,6184_14042,2016,-1.0207988
15586,6184_14043,2016,-0.58295554
15587,6184_14044,2016,-0.5049919
15588,6184_14045,2016,-0.36523923
15589,6185_14040,2016,-2.9591222
15590,6185_14041,2016,-0.09385601
15591,6185_14042,2016,-0.330362
15592,6185_14043,2016,-0.08686477
15593,6185_14044,2016,-0.981427
15594,6186_14041,2016,-0.6705071
15595,6186_14042,2016,-0.726774
15596,6186_14043,2016,-0.15274023
15597,6186_14044,2016,-0.371496
15598,6186_14045,2016,-0.68894047
15599,6187_14042,2016,-0.20163473
15600,6187_14043,2016,-0.6227307
15601,6187_14044,2016,-0.47311798
15602,6187_14045,2016,-0.9920575
15603,6187_14046,2016,-0.87299263
15604,6177_14046,2016,-0.40054742
15605,6177_14047,2016,-0.7796245
15606,6178_14037,2016,-1.8397659
15607,6178_14038,2016,-0.4356317
15608,6178_14039,2016,-0.63492227
15609,6178_14040,2016,-0.8833413
15610,6178_14041,2016,-0.41464546
15611,6178_14042,2016,-0.82327175
15612,6178_14043,2016,-2.178177
15613,6178_14045,2016,-1.7574646
15614,6178_14046,2016,-0.4301431
15615,6178_14047,2016,-1.7683415
15616,6178_14048,2016,-1.1558614
15617,6178_14049,2016,-1.8829288
15618,6179_14037,2016,-0.5332441
15619,6179_14038,2016,-0.16192552
15620,6179_14039,2016,-1.3110851
15621,6179_14040,2016,-0.61854976
15622,6179_14041,2016,-0.4829826
15623,6179_14042,2016,-0.074052185
15624,6179_14043,2016,-0.15185387
15625,6179_14044,2016,-0.5111564
15626,6179_14045,2016,-0.24746524
15627,6179_14046,2016,-0.25007856
15628,6179_14047,2016,-0.45225552
15629,6179_14048,2016,-0.6621646
15630,6179_14049,2016,-0.30784336
15631,6179_14050,2016,-0.5405472
15632,6179_14051,2016,-0.35395256
15633,6179_14052,2016,-0.28361836
15634,6179_14053,2016,-0.97727966
15635,6179_14054,2016,-0.12316188
15636,6180_14036,2016,-0.6139325
15637,6180_14037,2016,-0.24591054
15638,6180_14038,2016,-0.0996685
15639,6180_14039,2016,-0.4264175
15640,6180_14040,2016,-0.26781216
15641,6180_14041,2016,-0.40528357
15642,6180_14042,2016,-1.9310122
15643,6180_14043,2016,-0.5291567
15644,6180_14044,2016,-0.5647848
15645,6180_14045,2016,-0.7279879
15646,6180_14046,2016,-0.12525636
15647,6180_14047,2016,-0.65390664
15648,6180_14048,2016,-1.2401401
15649,6180_14049,2016,-0.3388118
15650,6180_14050,2016,-0.083742104
15651,6180_14051,2016,-0.12257066
15652,6180_14052,2016,-0.46068755
15653,6177_13999,2016,-0.42574352
15654,6177_14000,2016,-1.6501176
15655,6177_14001,2016,-0.8899084
15656,6177_14002,2016,-1.539134
15657,6178_13994,2016,-0.87728024
15658,6178_13995,2016,-0.6199221
15659,6178_13996,2016,-1.4533334
15660,6178_13997,2016,-0.53128266
15661,6178_13998,2016,-0.62941533
15662,6178_13999,2016,-0.79774904
15663,6178_14000,2016,0.01661791
15664,6178_14001,2016,-0.690963
15665,6179_13993,2016,-0.8228156
15666,6179_13994,2016,-0.5219037
15667,6172_13992,2016,-1.5676925
15668,6172_13993,2016,-0.5422509
15669,6172_13994,2016,-1.3542864
15670,6172_13995,2016,-0.28296262
15671,6172_13996,2016,-0.4995289
15672,6172_13997,2016,-0.9263409
15673,6172_13998,2016,-0.7689784
15674,6172_13999,2016,-0.8577774
15675,6172_14000,2016,-1.3722245
15676,6172_14001,2016,-4.2440114
15677,6172_14002,2016,-0.33289763
15678,6172_14003,2016,-0.2000561
15679,6172_14004,2016,-6.2409678
15680,6172_14005,2016,-1.7444874
15681,6173_13993,2016,-0.29424906
15682,6173_13994,2016,-0.50459605
15683,6173_13995,2016,-0.64795536
15684,6173_13996,2016,-0.831679
15685,6173_13997,2016,-0.84286577
15686,6173_13998,2016,-0.49321285
15687,6173_13999,2016,-0.35652417
15688,6173_14000,2016,-0.6803154
15689,6173_14001,2016,-1.9961747
